,Date,Predicted Price,Original Price,21 SMA,50 SMA,100 SMA,200 SMA,RSI,21-avg volume,Upper BBand,Middle BBand,Lower BBand,52-week high,52-week low,MACD,MACD Signal,MACD Trend
854,2018-05-30,32.564888,31.7756,32.32471428571435,32.406656000000034,32.91016500000013,32.74558749999962,44.36900860165937,38095.238095238084,33.09495034735583,32.283130000000035,31.471309652644265,37.2656,30.4882,-0.04519250904053962,-0.0486588207069533,Bullish
855,2018-05-31,32.371567,32.3914,32.28828571428578,32.413934000000026,32.90298200000013,32.75095999999962,50.200673507267226,26023.809523809527,33.09633878455811,32.28406500000004,31.47179121544197,37.2656,30.4882,-0.03610782682343938,-0.046148621930250516,Bullish
856,2018-06-01,32.922443,33.1844,32.326938095238155,32.437072000000036,32.89402600000013,32.754709999999626,56.521431777312785,25666.66666666667,33.23382373431292,32.33351500000004,31.43320626568716,37.2656,30.4882,0.03468054615945704,-0.029982788312309005,Bullish
857,2018-06-04,32.70265,33.1844,32.374033333333394,32.46356800000003,32.89421300000013,32.76112499999962,56.521431777312785,24452.380952380958,33.31430483592908,32.35544000000004,31.39657516407099,37.2656,30.4882,0.08974630224395952,-0.0060369702010552966,Bullish
858,2018-06-05,33.053290000000004,32.6526,32.36959047619054,32.479802000000035,32.888242000000126,32.76904999999962,51.443139530824354,26285.714285714286,33.34270024527397,32.37876500000004,31.4148297547261,37.2656,30.4882,0.08944344672903526,0.013059113184962815,Bullish
859,2018-06-06,32.90847,32.6526,32.39180476190482,32.49659600000003,32.87900600000013,32.775857499999624,51.443139530824354,23619.04761904762,33.36882062203651,32.40209000000004,31.43535937796357,37.2656,30.4882,0.08818686822898059,0.02808466419376637,Bullish
860,2018-06-07,32.858734000000005,32.6526,32.414019047619114,32.513202000000035,32.87182300000013,32.782965999999625,51.443139530824354,20547.61904761905,33.37736774557972,32.40675500000004,31.43614225442036,36.9475,30.4882,0.08619739084883092,0.03970720952477928,Bullish
861,2018-06-08,32.86925,32.6526,32.41846190476197,32.50816400000002,32.85111200000013,32.790074499999626,51.443139530824354,20714.285714285714,33.392367164684856,32.41608500000004,31.439802835315213,36.4232,30.4882,0.08365637705129103,0.048497043030081635,Bullish
862,2018-06-11,33.287575,32.0462,32.39847142857148,32.496970000000026,32.82778900000013,32.79415099999963,45.21275187061537,20880.95238095238,33.38808128366581,32.42168500000004,31.455288716334266,35.6925,30.4882,0.03233841607542587,0.04526531763915048,Bearish
863,2018-06-12,32.630340000000004,32.522,32.426461904761965,32.50163600000002,32.80875700000013,32.79875849999964,50.29905436054101,21357.14285714286,33.38666268757017,32.454805000000036,31.522947312429906,35.6925,30.4882,0.02971906299091387,0.042156066709503164,Bearish
864,2018-06-13,32.534725,32.1954,32.442452380952446,32.494358000000034,32.78580600000013,32.800700999999634,47.06883112212042,28404.761904761905,33.3715036208519,32.471595000000036,31.57168637914818,35.5353,30.4882,0.0012746232467435448,0.033979778016951234,Bearish
865,2018-06-14,32.621555,32.1954,32.45844285714291,32.492304000000026,32.766121000000126,32.80788749999963,47.06883112212042,31428.571428571428,33.35386583114679,32.48838500000004,31.62290416885328,35.5353,30.4882,-0.02102543208839336,0.022978735995882314,Bearish
866,2018-06-15,32.329235,32.1954,32.474433333333394,32.478868000000034,32.73272200000013,32.81305399999963,47.06883112212042,34452.380952380954,33.222998137161056,32.43334000000004,31.643681862839,35.5353,30.4882,-0.03825737934996454,0.010731512926712945,Bearish
867,2018-06-18,32.235,32.1954,32.42200952380958,32.465992000000035,32.70156200000013,32.818220499999626,47.06883112212042,37476.190476190466,33.21569947309257,32.443135000000034,31.670570526907483,35.5353,30.4882,-0.051322211200478314,-0.0016792318987253075,Bearish
868,2018-06-19,32.79903,32.1301,32.428228571428626,32.458714000000036,32.67506600000013,32.822845499999644,46.269723350980996,37047.619047619046,33.209218211490736,32.449665000000024,31.690111788509306,35.5353,30.4882,-0.06618243887594842,-0.014579873294169932,Bearish
869,2018-06-20,32.326107,31.9995,32.428228571428626,32.436324000000035,32.64194700000013,32.820971999999635,44.63747499586733,37166.66666666666,33.21259747096199,32.446865000000024,31.681132529038052,35.5353,30.4882,-0.0874890851872081,-0.029161715672777568,Bearish
870,2018-06-21,32.26222,31.8129,32.416676190476245,32.41934400000003,32.609387000000126,32.818766999999625,42.339284636314595,37238.09523809524,33.231921729120394,32.434735000000025,31.637548270879652,35.5353,30.4882,-0.11807077007281208,-0.04694352655278447,Bearish
871,2018-06-22,32.27905,31.9062,32.40956666666672,32.40889400000003,32.585224000000125,32.815481499999635,43.89469501956855,84761.90476190476,33.172593412906586,32.38202500000002,31.59145658709345,35.5353,30.4882,-0.13324250871454524,-0.06420332298513662,Bearish
872,2018-06-25,32.022232,31.2812,32.329604761904804,32.38053400000003,32.554811000000115,32.80950049999964,36.74419018079803,136785.7142857143,33.23219015691021,32.31579000000002,31.399389843089825,35.5353,30.4882,-0.19346831524337205,-0.0900563214367837,Bearish
873,2018-06-26,31.824115999999997,30.8054,32.24386666666671,32.342658000000036,32.52327800000012,32.80208599999964,32.41506037908802,135333.33333333337,33.331763080112964,32.22156500000002,31.11136691988708,35.5353,30.4882,-0.2764045646292814,-0.12732597007528326,Bearish
874,2018-06-27,31.949965000000002,30.4229,32.13591428571433,32.304222000000024,32.48549500000012,32.79112599999964,29.414733764672512,135476.19047619047,33.50356106232296,32.15393000000002,30.804298937677075,35.5353,30.4882,-0.36874601853984496,-0.1756099797681956,Bearish
875,2018-06-28,31.202381,30.88,32.093266666666715,32.280898000000036,32.45377500000012,32.781849499999645,36.92790707653864,136666.66666666663,33.53161903870818,32.07836000000002,30.625100961291853,35.5353,30.4229,-0.4004272599963876,-0.220573435813834,Bearish
876,2018-06-29,30.914938,32.3167,32.089709523809574,32.279778000000036,32.425040000000116,32.777478499999646,53.63325465176806,136857.14285714287,33.402867209016485,32.03497500000002,30.66708279098355,35.5353,30.4229,-0.306076924841296,-0.2376741336193264,Bearish
877,2018-07-02,31.405434000000003,31.7197,32.01996190476195,32.27101000000003,32.40041100000012,32.769305999999645,47.94996850696621,144071.42857142858,33.2287521284291,31.96174000000002,30.69472787157094,35.5353,30.4229,-0.27629159758484434,-0.24539762641243,Bearish
878,2018-07-03,31.393126000000002,31.3931,31.934661904761953,32.259068000000035,32.37177000000011,32.75992999999964,45.13236429385935,142000.0,33.14723170483685,31.89876500000002,30.650298295163196,35.5353,30.4229,-0.2758604540353744,-0.2514901919370188,Bearish
879,2018-07-04,31.382833,30.7867,31.84580952380957,32.23667800000004,32.339117000000115,32.75259399999965,40.38708415033877,140547.61904761905,33.092923904567364,31.805470000000017,30.518016095432678,35.5353,30.4229,-0.3207527438010551,-0.2653427023098261,Bearish
880,2018-07-05,31.791576,30.3576,31.736523809523856,32.20551800000004,32.30040100000011,32.73881449999964,37.391186174128045,141142.85714285713,33.06207224008482,31.69072000000002,30.319367759915227,35.5353,30.4229,-0.3864996632037858,-0.28957409448861804,Bearish
