,Date,Predicted Price,Original Price,21 SMA,50 SMA,100 SMA,200 SMA,RSI,21-avg volume,Upper BBand,Middle BBand,Lower BBand,52-week high,52-week low,MACD,MACD Signal,MACD Trend
267,2019-03-14,74.318146,72.39,78.08238095238073,81.3900000000001,83.86049999999976,85.28749999999995,29.62400522825931,554285.7142857143,86.79649965562584,77.72200000000005,68.64750034437425,105.3183,71.51,-2.9505850319361286,-2.580305708978206,Bearish
268,2019-03-15,74.92503,69.28,77.31999999999978,81.21560000000008,83.61389999999976,85.14624999999995,24.32457516798954,418809.52380952385,85.98540572229959,76.91650000000003,67.84759427770045,105.3183,71.51,-3.196907029173558,-2.7036259730172767,Bearish
269,2019-03-18,73.55326,71.33,76.65047619047596,81.03420000000007,83.36779999999978,85.02429999999995,32.851629368333484,417642.85714285716,84.4906973882276,76.17450000000002,67.85830261177246,105.3183,69.28,-3.1899295964772705,-2.8008866977092755,Bearish
270,2019-03-19,68.4193,70.2,75.88999999999976,80.81540000000008,83.14829999999978,84.91839999999995,30.791990025761642,406976.1904761905,83.57040200039509,75.52450000000002,67.47859799960494,105.3183,69.28,-3.2382529230374075,-2.888359942774902,Bearish
271,2019-03-20,67.45124,69.18,75.22238095238072,80.60280000000007,82.9250999999998,84.80429999999996,29.023162800696092,365166.66666666674,82.26692519331806,74.78100000000003,67.295074806682,105.3183,69.28,-3.320577433327685,-2.9748034408854584,Bearish
272,2019-03-21,71.12297,68.36,74.47523809523786,80.36980000000008,82.6972999999998,84.68174999999995,27.64813384446491,334761.9047619048,81.1825755466303,74.07600000000002,66.96942445336975,105.3183,69.18,-3.4126484606681937,-3.0623724448420058,Bearish
273,2019-03-22,70.339355,68.5,73.81047619047595,80.15100000000008,82.45109999999978,84.55989999999996,28.27294528160686,317547.61904761905,79.9048753735438,73.40050000000002,66.89612462645624,105.3183,68.36,-3.4347252090327633,-3.1368429976801573,Bearish
274,2019-03-25,71.09382,67.61,73.12476190476166,79.89940000000007,82.2302999999998,84.43359999999997,26.694712240081767,299952.3809523809,78.49478157755281,72.70050000000002,66.90621842244721,105.3183,68.36,-3.483876790127141,-3.206249756169554,Bearish
275,2019-03-26,70.19006,68.02,72.4776190476188,79.66580000000008,82.04519999999978,84.31244999999997,28.67009056815693,265047.61904761905,77.91586109476984,72.22500000000002,66.53413890523021,105.3183,67.61,-3.449977011324989,-3.254995207200641,Bearish
276,2019-03-27,64.58798,70.42,72.13904761904739,79.47320000000008,81.8707999999998,84.20834999999995,39.027701989555844,258404.76190476192,77.70673936696642,72.03750000000002,66.36826063303363,104.9398,67.61,-3.192648386778288,-3.2425258431161703,Bullish
277,2019-03-28,65.07584,69.55,71.91904761904738,79.24440000000007,81.6986999999998,84.10474999999995,36.93403597485229,307095.2380952381,77.49113416031467,71.80850000000002,66.12586583968536,104.4218,67.61,-3.024055893053358,-3.198831853103608,Bullish
278,2019-03-29,69.909515,69.16,71.68238095238074,78.9594000000001,81.52859999999978,84.01504999999995,36.00166855278582,278357.14285714284,77.06221537040898,71.50250000000003,65.94278462959107,104.4218,67.61,-2.8886166926357646,-3.1367888210100388,Bullish
279,2019-04-01,70.06373599999999,67.01,71.2885714285712,78.6584000000001,81.35989999999978,83.92789999999995,31.309299049510894,222333.3333333333,76.56605692724932,71.05900000000003,65.55194307275073,104.4218,67.61,-2.9210946217372538,-3.0936499811554823,Bullish
280,2019-04-02,70.519646,64.74,70.75809523809501,78.2824000000001,81.1788999999998,83.82354999999995,27.268211100409637,205000.0,76.1721214964936,70.49700000000003,64.82187850350645,104.4218,67.01,-3.0943340861701927,-3.0937868021584243,Bearish
281,2019-04-03,68.93158000000001,65.49,70.2585714285712,77.94340000000008,80.99039999999978,83.71099999999997,30.46172605197096,209595.23809523808,75.50983357202112,69.98200000000003,64.45416642797892,104.4218,64.74,-3.134970884957596,-3.102023618718259,Bearish
