,Close
5158,96.011474609375
5159,96.49677276611328
5160,96.75325775146484
5161,97.17481231689453
5162,97.38887786865234
5163,97.60218048095703
5164,97.86673736572266
5165,98.11750030517578
5166,98.37355041503906
5167,98.6189193725586
5168,98.86576843261719
5169,99.11227416992188
5170,99.35718536376953
5171,99.60099792480469
