,Close
5158,1256.75
5159,1255.5830078125
5160,1251.3621826171875
5161,1257.72509765625
5162,1258.5498046875
5163,1257.470703125
5164,1257.584716796875
5165,1257.0606689453125
5166,1258.4122314453125
5167,1258.813232421875
5168,1258.8978271484375
5169,1259.1878662109375
5170,1259.348388671875
5171,1259.841064453125
