Date,Predicted Price,Original Price,21 SMA,RSI,Upper BBand,Middle BBand,Lower BBand,MACD,MACD Signal,Score,Signal,Open,High,Low,Close,Volume
2019-07-01,59.140724,59.0002,59.00020000000006,58.32116986973188,59.000205560829066,59.00020000000001,59.00019443917096,0.0634795301304222,0.0820146642490178,1,0.0,59.0002,59.0002,59.0002,59.0002,2000
2019-07-02,59.140724,59.0002,59.00020000000006,58.32116986973188,59.000205560829066,59.00020000000001,59.00019443917096,0.0592792766197973,0.0774675867231737,0,0.0,59.0002,59.0002,59.0002,59.0002,2000
2019-07-03,59.140724,59.0002,59.00020000000006,58.32116986973188,59.000205560829066,59.00020000000001,59.00019443917096,0.0553129323978538,0.0730366558581097,1,0.0,59.0002,59.0002,59.0002,59.0002,2000
2019-07-04,59.140724,59.0002,59.00020000000006,58.32116986973187,59.000205560829066,59.00020000000001,59.00019443917096,0.0515750509430859,0.06874433487510499,1,0.0,59.0002,59.0002,59.0002,59.0002,2000
2019-07-05,59.140724,59.0002,59.00020000000006,58.32116986973187,59.000205560829066,59.00020000000001,59.00019443917096,0.0480587614734702,0.06460722019477799,1,0.0,59.0002,59.0002,59.0002,59.0002,2000
2019-07-08,59.140724,59.0002,59.00020000000006,58.32116986973188,59.000205560829066,59.00020000000001,59.00019443917096,0.0447561556329105,0.0606370072824045,-1,0.0,59.0002,59.0002,59.0002,59.0002,2000
2019-07-09,59.140724,59.0002,59.00020000000006,58.32116986973188,59.000205560829066,59.00020000000001,59.00019443917096,0.041658602274829,0.0568413262808894,1,0.0,59.0002,59.0002,59.0002,59.0002,25000
2019-07-10,59.140724,59.0002,59.00020000000006,58.32116986973188,59.000205560829066,59.00020000000001,59.00019443917096,0.0387570023244805,0.0532244614896076,1,0.0,59.0002,59.0002,59.0002,59.0002,25000
2019-07-11,59.140724,59.0002,59.00020000000006,58.32116986973188,59.000205560829066,59.00020000000001,59.00019443917096,0.0360419937898868,0.0497879679496635,0,0.0,59.0002,59.0002,59.0002,59.0002,25000
2019-07-12,59.140724,59.0002,59.00020000000006,58.321169869731904,59.000205560829066,59.00020000000001,59.00019443917096,0.0335041153791308,0.0465311974355569,-1,0.0,59.0002,59.0002,59.0002,59.0002,25000
2019-07-15,59.140724,59.0002,59.00020000000006,58.321169869731904,59.000205560829066,59.00020000000001,59.00019443917096,0.0311339358222255,0.0434517451128907,-1,0.0,59.0002,59.0002,59.0002,59.0002,25000
2019-07-16,59.140724,59.0002,59.00020000000006,58.321169869731904,59.000205560829066,59.00020000000001,59.00019443917096,0.028922154849468,0.0405458270602061,1,0.0,59.0002,59.0002,59.0002,59.0002,25000
2019-07-17,59.140724,59.0002,59.00020000000006,58.321169869731904,59.000205560829066,59.00020000000001,59.00019443917096,0.0268596808126986,0.0378085978107046,-1,0.0,59.0002,59.0002,59.0002,59.0002,25000
2019-07-18,59.140724,59.0002,59.00020000000006,58.321169869731904,59.000205560829066,59.00020000000001,59.00019443917096,0.0249376891222112,0.0352344160730059,-1,0.0,59.0002,59.0002,59.0002,59.0002,16000
2019-07-19,59.140724,59.0002,59.00020000000006,58.321169869731904,59.000205560829066,59.00020000000001,59.00019443917096,0.023147664987249003,0.0328170658558546,1,0.0,59.0002,59.0002,59.0002,59.0002,3000
2019-07-22,59.140724,59.0002,59.00020000000006,58.321169869731904,59.000205560829066,59.00020000000001,59.00019443917096,0.021481433371683,0.0305499393590202,-1,0.0,59.0002,59.0002,59.0002,59.0002,3000
2019-07-23,59.140724,59.0002,59.00020000000006,58.321169869731904,59.000205560829066,59.00020000000001,59.00019443917096,0.0199311785917188,0.02842618720556,-1,0.0,59.0002,59.0002,59.0002,59.0002,500
2019-07-24,59.140724,59.0002,59.00020000000006,58.321169869731904,59.000205560829066,59.00020000000001,59.00019443917096,0.018489455575029,0.0264388408794538,-1,0.0,59.0002,59.0002,59.0002,59.0002,1500
2019-07-25,59.140724,59.0002,59.00020000000006,58.32116986973188,59.000205560829066,59.00020000000001,59.00019443917096,0.0171491944585326,0.0245809115952695,-1,0.0,59.0002,59.0002,59.0002,59.0002,1500
