Date,Predicted Price,Original Price,21 SMA,RSI,Upper BBand,Middle BBand,Lower BBand,MACD,MACD Signal,Score,Signal,Open,High,Low,Close,Volume
2020-08-07,13.859793,13.81,13.832557142857116,59.06620785651061,14.73092807612916,13.888064999999981,13.045201923870804,0.4063338734023621,0.5107829015467279,0,-1.0,13.92,14.0,13.55,13.81,33500.0
2020-08-10,13.916256,13.8,13.883871428571405,58.86061774141748,14.706104888193885,13.916239999999984,13.12637511180608,0.3820239522239568,0.4850311116821738,-1,0.0,13.85,14.15,13.78,13.8,361500.0
2020-08-11,13.935606,14.83,13.959752380952356,70.3197665828894,14.840489272669876,13.983984999999981,13.127480727330086,0.4407894105346184,0.4761827714526627,1,1.0,14.48,14.83,14.01,14.83,481000.0
2020-08-12,14.226793,15.44,14.053319047619025,74.79712598017572,15.125019039232033,14.071214999999981,13.01741096076793,0.5304684515411521,0.4870399074703605,-1,1.0,15.3,15.6,15.1,15.44,298000.0
2020-08-13,14.621263,16.49,14.186395238095212,80.30471040272997,15.686555099093985,14.207269999999983,12.727984900905984,0.6784452676967998,0.5253209795156484,0,1.0,14.51,16.59,14.51,16.49,522500.0
2020-08-14,15.24715,16.49,14.315971428571405,80.30471040272997,16.095252459956882,14.312114999999983,12.528977540043082,0.7866499496683552,0.5775867735461897,1,0.0,14.51,16.59,14.51,16.49,522500.0
2020-08-17,15.759389,17.72,14.474395238095212,84.81345195743262,16.805720516517198,14.486264999999984,12.166809483482758,0.960580683980334,0.6541855556330185,1,1.0,17.4,17.72,16.5,17.72,323000.0
2020-08-18,16.47774,18.49,14.676919047619018,86.84389413985441,17.584767360843138,14.68101499999998,11.777262639156818,1.1473289153190027,0.7528142275702153,1,0.0,18.7,19.04,18.25,18.49,741500.0
2020-08-19,17.154734,18.01,14.839538095238067,79.6910871534098,18.10572819050017,14.87654999999998,11.647371809499795,1.242276060495234,0.8507065941552191,0,-1.0,18.3,18.8,17.98,18.01,591500.0
2020-08-20,17.55422,18.0,15.025285714285689,79.54409687310171,18.54389613836277,15.042209999999981,11.540523861637187,1.301710136510854,0.940907302626346,1,0.0,18.0,18.25,17.71,18.0,195000.0
2020-08-21,17.777317,18.13,15.189247619047586,80.05903271667066,18.96270100017738,15.224924999999981,11.487148999822583,1.3438113626027428,1.0214881146216257,0,0.0,18.0,18.15,17.61,18.13,262000.0
2020-08-24,17.928312,17.44,15.330404761904733,69.98851768262361,19.211449083430548,15.391499999999981,11.571550916569414,1.306439829055332,1.0784784575083668,-1,-1.0,17.55,17.56,17.27,17.44,40000.0
2020-08-25,17.776546,18.74,15.550952380952351,76.09072206002254,19.65559724174689,15.62949999999998,11.603402758253068,1.3659756380531665,1.1359778936173268,-1,1.0,18.4,18.74,18.0,18.74,393500.0
2020-08-26,17.951294,19.04,15.791904761904735,77.24077884459388,20.06091118246725,15.911999999999981,11.763088817532706,1.4209854526463062,1.1929794054231226,1,0.0,18.21,19.1,18.21,19.04,50500.0
2020-08-27,18.1957,20.25,16.1185714285714,81.17408473367942,20.645452401016986,16.25199999999998,11.858547598982986,1.5444149603458186,1.2632665164076615,1,1.0,19.65,20.46,19.08,20.25,758500.0
2020-08-28,18.76163,20.0,16.430476190476163,78.16821708340504,21.064213926216677,16.57949999999998,12.094786073783288,1.6035758001634337,1.331328373158816,1,-1.0,20.78,20.78,19.99,20.0,4500.0
2020-08-31,19.128742000000006,19.7,16.72809523809521,74.59838483971994,21.336869896916824,16.88949999999998,12.442130103083134,1.6077208934659666,1.3866068772202462,-1,-1.0,20.0,20.1,19.65,19.7,25500.0
2020-09-01,19.428495,20.0,17.037619047619017,75.78911394327865,21.573900916305565,17.21399999999998,12.854099083694393,1.6165784919968296,1.4326012001755628,0,0.0,19.99,20.0,19.6,20.0,2581000.0
2020-09-02,19.588203,21.02,17.395238095238067,79.33587727241536,21.963533846635947,17.56499999999998,13.16646615336401,1.6864631803956909,1.4833735962195884,-1,1.0,20.26,21.2,20.2,21.02,2470000.0
2020-09-03,19.947632,20.48,17.703809523809493,73.22038001537075,22.12804487458526,17.893999999999984,13.659955125414708,1.6789202646922838,1.5224829299141276,0,-1.0,20.71,21.85,20.2,20.48,348500.0
2020-09-04,20.01468,19.09,17.95095238095235,60.32913238971295,21.97881457283686,18.15799999999998,14.337185427163096,1.5429943875492462,1.5265852214411513,-1,-1.0,20.49,20.49,18.95,19.09,116500.0
2020-09-07,19.747107,18.42,18.170476190476162,55.27724087950672,21.64483721951857,18.38899999999998,15.133162780481387,1.3654684793881875,1.4943618730305586,1,-1.0,19.0,19.16,17.7,18.42,167500.0
2020-09-08,19.300554,17.41,18.34238095238093,48.6619667184771,21.380220117321922,18.517999999999983,15.655779882678043,1.1302505344826486,1.4215396053209766,0,-1.0,18.72,19.26,17.1,17.41,292000.0
2020-09-09,18.600424,17.5,18.469523809523785,49.244857730494736,21.163108573606184,18.620999999999984,16.078891426393785,0.9402621100183914,1.3252841062604594,0,0.0,17.51,17.94,16.26,17.5,58000.0
2020-09-10,18.03392,17.99,18.59095238095236,52.412795067087096,21.06480054035839,18.695999999999984,16.327199459641573,0.8197838616772408,1.2241840573438156,-1,1.0,17.75,18.5,17.49,17.99,326500.0
2020-09-11,17.771095000000006,18.05,18.66523809523807,52.80127328205641,20.941269249540067,18.773999999999983,16.606730750459906,0.7208361302227537,1.1235144719196033,0,0.0,18.47,18.48,17.7,18.05,93000.0
2020-09-14,17.724255,17.85,18.729999999999976,51.29799194361395,20.93583268893743,18.780499999999982,16.62516731106253,0.6191439060892066,1.022640358753524,0,-1.0,17.8,18.5,17.55,17.85,5000.0
2020-09-15,17.699638,18.45,18.76476190476188,55.400347371859205,20.934981161522696,18.778499999999983,16.62201883847727,0.5802779879664648,0.934167884596112,-1,1.0,18.0,18.5,18.0,18.45,57500.0
2020-09-16,17.902893,18.4,18.76047619047616,54.984693659346284,20.93328077779076,18.79799999999998,16.662719222209212,0.5392260237624171,0.8551795124293731,1,0.0,18.5,18.5,18.0,18.4,22000.0
2020-09-17,18.037086,19.78,18.844761904761878,63.192842468766614,21.030185479608,18.886999999999983,16.743814520391968,0.6110032481180809,0.8063442595671146,0,1.0,18.7,19.78,18.7,19.78,147500.0
2020-09-18,18.492098,20.33,18.955714285714254,65.86437893529124,21.198518566808488,18.996999999999982,16.795481433191473,0.7041506091019407,0.7859055294740799,-1,1.0,19.9,20.6,19.88,20.33,146500.0
2020-09-21,18.980713,19.06,18.999999999999968,55.79407411333167,21.16039861698057,19.07799999999998,16.99560138301939,0.6677942610510961,0.7622832757894831,1,-1.0,20.0,20.0,19.0,19.06,33000.0
2020-09-22,19.101791,18.8,19.06476190476188,53.974641025016496,21.161614332355352,19.08099999999998,17.000385667644615,0.6109590110277701,0.7320184228371405,0,-1.0,19.0,19.0,18.52,18.8,8000.0
2020-09-23,19.065079,18.72,19.0638095238095,53.3976468159149,21.151542594821123,19.06499999999998,16.978457405178837,0.5530857067527712,0.6962318796202667,-1,0.0,18.75,19.2,18.6,18.72,47000.0
2020-09-24,18.919872,18.18,19.02285714285712,49.54737986623489,21.007620964166765,18.96149999999998,16.915379035833194,0.4583634802495346,0.6486581997461203,0,-1.0,18.41,18.78,18.16,18.18,23500.0
2020-09-25,18.595186,18.16,18.923333333333307,49.405290003404396,20.885818179257086,18.86949999999998,16.853181820742883,0.3773319525874612,0.5943929503143884,0,0.0,18.35,19.0,18.0,18.16,37000.0
2020-09-28,18.293098,17.14,18.787142857142832,42.68253257060864,20.85344010331797,18.74149999999998,16.629559896681982,0.2281781123668906,0.5211499827248889,1,-1.0,18.25,18.25,17.01,17.14,31500.0
2020-09-29,17.854992000000006,17.48,18.681428571428548,45.351924186682936,20.712712197180377,18.615499999999983,16.518287802819586,0.1358418772953094,0.444088361638973,0,1.0,17.14,17.49,17.0,17.48,23500.0
2020-09-30,17.634722,18.0,18.586190476190453,49.24516967904538,20.26075694153209,18.464499999999983,16.668243058467876,0.1034320990791677,0.3759571091270119,1,1.0,17.28,18.22,17.28,18.0,145000.0
2020-10-01,17.593357,17.9,18.437619047619023,48.529156530773534,19.888322913278326,18.335499999999982,16.782677086721634,0.06888390134197299,0.3145424675700041,-1,0.0,18.0,18.0,17.86,17.9,115000.0
2020-10-02,17.620325,16.75,18.259999999999973,41.123985690828704,19.87542818190828,18.218499999999985,16.561571818091693,-0.050706668410437986,0.2414926403739157,0,-1.0,17.4,18.0,16.56,16.75,10500.0
2020-10-05,17.333601,16.25,18.12476190476188,38.381695900370815,19.971504767655002,18.10999999999998,16.24849523234496,-0.1837111698585047,0.1564518783274316,-1,-1.0,16.6,16.6,16.21,16.25,18000.0
2020-10-06,17.004715,16.5,18.03333333333331,40.51750300323672,20.033595985472093,18.06449999999998,16.09540401452787,-0.2658803813080332,0.0719854264003386,0,1.0,15.81,16.5,15.75,16.5,846000.0
2020-10-07,16.754948000000002,16.5,17.989999999999977,40.51750300323672,20.086489140898745,18.01449999999998,15.94251085910122,-0.3272279927706769,-0.0078572574338644,0,0.0,15.87,16.78,15.87,16.5,236000.0
2020-10-08,16.56308,16.61,17.947619047619018,41.5513325562674,20.106170960605134,17.94549999999998,15.784829039394829,-0.3627883380161023,-0.078843473550312,1,0.0,16.5,17.6,16.17,16.61,48000.0
2020-10-09,16.474277,16.71,17.886666666666642,42.52924207677111,20.104179896122133,17.87849999999998,15.652820103877833,-0.3785374593563553,-0.1387822707115207,0,0.0,17.25,17.49,16.7,16.71,11500.0
2020-10-12,16.514126,16.7,17.822380952380925,42.45275033064739,20.10530208160016,17.820999999999977,15.536697918399794,-0.3873604181345413,-0.1884979001961248,1,0.0,16.7,16.7,16.7,16.7,5000.0
2020-10-13,16.580143,16.84,17.774285714285682,43.972053201443174,20.043858200541816,17.740499999999976,15.437141799458134,-0.3786905377683389,-0.2265364277105676,-1,0.0,16.4,16.85,16.4,16.84,53500.0
2020-10-14,16.651132999999998,16.97,17.703809523809493,45.41319741513297,19.974809185514548,17.668999999999976,15.36319081448541,-0.3572119644014471,-0.2526715350487435,1,0.0,16.8,17.0,16.8,16.97,2359500.0
2020-10-15,16.740177,16.99,17.636666666666642,45.64483810788374,19.636597292486208,17.529499999999974,15.422402707513747,-0.3347177890923269,-0.2690807858574602,0,0.0,17.0,17.5,16.95,16.99,83000.0
2020-10-16,16.812405,17.5,17.52809523809521,51.31794498454283,19.058743547048003,17.38799999999998,15.717256452951958,-0.2725959390456687,-0.2697838164951019,-1,1.0,16.9,17.5,16.75,17.5,55000.0
2020-10-19,16.99943,17.4,17.388571428571407,50.211330355104025,18.789836691357863,17.304999999999982,15.820163308642096,-0.2287956754587341,-0.2615861882878283,-1,0.0,16.62,17.6,16.62,17.4,23500.0
2020-10-20,17.123081,17.48,17.313333333333308,51.11943939502636,18.560527903603557,17.23899999999998,15.917472096396404,-0.1854901051218647,-0.2463669716546356,1,0.0,17.5,17.6,17.25,17.48,42000.0
2020-10-21,17.242775,17.5,17.251428571428544,51.35829802196784,18.32102405924048,17.17799999999998,16.034975940759477,-0.1478519505260607,-0.2266639674289206,0,0.0,17.4,17.5,17.3,17.5,8500.0
2020-10-22,17.314653,17.5,17.19333333333331,51.35829802196784,18.203158156274377,17.14399999999998,16.084841843725584,-0.116678445352413,-0.2046668630136191,0,0.0,17.5,17.75,17.5,17.5,29500.0
2020-10-23,17.370704999999994,17.5,17.160952380952356,51.35829802196784,18.07865489716253,17.11099999999998,16.143345102837433,-0.0909250900698985,-0.181918508424875,0,0.0,17.5,17.5,17.5,17.5,8000.0
2020-10-26,17.37584,18.6,17.181904761904736,63.58273401883822,18.349459566009386,17.18399999999998,16.018540433990573,0.0180375112491084,-0.1419273044900783,1,1.0,16.51,18.81,16.51,18.6,387500.0
2020-10-27,17.679897,19.99,17.317619047619026,72.863450282923,18.99843427936161,17.309499999999982,15.620565720638346,0.2140847058865169,-0.0707249024147592,0,1.0,19.5,19.99,19.38,19.99,642000.0
2020-10-28,18.280594,19.69,17.42285714285712,68.78886476430127,19.359180907703518,17.39399999999998,15.428819092296441,0.3413115996236726,0.0116823979929271,0,-1.0,20.29,20.4,19.5,19.69,48500.0
2020-10-29,18.731194,19.0,17.470476190476166,60.41999330996151,19.526131676134824,17.44899999999998,15.371868323865135,0.3820584639519424,0.0857576111847301,0,-1.0,19.4,19.4,18.76,19.0,6000.0
2020-11-02,18.933529,20.38,17.588571428571406,68.63801040471994,20.039470527009925,17.63049999999998,15.221529472990026,0.5197141728820469,0.1725489235241935,-1,1.0,18.05,20.42,17.71,20.38,242500.0
2020-11-03,19.387897,20.5,17.767142857142833,69.23617182265265,20.46753119623345,17.842999999999982,15.218468803766513,0.6312140682217908,0.26428195246371305,0,0.0,20.5,21.25,20.01,20.5,112000.0
2020-11-04,19.673906,20.19,17.95476190476188,65.74750726128129,20.76482625019422,18.027499999999982,15.290173749805744,0.6866488686364427,0.3487553356982589,0,-1.0,20.01,20.75,19.2,20.19,120000.0
2020-11-05,19.781937,21.7,18.202380952380928,72.90831639894337,21.362130872154037,18.28749999999998,15.212869127845918,0.8427114744469364,0.4475465634479944,-1,1.0,20.2,21.7,20.0,21.7,255500.0
2020-11-06,20.256296,21.33,18.432380952380928,69.09647129667876,21.76682098319039,18.523499999999977,15.280179016809573,0.9258635277235676,0.5432099563031091,-1,-1.0,21.15,22.2,21.15,21.33,41500.0
2020-11-09,20.567108,20.5,18.617619047619023,61.34794286579764,21.953222831843934,18.71299999999998,15.472777168156025,0.91424917028818,0.6174177991001233,-1,-1.0,21.21,21.21,20.5,20.5,14500.0
2020-11-10,20.5625,21.9,18.86476190476188,67.88904850729304,22.356726348273888,18.972999999999978,15.589273651726069,1.0064117202144374,0.6952165833229861,0,1.0,20.03,21.9,19.61,21.9,49500.0
2020-11-11,20.856983,20.95,19.067142857142827,60.41733259686015,22.51802855954291,19.178499999999982,15.838971440457046,0.9913662910089194,0.7544465248601727,-1,-1.0,20.82,22.45,20.8,20.95,43000.0
2020-11-12,20.831665,20.33,19.23333333333331,56.07945604223927,22.56041521356789,19.346499999999978,16.132584786432062,0.9188222505657464,0.7873216700012875,0,-1.0,20.16,20.5,20.0,20.33,55000.0
2020-11-13,20.615482,19.0,19.329999999999977,48.101070514561464,22.480520067512842,19.446999999999974,16.413479932487117,0.7454179767078131,0.7789409313425926,-1,-1.0,19.0,19.01,19.0,19.0,7500.0
2020-11-16,19.999714,17.94,19.37523809523807,42.86663851621367,22.45167597972077,19.468999999999976,16.486324020279184,0.5165067310731608,0.7264540912887062,0,-1.0,19.25,19.25,17.7,17.94,14000.0
2020-11-17,19.285877,17.81,19.389999999999976,42.25926075521717,22.42019599242282,19.489499999999982,16.558804007577134,0.3209038265893369,0.6453440383488324,1,0.0,17.96,18.25,17.52,17.81,48000.0
2020-11-18,18.55632,18.9,19.461428571428552,48.80869100703802,22.358838614250136,19.560499999999976,16.762161385749813,0.2509482310354656,0.566464876886159,0,1.0,17.7,18.9,17.69,18.9,34000.0
2020-11-19,18.393364,17.78,19.475714285714254,43.36563169444852,22.33399614966269,19.574499999999983,16.81500385033727,0.1039351777549626,0.4739589370599197,-1,-1.0,18.3,18.4,17.51,17.78,30500.0
2020-11-20,18.040545,17.32,19.46714285714283,41.3271542971198,22.35303278007685,19.565499999999982,16.777967219923106,-0.0491255925104461,0.3693420311458465,0,-1.0,17.1,17.65,17.0,17.32,125000.0
2020-11-23,17.771156,16.98,19.44238095238093,39.83659849122967,22.412014403793826,19.539499999999983,16.666985596206136,-0.195607670723966,0.256352090771884,-1,0.0,16.75,17.2,16.75,16.98,61500.0
2020-11-24,17.46209,16.76,19.407142857142826,38.85993872449885,22.543638724282783,19.447499999999977,16.351361275717167,-0.3256935420226057,0.139942964212986,-1,0.0,16.8,17.0,16.76,16.76,15500.0
2020-11-25,17.19059,17.5,19.35476190476188,43.84682103434513,22.52046211861901,19.322999999999976,16.125537881380943,-0.3648697256096014,0.0389804262484685,0,1.0,17.7,17.75,17.49,17.5,28000.0
2020-11-26,17.110285,17.99,19.25952380952378,46.933374234978544,22.481964241480338,19.237999999999982,15.994035758519619,-0.3523169380995874,-0.0392790466211426,-1,1.0,17.87,18.01,16.8,17.99,59500.0
2020-11-27,17.279922,17.78,19.168571428571397,45.772169456268166,22.481881843576822,19.176999999999968,15.872118156423118,-0.3552192619809204,-0.1024670896930982,-1,0.0,17.95,17.99,17.75,17.78,7000.0
2020-11-30,17.424604000000002,18.06,19.123809523809488,47.632591755040856,22.35167105618345,19.060999999999968,15.770328943816498,-0.3311088973639471,-0.148195451227268,-1,0.0,17.7,18.2,17.7,18.06,32500.0
2020-12-01,17.63478,18.1,19.015238095238065,47.907539914625595,22.187763927359534,18.940999999999978,15.694236072640415,-0.3052548065972154,-0.1796073223012574,-1,0.0,18.0,18.1,18.0,18.1,18000.0
2020-12-02,17.799816,18.1,18.900952380952354,47.907539914625595,22.050104051528873,18.83649999999998,15.622895948471092,-0.2815200653230256,-0.1999898709056111,-1,0.0,18.0,18.1,18.0,18.1,101500.0
2020-12-04,17.886406,18.11,18.801904761904737,47.986719524489224,21.600468022588807,18.656999999999982,15.71353197741116,-0.2589185436372858,-0.211775605451946,-1,0.0,18.1,18.23,18.1,18.11,39000.0
