Date,Predicted Price,Original Price,21 SMA,RSI,Upper BBand,Middle BBand,Lower BBand,MACD,MACD Signal,Score,Signal,Open,High,Low,Close,Volume
08/19/19,6040.5215,5752.5478,5771.904952,43.09024473,6253.092073,5749.79865,5246.505227,-72.43874212,-132.9939557,0,0,5752.5478,5752.5478,5752.5478,5752.5478,20
08/20/19,5962.327,5896.596,5756.789,47.64763638,6252.279088,5749.42879,5246.578492,-67.34387791,-119.8639401,-1,0,6040.1728,6040.1728,5675.3534,5896.596,140
08/21/19,5868.0757,5896.596,5756.436752,47.64763638,6266.363154,5762.89573,5259.428306,-62.58472359,-108.4080968,-1,0,6040.1728,6040.1728,5675.3534,5896.596,140
08/22/19,5913.493,5952.0125,5771.90129,49.45364614,6272.151719,5765.426555,5258.701391,-53.72213575,-97.4709046,1,0,5602.3626,5962.9688,5602.353,5952.0125,1300
08/23/19,5916.691,5952.0125,5774.3116,49.45364614,6290.131662,5782.710415,5275.289168,-46.16629472,-87.20998263,-1,0,5602.3626,5962.9688,5602.353,5952.0125,1300
08/26/19,5869.1143,6036.075,5794.775395,52.34577591,6316.297631,5804.1974,5292.097169,-33.01452418,-76.37089094,1,1,5723.4496,6036.075,5723.4496,6036.075,60
08/27/19,5935.4995,5946.6161,5810.979243,49.12447148,6303.624753,5834.35373,5365.082707,-29.47051906,-66.99081656,0,0,5675.3534,5962.0069,5635.2796,5946.6161,120
08/28/19,5937.283,5649.3815,5825.545529,40.25947234,6292.215256,5842.674375,5393.133494,-50.06905273,-63.6064638,1,0,5685.9442,5685.9442,5649.3815,5649.3815,140
08/29/19,5869.379,5579.161,5830.126119,38.49220273,6249.762472,5857.10324,5464.444008,-71.23855286,-65.13288161,1,0,5579.161,5579.161,5579.161,5579.161,20
08/30/19,5717.8066,5858.119,5857.15161,48.21701826,6229.101124,5875.86076,5522.620396,-64.75944837,-65.05819496,0,0,5858.119,5858.119,5858.119,5858.119,40
09/02/19,5738.4824,5858.119,5875.015914,48.21701826,6226.20132,5885.047135,5543.89295,-58.9452275,-63.83560147,1,1,5858.119,5858.119,5858.119,5858.119,12
09/03/19,5794.197,5862.9287,5883.993876,48.38021666,6221.969645,5894.473995,5566.978345,-53.33450599,-61.73538237,1,0,5579.1706,5862.9287,5579.161,5862.9287,80
09/04/19,5758.965,5862.9287,5892.971838,48.38021666,6188.804569,5912.153685,5635.502801,-48.33084092,-59.05447408,-1,0,5579.1706,5862.9287,5579.161,5862.9287,1
09/05/19,5773.062,5569.7822,5895.850281,39.56594403,6211.663046,5901.44025,5591.217454,-67.24471767,-60.6925228,1,0,5579.161,5579.161,5569.7822,5569.7822,4
09/06/19,5768.7744,5674.3915,5890.628405,43.52034728,6198.420127,5882.15367,5565.887213,-72.95205909,-63.14443006,-1,0,5674.3915,5674.3915,5674.3915,5674.3915,20
