02Dec2020,HGFA,806,HBL Growth Fund,7.41,8.48,7.41,8.25,22500,8.39
02Dec2020,BRR,819,B.R.R.Guardian,10.73,10.73,10.01,10.2,15000,10.58
02Dec2020,FECM,819,Elite Cap.Mod,3,3,2.91,2.93,1500,2.93
02Dec2020,FEM,819,Equity Modaraba,3,3.1,3,3.1,21500,3.24
02Dec2020,ORIXM,819,Orix ModarabaXD,17.4,17.4,17.4,17.4,500,17.69
02Dec2020,FHAM,819,Habib Modaraba,10,10,9.99,9.99,10000,9.87
02Dec2020,HMM,819,Habib Metro Mod,8,8.02,7.51,7.51,3000,8.34
02Dec2020,FTMM,819,F.Treet Manuf,14.49,14.49,14.49,14.49,500,14.49
02Dec2020,FIMM,819,Imrooz Modaraba,168,168,145.5,149.99,1500,157.25
02Dec2020,KASBM,819,KASB Mod,1.19,1.19,1.14,1.17,12500,1.09
02Dec2020,MODAM,819,Mod.Al-Mali,4.69,4.69,4.15,4.25,5500,4.3
02Dec2020,ORM,819,Orient RentalXD,7.01,7.01,7.01,7.01,3500,7.01
02Dec2020,FNBM,819,Nat.Bank Mod.,0.64,0.69,0.61,0.64,58500,0.64
02Dec2020,PAKMI,819,Pak Mod.,1.74,1.75,1.66,1.66,9500,1.74
02Dec2020,PMI,819,Prud Mod.1st,1.15,1.16,1.15,1.15,10000,1.22
02Dec2020,FPJM,819,Punjab Mod,2.52,2.52,2.21,2.21,6000,2.5
02Dec2020,TRSM,819,Trust Modaraba,2.5,2.98,2.5,2.58,4000,3.1
02Dec2020,FUDLM,819,U.D.L.Modaraba,7.41,7.45,7.4,7.45,3500,7.4
02Dec2020,UCAPM,819,Unicap Modaraba,0.88,0.88,0.88,0.88,11000,0.88
02Dec2020,GRYL,815,Grays Leasing,5.49,5.6,5.31,5.31,5000,5.98
02Dec2020,OLPL,815,Orix Leasing,25.51,25.7,25.5,25.7,888500,25.5
02Dec2020,PGLC,815,Pak Gulf Leasin,15.36,15.4,13.26,13.26,5000,14.33
02Dec2020,SLL,815,SME Leasing Ltd,3.2,3.73,3.1,3.67,51500,3.5
02Dec2020,SPLC,815,Saudi Pak Leasi,1.5,1.5,1.28,1.3,599500,1.56
02Dec2020,MCBAH,813,MCB-ARIF Habib,32.85,32.85,31.95,31.95,1500,31.29
02Dec2020,AHL,813,Arif Habib Ltd.,53,54.8,52.25,53.35,592000,52.97
02Dec2020,AHCL,809,Arif Habib Corp,38,38.9,38,38,8500,38
02Dec2020,ICIBL,813,Invest Bank,0.97,0.99,0.93,0.98,38500,0.97
02Dec2020,FDIBL,813,Ist.Dawood Bank,2,2.05,1.95,2,44500,2.03
02Dec2020,JSCL,813,Jah.Sidd. Co.,27.3,27.85,26.35,26.61,5931500,27.16
02Dec2020,BIPLS,813,BIPL Securities,10.59,11.05,10.5,11.05,5500,10.25
02Dec2020,NEXT,813,Next Capital,9.29,9.34,8.92,8.92,8500,9.09
02Dec2020,AMBL,813,Apna Microfin.,20.81,21.9,20.81,21.87,8500,22.49
02Dec2020,ESBL,813,Escorts Bank,9.99,10.4,9.81,10.23,95500,9.78
02Dec2020,PSX,813,Pak Stock Exchange,14.25,14.7,14.15,14.24,1016000,14.14
02Dec2020,FCSC,813,Ist.Capital Sec,1.3,1.3,1.2,1.23,330000,1.23
02Dec2020,FCIBL,813,F.Credit & Inv,6.78,6.8,6.1,6.8,4500,6.68
02Dec2020,EFGH,813,EFG Hermes Pak,22.9,23.6,22.49,22.49,3500,22
02Dec2020,FNEL,813,F. Nat.Equities,14.2,14.29,14,14.1,591500,14.12
02Dec2020,JSIL,813,JS Investments,19.95,21,19.95,21,16500,19.8
02Dec2020,JSGCL,813,JS Global Cap.,60,60,60,60,2500,60
02Dec2020,786,813,786 Invest Ltd,10.97,11.18,10.9,10.96,60000,11.15
02Dec2020,PASL,813,Pervez Ahmed Co,0.85,0.86,0.81,0.86,46000,0.83
02Dec2020,ABL,807,Allied Bank Ltd,84.5,84.5,82.8,83,32000,83
02Dec2020,SMBL,807,Summit Bank,2.07,2.07,2,2.05,786000,2.06
02Dec2020,AKBL,807,Askari Bank,19.41,19.74,19.35,19.38,1217000,19.44
02Dec2020,BAFL,807,Bank Al-FalahXD,34.8,35.28,34.6,35,1017511,34.65
02Dec2020,BIPL,807,Bankislami Pak.,10.54,11.08,10.54,10.59,4832000,10.54
02Dec2020,BOK,807,Bank Of Khyber,13.71,14,13.71,13.95,4000,13.81
02Dec2020,BAHL,807,Bank AL-Habib,67.6,70.5,67.6,70.02,1018818,67.47
02Dec2020,BOP,807,B.O.Punjab,9.12,9.17,9.04,9.06,1717500,9.08
02Dec2020,FABL,807,Faysal Bank,17.31,17.4,17.18,17.26,37000,17.31
02Dec2020,HBL,807,Habib Bank,131.39,131.47,129.9,130.39,3635603,130.61
02Dec2020,MEBL,807,Meezan Bank,98,99.8,97.15,97.8,529279,97.37
02Dec2020,NBP,807,National Bank,40.5,40.7,39.75,40.31,2367500,40.56
02Dec2020,HMB,807,Habib Metropol.,38.74,38.74,35.3,37.68,750000,37.75
02Dec2020,MCB,807,MCB Bank Ltd,179,181,178.56,180.49,369814,178.96
02Dec2020,JSBL,807,JS Bank Ltd,6.21,6.39,6.21,6.27,140500,6.27
02Dec2020,SBL,807,Samba Bank,7.99,7.99,7.99,7.99,1500,7.82
02Dec2020,SILK,807,Silk Bank Ltd,0.93,0.95,0.92,0.94,848000,0.94
02Dec2020,SNBL,807,Soneri Bank Ltd,9.8,10,9.7,9.9,181000,9.75
02Dec2020,SCBPL,807,St.Chart.Bank,34.05,34.89,33,34.19,96500,34.57
02Dec2020,UBL,807,United Bank,122.49,123,121.5,121.87,800709,121.73
02Dec2020,AICL,812,Adamjee Ins.,38,38,37.2,37.4,180000,37.5
02Dec2020,IGIL,812,IGI Life Ins,65.48,65.48,65.42,65.42,1000,65.75
02Dec2020,AGIC,812,Ask.Gen.Insur.,24.5,24.5,24.5,24.5,4000,24.1
