20Nov2020,NCML,830,Nazir Cotton Mills,0,3.9,3.9,3.8,500,3.8
20Nov2020,PRET,830,Premium Tex.,215,215,215,215,1000,204.02
20Nov2020,RAVT,830,Ravi Textile,5.79,5.79,5.3,5.36,16000,5.53
20Nov2020,RUBY,830,Ruby Textile,6.77,7,6.77,6.99,38000,7.25
20Nov2020,SAIF,830,Saif Textile,14.15,14.49,14.15,14.49,4500,14.07
20Nov2020,SALT,830,Salfi Textile,244.5,255,244.5,253,1300,247.42
20Nov2020,SNAI,830,Sana IndXD,45,45,44.6,44.68,3000,44.5
20Nov2020,SSML,830,Saritow Spinning,6.22,6.47,6.22,6.26,36500,6.4
20Nov2020,SERT,830,Service Textile,18.89,18.89,16.27,16.27,47000,17.58
20Nov2020,SHDT,830,Shadab Textile,33.91,34.8,33.9,34.8,3500,34.1
20Nov2020,SHCM,830,Shadman Cotton,10,10.15,10,10.15,2500,9.15
20Nov2020,UNITY,834,Unity Foods Ltd,23.3,24.29,23.3,23.72,39722500,23.33
20Nov2020,TATM,830,Tata Textile,52,55.46,52,52.55,20500,53
20Nov2020,FML,829,Feroze 1888,98.51,98.51,97.11,97.9,3000,101.9
20Nov2020,SMTM,831,Samin Textile,3.16,3.16,3.16,3.16,500,3.47
20Nov2020,SERF,831,Service Fabrics,22,22.19,19.3,19.3,1416000,20.86
20Nov2020,YOUW,831,Yousuf Weaving,3.67,3.75,3.6,3.62,40500,3.69
20Nov2020,ZTL,831,Zephyr Textile,10.35,10.8,10.35,10.8,88000,9.8
20Nov2020,ADMM,829,Artistic Denim,77,77,77,77,500,78.8
20Nov2020,CRTM,829,Crescent Tex.,21.35,21.75,21,21,50500,20.93
20Nov2020,NCL,829,Nishat (Chun.)XD,37.94,38.99,37.55,38.34,1179000,37.82
20Nov2020,DLL,829,Dawood Law,0,185.6522,185.6522,185.6522,0,186.7244
20Nov2020,GFIL,829,Ghazi Fabrics,4.4,4.4,4.29,4.3,8000,4.25
20Nov2020,GATM,829,Gul Ahmed,33.69,34.6,33.5,33.88,2095000,33.49
20Nov2020,HAEL,829,Hala Enterprise,9.62,9.62,7.62,7.66,200500,8.62
20Nov2020,ILP,829,Interloop Ltd.,59,63.45,59,61.6,2577500,59.22
20Nov2020,KML,829,Kohinoor Mills,35.5,36.1,35.5,36,10000,37.59
20Nov2020,BTL,829,Blessed Tex.,268,268,268,268,100,268
20Nov2020,KTML,829,Kohinoor Textile,56.3,56.5,55,55,38500,56.41
20Nov2020,ANL,829,Azgard Nine,19.3,19.75,19.16,19.37,260000,19.24
20Nov2020,MTIL,829,Mian Textile,8.3,8.3,8,8,13500,8.2
20Nov2020,NML,829,Nishat Mills Ltd,88.7,91.5,88,88.82,1776000,87.67
20Nov2020,REDCO,829,Redco Textile,6.05,6.1,5.8,6.1,10000,6.02
20Nov2020,STML,829,Shams Textile,31,31,31,31,500,31.39
20Nov2020,SURC,829,Suraj Cotton,197,198.99,197,198.99,1600,197
20Nov2020,ZAHID,829,ZahidJee Tex.,20.5,20.5,20.5,20.5,500,20.5
20Nov2020,MSOT,829,Masood Textile,60.99,60.99,58,58,1500,57.99
20Nov2020,QUET,829,Quetta Textile,9,10.49,9,9,9000,9.95
20Nov2020,BNWM,835,Bannu Woollen,41.24,41.24,39,40,17000,41
20Nov2020,AGL,805,Agritech Limited,4.79,4.8,4.61,4.62,147000,4.72
20Nov2020,PSYL,827,Pak Synthetics,17.95,17.99,17.95,17.99,1000,17.49
20Nov2020,TRPOL,827,Tri-Star Poly,7.9,7.96,7.87,7.89,12000,7.95
20Nov2020,THALL,802,Thal Limited,439.9,442,435,438.3,35100,437.79
20Nov2020,AABS,826,AL-Abbas Sugar,330,330,330,330,1800,332
20Nov2020,AGSML,826,Abdullah Shah,2.83,2.83,2.73,2.75,29000,2.85
20Nov2020,IML,826,Imperial Limited,13.6,14.82,13.6,14.65,63500,13.8
20Nov2020,DWSM,826,Dewan Sugar,2.7,2.95,2.7,2.86,18000,2.71
20Nov2020,FCEPL,810,Frieslandcampina,67.02,68.3,67.02,67.66,13000,68.23
20Nov2020,HABSM,826,Habib Sugar,34.7,34.7,34.6,34.63,1500,34.7
20Nov2020,HRPL,826,Habib Rice Prod,32.5,32.5,32,32.11,8000,32
20Nov2020,HSM,826,Husein Sugar,18.9,18.9,17.99,18.01,24500,18.4
20Nov2020,JDWS,826,J.D.W.Sugar,220,220,220,220,1000,220
20Nov2020,JSML,826,Jauharabad Sug,27.35,27.35,26.8,26.8,7000,27.38
20Nov2020,MRNS,826,Mehran Sugar,0,67.9,67.9,68.5,500,68.5
20Nov2020,SKRS,826,Sakrand Sugar,9.35,9.5,9.31,9.35,11000,9.45
20Nov2020,SHSML,826,Shahmurad Sugar,100,100,98,98.1,9500,99.5
20Nov2020,TICL,826,Thal Ind.Corp.,284.9,285,284.9,285,200,279
20Nov2020,ACPL,804,Attock Cement,145.69,147.1,142.5,144.19,46900,145.85
20Nov2020,BWCL,804,Bestway CementXD,155,155,153,154.83,4800,154.01
20Nov2020,CHCC,804,Cherat Cement,130.5,130.7,128.71,129.11,254000,131.34
20Nov2020,DNCC,804,Dandot Cement,11.15,11.15,9.22,9.22,3500,10.17
20Nov2020,DGKC,804,D.G.K.Cement,105.01,105.48,103.41,103.67,1167527,105.03
20Nov2020,POWER,804,Power Cement,9.8,9.8,9.37,9.44,6381500,9.77
20Nov2020,POWERPS,804,Power Cem(Pref),10.51,10.51,10.5,10.51,6500,11
20Nov2020,FCCL,804,Fauji Cement,21.24,21.35,20.89,21.05,1573000,21.25
20Nov2020,FECTC,804,Fecto Cement,31.83,33.78,31.83,33.55,9000,33.1
20Nov2020,FLYNG,804,Flying Cement,10.07,10.08,9.6,9.65,23500,9.45
20Nov2020,GWLC,804,Gharibwal Cement,27.4,28.1,26.66,27.02,42500,27.94
20Nov2020,KOHC,804,Kohat Cement,215,216.95,210,212.34,220300,215.07
20Nov2020,LUCK,804,Lucky Cement,659.99,660.99,648.55,650.47,680031,659.21
20Nov2020,MLCF,804,Maple Leaf,39.79,39.92,38.57,38.66,10118818,40.05
20Nov2020,DCL,804,Dewan Cement,9.3,9.34,9.15,9.23,203500,9.33
20Nov2020,PIOC,804,Pioneer Cement,88,88.15,87.02,87.42,397000,88.37
20Nov2020,SMCPL,804,Safe Mix Con.Lt,6.77,6.77,6.7,6.7,8000,6.86
20Nov2020,THCCL,804,Thatta Cement,20.5,20,19.6,19.66,17000,19.85
20Nov2020,KHTC,832,Khyber Tobacco,430,446.77,430,446.77,19200,415.6
20Nov2020,PMPK,832,Philip Morris Pak.,1498.99,1498.99,1498.99,1498.99,20,1440
20Nov2020,PAKT,832,Pak TobaccoXD,1497.9,1500,1497.9,1500,120,1500
20Nov2020,ATRL,825,Attock Refinery,135.5,135.99,132,132.77,559500,135.93
20Nov2020,BYCO,825,Byco Petroleum,9.05,9.14,8.99,9.05,716000,9.1
20Nov2020,NRL,825,National Refinery,167.77,169.05,165.25,165.74,117400,168.98
20Nov2020,PRL,825,Pak Refinery,18.2,18.28,17.45,17.64,3661000,18.22
20Nov2020,EPQL,824,Engro PowergenXD,19.7,19.8,19.6,19.73,22500,19.67
20Nov2020,AEL,824,Arshad Energy,0,13.6,13.6,13.15,500,13.15
20Nov2020,HUBC,824,Hub Power Co.,80.54,80.54,79.1,79.6,1212282,80.19
20Nov2020,KEL,824,K-Electric Ltd.,3.66,3.68,3.61,3.65,2906500,3.66
20Nov2020,KOHE,824,Kohinoor Energy,34.01,34.01,34.01,34.01,500,35
20Nov2020,KOHP,824,Kohinoor Power,3.8,3.8,3.71,3.73,8500,3.99
20Nov2020,LPL,824,Lalpir PowerXD,12.35,12.42,12.2,12.23,231000,12.28
20Nov2020,KAPCO,824,Kot Addu Power,28,28.13,27.76,27.83,1091000,28.22
20Nov2020,NCPL,824,Nishat ChunPow,13.5,13.5,13.25,13.3,82000,13.5
20Nov2020,NPL,824,Nishat Power,24.05,24.3,24,24,87500,24
20Nov2020,PKGP,824,Pakgen PowerXD,17.1,17.65,17,17.32,125000,17.78
20Nov2020,SPWL,824,Saif Power Ltd.,14.85,14.99,14.8,14.84,13500,15
20Nov2020,SEL,824,Sitara Energy,16.2,17.87,16,17.87,1500,17.15
20Nov2020,APL,821,Attock Petroleum,324.49,324.49,315.51,317.82,20600,321
20Nov2020,PSO,821,P.S.O.,194.99,194.99,191.2,191.66,317936,193.65
20Nov2020,BPL,821,Burshane LPG,27.51,27.55,27.3,27.55,2500,28
20Nov2020,SHEL,821,Shell Pakistan,238.95,238.99,230.4,231.47,138100,236.26
20Nov2020,SSGC,821,Sui South Gas,14.1,14.49,13.95,14.03,649000,14.25
20Nov2020,SNGP,821,Sui North Gas,46.9,47.34,45,45.13,2200418,46.88
20Nov2020,HASCOL,821,Hascol Petrol,14.3,14.44,14.07,14.12,3703074,14.34
20Nov2020,HTL,821,HI-Tech Lub.XD,40.65,40.65,39.36,39.48,81000,40.2
20Nov2020,MARI,820,Mari Petroleum,1298.5,1300,1270,1278.83,54480,1294.54
20Nov2020,OGDC,820,Oil & Gas Dev.,93.81,94.5,93.12,93.64,1026767,93.7
20Nov2020,POL,820,Pak Oilfields,361,361.47,357,359.28,256604,360.64
20Nov2020,PPL,820,Pak Petroleum,84.7,85.47,83.9,84.22,1090316,84.56
20Nov2020,AGHA,808,Agha Steel Ind.,32.19,32.69,31.7,31.87,3170000,32.08
20Nov2020,ASL,808,Aisha Steel Mill,15.36,15.55,15.15,15.19,653000,15.52
20Nov2020,ASTL,808,Amreli Steels,41.1,41.1,39.8,40.11,272500,40.95
20Nov2020,BCL,808,Bolan Casting,87.5,87.5,83,86,12500,86.5
20Nov2020,DSL,808,Dost Steels Ltd.,3.98,4,3.92,4,239000,4.04
20Nov2020,CSAP,808,Crescent Steel,73.5,74.85,72.5,72.83,49000,73.73
20Nov2020,INIL,808,Int. Ind.Ltd.,136.99,137.25,132.7,133.4,255500,137.02
20Nov2020,ISL,808,Inter.Steel Ltd,75,75,72,72.23,922000,74.7
20Nov2020,ITTEFAQ,808,Ittefaq Iron Ind,16.6,16.7,16.3,16.32,74000,16.57
20Nov2020,MUGHAL,808,Mughal Iron,63.6,64.5,63.6,64.13,343500,64.48
20Nov2020,MSCL,808,Metro Steel,13.35,13.35,11.73,11.73,2000,12.73
20Nov2020,PECO,808,Pak Engineering,190.01,190.01,190.01,190.01,200,201
20Nov2020,AGTL,801,AL-Ghazi Tractors,358.9,358.9,358.9,358.9,200,357
20Nov2020,DFML,801,Dewan Motors,6.8,6.85,6.6,6.64,89500,6.85
20Nov2020,GAIL,801,Ghani Automobile,4.85,4.99,4.8,4.85,343000,4.98
20Nov2020,GHNI,801,Ghandhara Ind.,253,255.3,244.2,246.47,439200,252.97
20Nov2020,GHNL,801,Ghand Nissan,86.05,86.87,84.15,84.78,42000,86.38
20Nov2020,HINO,801,Hinopak Motor,416.85,438,416.11,423.7,2700,408.58
20Nov2020,HCAR,801,Honda Atlas Cars,298,301.95,292,293.3,83300,298.03
20Nov2020,INDU,801,Indus Motor Co,1181.17,1202.45,1180,1188.01,32550,1188.2
20Nov2020,MTL,801,Millat Tractors,955,969.9,954.5,965.06,17850,955.23
20Nov2020,PSMC,801,Pak Suzuki,193.51,194.88,190.02,190.84,137100,193.78
20Nov2020,SAZEW,801,Sazgar Eng,154.1,156.45,150,150.4,374700,155.68
20Nov2020,AGIL,802,Agriautos Ind.,200.1,200.5,200.1,200.3,300,202
20Nov2020,ATBA,802,Atlas Battery,232.56,235.88,226.1,232.53,7800,235.25
20Nov2020,BWHL,802,Bal.Wheels,83,83.85,83,83.85,6000,78
20Nov2020,EXIDE,802,Exide (PAK),340.21,340.76,340.2,340.76,400,350
20Nov2020,GTYR,802,General Tyre,64.6,64.88,64.1,64.21,23000,64.92
20Nov2020,LOADS,802,Loads Limited,17.4,17.4,17,17.09,7500,17.25
20Nov2020,PCAL,803,Pakistan Cables,121,125.45,120,122.3,6900,123.76
20Nov2020,PAEL,803,Pak Elektron,32.75,32.95,31.6,31.68,3112500,32.79
20Nov2020,TPL,828,TPL Corp Ltd,7.35,7.53,7.3,7.3,854000,7.34
20Nov2020,TPLT,828,TPL Trakker Ltd,9.9,9.9,9.51,9.51,3500,9.88
20Nov2020,AVN,828,Avanceon Ltd,67.3,67.43,64.7,65.16,2204500,67.29
20Nov2020,WAVES,803,Waves Singer,26.2,26.2,25.15,25.46,258500,25.99
20Nov2020,SIEM,803,Siemens Pak.,570,575,570,575,150,566.13
20Nov2020,SPEL,818,Synthetic Prod,42,42.4,41.4,42.02,45500,42.18
20Nov2020,SPELR,818,Synthetic Prod(,9.96,9.96,9.96,9.96,500,9.39
20Nov2020,PNSC,833,P.N.S.C,89.01,89.01,87.6,87.74,4000,90.07
20Nov2020,PIBTL,833,Pak Int.Bulk,12.45,12.45,12.02,12.06,3123500,12.3
20Nov2020,PICT,833,Pak.Int.Cont.XD,182.7,182.96,181.06,181.8,5300,182.88
20Nov2020,PIAA,833,P.I.A.C.(A),4.47,4.48,4.4,4.45,141000,4.42
20Nov2020,PIAB,833,P.I.A.C.(B),4.8,6.8,4.8,6.8,1000,5.8
20Nov2020,HUMNL,828,Hum Network,6.85,6.94,6.65,6.7,191500,6.87
20Nov2020,NETSOL,828,Netsol Tech.,76.11,77.4,72.75,73.71,3504000,75.07
20Nov2020,PAKD,828,Pak Datacom,60,60.5,57,57.01,8500,61.5
20Nov2020,MDTL,828,Media Times Ltd,1.5,1.65,1.3,1.34,5838500,1.08
20Nov2020,SYS,828,Systems Limited,336.7,336.7,325,328.05,130400,336.69
20Nov2020,PTC,828,P.T.C.L.,8.89,8.89,8.74,8.79,239000,8.77
20Nov2020,TRG,828,TRG Pak Ltd,55.8,55.85,53.01,53.54,14171000,55.75
20Nov2020,TELE,828,Telecard Limited,1.56,1.62,1.54,1.57,96000,1.58
20Nov2020,WTL,828,WorldCall Telecom,1.02,1.04,1,1.01,6622500,1
20Nov2020,DAWH,813,Dawood HerculesXD,127,128.88,118,120.29,201962,127
20Nov2020,ENGRO,809,Engro Corp,304.25,305.99,302,303.74,196986,303.49
20Nov2020,EFERT,809,Engro Fert.,66.95,67.1,66.8,66.97,3752441,66.92
20Nov2020,FFBL,809,Fauji Fert BinXR,21.79,21.98,21.48,21.63,1299500,21.89
20Nov2020,FFC,809,Fauji Fert.,104.06,104.49,103.35,103.78,598410,104.26
20Nov2020,ABOT,823,Abbott Lab.XD,721.25,740,721.01,735.28,85300,735
20Nov2020,AGP,823,AGP LimitedXD,104.01,104.9,102.25,103.34,513000,104.78
20Nov2020,FEROZ,823,Ferozsons (Lab)XB,311.61,318.4,307,309.63,161900,312.67
20Nov2020,GLAXO,823,GlaxoSmithKline,181.1,182,177.03,180.78,87000,181.83
20Nov2020,GSKCH,823,Glaxo Healthcar,256.8,265,255,259.98,16400,256.8
20Nov2020,HINOON,823,Highnoon (Lab),607,620,607,615,2250,619.19
20Nov2020,SAPL,823,Sanofi-Aventis,810,810,800,800,400,790
20Nov2020,SEARL,823,The Searle Co.XR,235,235,232.1,233.02,79253,234.36
20Nov2020,WYETH,823,Wyeth Pak Ltd,1030,1056,1010,1043.53,1000,1010.33
20Nov2020,BAPL,805,Bawany Air Products,18.35,18.35,18.35,18.35,1000,18.5
20Nov2020,BIFO,805,Biafo Ind.,154.99,156,152.51,155.49,2800,154.5
20Nov2020,BERG,805,Berger Paints,78.52,80.01,78.52,80.01,1500,81.5
20Nov2020,BUXL,805,Buxly Paints,58,58,57,57,1500,57
20Nov2020,ARPL,805,Archroma Pak,561,562,560,561,2050,560
20Nov2020,CTM,830,Colony Tex.Mills Ltd,4.02,4.1,3.99,4.01,116000,4.06
20Nov2020,DOL,805,Descon Oxychem,32.6,33.5,32.11,32.33,551500,32.9
20Nov2020,DAAG,805,Data Agro,9.55,10.48,9.53,10.48,3000,10.3
20Nov2020,DYNO,805,Dynea Pakistan,192.8,192.86,190,190,3000,191.91
20Nov2020,EPCL,805,Engro Polymer,43.9,45.75,43.6,44.08,7348500,44.02
20Nov2020,FATIMA,809,Fatima Fert.,27.51,27.51,27.2,27.33,24500,27.65
20Nov2020,GGL,805,Ghani Glo HolXR,12.71,12.99,12.4,12.53,814000,12.45
20Nov2020,ICI,805,ICI Pakistan,715.5,716,700.1,709.01,16700,714.93
20Nov2020,ICL,805,Ittehad Chem.,31.5,32,30.75,31.06,51500,31.95
20Nov2020,LOTCHEM,805,Lotte Chemical,12.29,12.35,12,12.02,983500,12.19
20Nov2020,PPVC,805,Pak.P.V.C.,2.66,2.91,2.62,2.91,6000,2.77
20Nov2020,NICL,805,Nimir Ind.Chem.,87.02,87.95,85.55,87.48,13500,87.32
20Nov2020,PAKOXY,805,Pak Oxygen Ltd.,154.5,161.75,152.96,159.91,111300,153.45
20Nov2020,NRSL,805,Nimir Resins,7.91,8.04,7.85,7.87,201000,8
20Nov2020,SARC,805,Sardar Chemical,20.01,20.01,20.01,20.01,6500,20.8
20Nov2020,SITC,805,Sitara Chemical,319,325,318,323,4100,325.9
20Nov2020,SPL,805,Sitara Peroxide,22,22.2,21.6,21.63,51000,21.95
20Nov2020,CEPB,822,Century Paper,109.98,109.98,106.51,107.62,329000,108.88
20Nov2020,CPPL,822,Cherat Pack,215,217,215,215.68,14000,219.73
20Nov2020,MERIT,822,Merit Packaging,13.66,14,13.6,13.89,12000,13.85
20Nov2020,PKGS,822,Packages Ltd.,488.9,489,481.11,487.92,700,486.87
20Nov2020,PPP,822,Pak Paper Prod,96,96,96,96,500,95.17
20Nov2020,RPL,822,Roshan Packages,35.5,35.93,34.98,35.05,150500,35.68
20Nov2020,SEPL,822,Security Paper,176,178.9,172.85,173.22,3700,175.95
20Nov2020,POML,834,Punjab Oil,135.1,140,135,139.99,700,139.6
20Nov2020,SSOM,834,S.S.Oil,59,60.86,58,60.86,41000,56.62
20Nov2020,BATA,816,Bata (Pak),1410,1425,1410,1415,2080,1410
20Nov2020,SRVI,816,Service Ind.Ltd,738,740,725,729.55,2500,735
20Nov2020,ASC,810,Al-Shaheer Corp,17.9,18,17.45,17.61,990000,17.86
20Nov2020,PREMA,810,At-Tahur Ltd.XB,16.77,16.95,16.16,16.52,191500,16.95
20Nov2020,CLOV,810,Clover Pakistan,76,79.35,76,76.62,169000,76.22
20Nov2020,IBLHL,823,IBL HealthCare,83.4,85,81.1,81.1,1500,82
20Nov2020,MACTER,823,Macter Int. Ltd,122,127.9,122,127.9,2000,120
20Nov2020,MFL,810,Matco Foods Ltd,19.75,19.8,19.55,19.61,116000,19.61
20Nov2020,NESTLE,810,Nestle Pakistan,6505,6505,6500,6500,700,6522.25
20Nov2020,MFFL,810,MithchellsFruitXR,0,235.6539,235.6539,235.6539,0,220.16
20Nov2020,NATF,810,National Foods,209.4,209.79,204,205.09,38000,207.78
20Nov2020,FFL,810,Fauji Foods Ltd,14.4,14.64,14.2,14.3,2928500,14.36
20Nov2020,QUICE,810,Quice Food,4.3,4.35,4.25,4.26,123500,4.35
20Nov2020,SHEZ,810,Shezan Inter.,310,330,294,310.11,10600,313.15
20Nov2020,TOMCL,810,The Organic Mea,25.4,26.25,25.1,25.67,172500,25.44
20Nov2020,SCL,810,Shield Corp.,255.06,255.06,255.06,255.06,100,275
20Nov2020,TREET,810,Treet Corp,26.71,26.9,25.6,25.96,185000,26.83
20Nov2020,ZIL,810,ZIL Limited,106,110,106,108,300,104.51
20Nov2020,BGL,811,Bal.Glass,6.3,6.35,6.21,6.23,73500,6.35
20Nov2020,FRCL,811,Frontier Ceram,16.9,17.63,16.9,17.63,12000,16.4
