Date,News,Polarity,Sentiment,neg,neu,pos,compound,Cum
19 04 2016,SC dismisses petition seeking Riba free system - ISLAMABAD: The Supreme Court on Tuesday dismissed a petition seeking elimination of Riba or Interest from the financial,1,1,0.0,0.68,0.32,0.872,1
19 04 2016,German investor sentiment rises in April - FRANKFURT: Investor confidence in Germany rose for the second month in a row in April as favourable economic news from C,1,1,0.0,0.879,0.121,0.5106,1
19 04 2016,Vegetable ghee production posts 5.65pc increase in 8 months - ISLAMABAD: Vegetable ghee and cooking oil production during last eight months of current financial year registered growt,1,1,0.0,0.913,0.087,0.3182,1
19 04 2016,"Trade Caravan' road show in CARs from next month - ISLAMABAD: With an obvious purpose to expand export base and create linkage with other countries in the region, especial",1,1,0.0,0.855,0.145,0.5267,1
20 04 2016,SC directs provinces for early completion of LB election process - ISLAMABAD: The Supreme Court on Wednesday directed the Sindh and Punjab provinces to early complete the Local Bodies (LB,1,1,0.0,0.886,0.114,0.5574,1
20 04 2016,"Pakistan, Ukraine discuss measures to promote trade relations - ISLAMABAD: Minister of State for Board of Investment Dr. Mifta Ismail Wednesday discussed different matters for the prom",1,1,0.0,0.866,0.134,0.4019,1
20 04 2016,"Minorities enjoying complete religious freedom in Pakistan: Dastgir - ISLAMABAD: Minister for Commerce Engineer Khurram Dastgir Khan Wednesday said minorities, including Christians, were enj",1,1,0.0,0.734,0.266,0.8225,1
20 04 2016,"BISP to promote employment of beneficiaries: Marvi - ISLAMABAD: After launching E-commerce initiative, Benazir Income Support Programme (BISP) is on a drive to promote emplo",1,1,0.0,0.64,0.36,0.8658,1
20 04 2016,PPP Sindh chapter coordination body calls on Bilawal - ISLAMABAD: Pakistan Peoples Party Sindh chapter coordination committee called on the party Chairman Bilawal Bhutto Zarda,1,1,0.0,0.803,0.197,0.6597,1
20 04 2016,"Taiwan March export orders fall again, but silver lining seen - TAIPEI: Taiwan's export orders fell for the 12th month in a row in March but growth in electronics and a slower pace",1,1,0.0,0.895,0.105,0.5267,1
20 04 2016,"Canada wholesale trade drops 2.2pc, much more than expected - OTTAWA: The value of Canadian wholesale trade sank by a much larger-than-expected 2.2 percent in February, pulled down i",1,1,0.0,0.912,0.088,0.34,1
20 04 2016,"Germany confirms growth forecast despite weaker exports - BERLIN: The German government on Wednesday stuck to its economic growth forecast of 1.7 percent for this year, despite a",1,1,0.063,0.696,0.241,0.6814,1
20 04 2016,Burundi's inflation eases to 4.3pc in March - KIGALI: Burundi's year-on-year inflation eased to 4.3 percent in March from 6.7 percent in February due to falling f,1,1,0.057,0.783,0.16,0.4404,1
20 04 2016,"German government sees economy growing by 1.7pc in 2016, 1.5pc in 2017 - BERLIN: The German government is pencilling in economic growth of 1.7 percent for the current year and 1.5 percent next",1,1,0.0,0.875,0.125,0.5106,1
20 04 2016,Railways to conduct fresh feasibility study for DI Khan-Quetta route - ISLAMABAD: Pakistan Railways has decided to conduct a fresh feasibility study for connecting Dera Ismail Khan with Quett,1,1,0.0,0.845,0.155,0.5574,1
20 04 2016,"Greek current account gap shrinks in February, income account helps - ATHENS: Greece's current account deficit shrank in February from the same month a year earlier, helped by an improve",1,1,0.081,0.753,0.166,0.4215,1
20 04 2016,"Telenor Pakistan launches 3G handsets - Telenor Pakistan, introduced three new handsets including one feature and two smartphones, as it looks to expand its 3G",1,1,0.0,0.909,0.091,0.3182,1
20 04 2016,"Japanese exports drop as strong yen clouds trade picture - TOKYO: Japanese exports to key market China fell back in March after a brief holiday-linked boost, official data showed",1,1,0.065,0.748,0.187,0.5994,1
24 04 2016,People express annoyance on Imran Khan's speech - LAHORE: Peoples belonging to different segments of society including medical and other field expressed annoyance on the,-1,-1,0.173,0.827,0.0,-0.5574,-1
24 04 2016,Baseless allegations can't halt progress of the country - LAHORE: PML-N Punjab President Pervaiz Malik MNA has said rallies and protests can only interrupt the progress and devel,-1,-1,0.28,0.72,0.0,-0.7884,-1
24 04 2016,MQM protests arrest and missing of its activists - KARACHI: A large number of Muttahida Qaumi Movement (MQM) activists and supporters held a sit-in and a protest outside K,-1,-1,0.277,0.586,0.137,-0.5106,-1
24 04 2016,"Masses pay no heed to PTI Foundation Day - LAHORE: Pakistan Tehreek-e-Insaf (PTI) got very poor response by the masses, which did not pay any heed to holding of it",-1,-1,0.251,0.749,0.0,-0.7501,-1
24 04 2016,F-9 Park fence broken for PTI rally - ISLAMABAD: Small portion of fence around the main gate of F-9 Park (Fatima Junnah Park) was Sunday broken for the Pakist,-1,-1,0.193,0.807,0.0,-0.7351,-1
24 04 2016,"With US economy in soft spot, Fed likely to keep policy on hold - WASHINGTON: Persistent worries about the global economy and the possibility of Brexit -- Britain's pullout from the",-1,-1,0.088,0.912,0.0,-0.4215,-1
18 05 2016,"After long delay, IMF review agrees new funds for Ukraine - WASHINGTON: An International Monetary Fund team has agreed to the release of $1.6 billion in fresh funds to Ukraine afte",1,1,0.067,0.754,0.18,0.4404,1
18 05 2016,"Pakistan to take full advantage of CPEC: Policy Dialogue - PESHAWAR: The speakers at a two-day policy dialogue, on Wednesday unanimously endorsed China Pakistan Economic Corridor",1,1,0.0,0.846,0.154,0.4588,1
18 05 2016,"Visa sticker, banking facility needed to Pak-Turkish trade - KARACHI: Pakistan has signed and ratified the TIR convention of Economic Cooperation Organization (ECO) but the success",1,1,0.0,0.784,0.216,0.7469,1
18 05 2016,"SC directs K-electric, KW&SB to resolve electricity dues issue through consultation - ISLAMABAD: The Supreme Court on Wednesday disposed of a petition regarding payment of electricity dues to K-electric by",1,1,0.0,0.807,0.193,0.7351,1
18 05 2016,"Red meat export can boost agricultural, national economy: VC - LAHORE: A delegation from the National Management College Lahore visited the University of Veterinary and Animal Science",1,1,0.0,0.899,0.101,0.4019,1
18 05 2016,"FFC reaches out to farmers in Sindh, Balochistan - ISLAMABAD: Fauji Fertilizer Company Limited, has expressed its resolve for passing on the benefits of roll back in ferti",1,1,0.061,0.735,0.204,0.5423,1
18 05 2016,DG NAB reviews progress on recovery from electricity defaulters - MULTAN: Director General National Accountability Bureau (NAB) Multan Brig (Retd) Farooq Naser Awan chaired a meeting her,1,1,0.0,0.896,0.104,0.4215,1
18 05 2016,PM says armed forces guarantor to country's security - ISLAMABAD: Prime Minister Nawaz Sharif has said that armed forces are guarantor to the country's security.He was tal,1,1,0.0,0.912,0.088,0.34,1
18 05 2016,"China April home prices accelerate, recovery spreads to smaller cities - HONG KONG: China's home prices posted their fastest growth in two years in April, with gains in regional centres ind",1,1,0.0,0.848,0.152,0.6124,1
31 05 2016,LHC stops graveyard demolition for Ring Road construction - LAHORE: The Lahore High Court (LHC) on Tuesday stayed demolition of a graveyard for construction of the Ring Road.Justic,-1,-1,0.207,0.793,0.0,-0.6124,-1
31 05 2016,"Bulgaria sees fiscal surplus rising to 3.0pc of GDP at end-May - SOFIA: Bulgaria expects a fiscal surplus of 3.0 percent of gross domestic product at the end of May, compared with a sur",-1,-1,0.094,0.906,0.0,-0.4767,-1
31 05 2016,German jobless queue shrinks to post-unification low - FRANKFURT: Unemployment in Germany fell to its lowest level since East and West Germany reunited after the fall of the B,-1,-1,0.241,0.759,0.0,-0.765,-1
31 05 2016,"German unemployment falls to new low - FRANKFURT: Unemployment in Germany fell to a new low in May as the recovery in Europe's biggest economy continues, d",-1,-1,0.333,0.667,0.0,-0.8402,-1
31 05 2016,"Eurozone inflation still negative - BRUSSELS: Eurozone inflation remained in negative territory in May, the Eurostat statistics agency said Tuesday in a fir",-1,-1,0.28,0.72,0.0,-0.8126,-1
31 05 2016,"Irish unemployment rate falls to 7.8 percent in May - DUBLIN: Ireland's unemployment rate continued to fall in May, slipping to 7.8 percent from 7.9 percent the previous",-1,-1,0.188,0.812,0.0,-0.7003,-1
31 05 2016,German unemployment rate falls to record low in May - BERLIN: German unemployment fell more than expected in May and the jobless rate sank to its lowest level in more than 25,-1,-1,0.28,0.72,0.0,-0.8591,-1
31 05 2016,"S&P says Japan sales tax hike delay makes 'some sense' - TOKYO: Delaying a sales tax increase in Japan scheduled for April next year makes ""some sense"" because the weak economy",-1,-1,0.155,0.776,0.069,-0.4404,-1
31 05 2016,"Romanian unemployment on hold at 6.4pc in April - BUCHAREST: Romania's seasonally adjusted unemployment rate stood at 6.4 percent in April, unchanged from the previou",-1,-1,0.209,0.791,0.0,-0.7003,-1
31 05 2016,"Japan factory output edges up as PM mulls tax hike delay - TOKYO: Japan's industrial production edged up in April, data showed Tuesday, despite factory shutdowns sparked by a",-1,-1,0.081,0.919,0.0,-0.3182,-1
01 06 2016,"South Korea revised Q1 GDP growth +0.5pc q/q, better than estimates - SEOUL: South Korea's economy grew a seasonally adjusted 0.5 percent in the first quarter over the previous three mon",1,1,0.0,0.831,0.169,0.6705,1
01 06 2016,"Croatia may reach 3 pct growth this year - ZAGREB: Croatia's economy may grow a stronger-than-expected 3 percent this year, Entrepreneurship Minister Darko Hor",1,1,0.0,0.829,0.171,0.4019,1
01 06 2016,Uber raises $3.5 bn from Saudi investment fund - SAN FRANCISCO: Uber announced Wednesday it raised $3.5 billion from the Public Investment Fund of Saudi Arabia to help f,1,1,0.0,0.906,0.094,0.4019,1
01 06 2016,US rates futures flat after Fed's Beige Book - NEW YORK: US interest rates futures for front-month deliveries were little changed on Wednesday after a Federal Reserve,1,1,0.0,0.889,0.111,0.4588,1
01 06 2016,PEMRA gives approval for DTH licensing - ISLAMABAD: Pakistan Electronic Media Regulatory Authority (PEMRA) on Wednesday approved the process of Pakistan's fi,1,1,0.0,0.714,0.286,0.7351,1
01 06 2016,SC seeks implementation report regarding slum areas - ISLAMABAD: The Supreme Court on Wednesday directed the Capital Development Authority (CDA) and other concerned organizat,1,1,0.0,0.811,0.189,0.5994,1
01 06 2016,"Fed's Beige Book sees 'mostly modest' US economic growth - WASHINGTON: Most of the regions in the US economy were growing only modestly during the April-May period, with lackluste",1,1,0.0,0.858,0.142,0.5106,1
01 06 2016,KCCI makes special arrangements for Federal Budget speech - KARACHI: Karachi Chamber of Commerce and Industry (KCCI) has made special arrangements at the chamber for listening to t,1,1,0.0,0.816,0.184,0.6597,1
01 06 2016,Special care of mangoes stressed to enhance its exports - MULTAN: The agriculture department urged growers to take special care of vegetables and fruits especially mangoes for ma,1,1,0.066,0.608,0.326,0.8555,1
01 06 2016,Projects with 447.4 MW alternative renewable energy added to national grid in three years - ISLAMABAD: Around nine alternative renewable energy power generation projects with a cumulative capacity of 447.4 MW hav,1,1,0.0,0.87,0.13,0.4939,1
01 06 2016,"French factory activity shrinks for third straight month in May: PMI - PARIS: French manufacturing activity contracted for the third straight month in May, although not as sharply as in April",1,1,0.0,0.881,0.119,0.4215,1
01 06 2016,"Euro zone factory growth remained tepid in May: PMI - LONDON: Euro zone manufacturing activity growth remained lacklustre last month, a survey showed on Wednesday, supporting",1,1,0.0,0.722,0.278,0.7964,1
01 06 2016,"China manufacturing expands for third straight month: govt - BEIJING: Activity in Chinese factories expanded for the third straight month in May, official data showed, a further sig",1,1,0.0,0.816,0.184,0.4939,1
02 06 2016,AJK to be blessed with first ever largest private-sector 1100 MW Kohala Hudro Power Project soon - MIRPUR: A high level meeting reviewed on Thursday the fast-track development of Kohala Hydro Power Project in Muzaffarab,1,1,0.0,0.891,0.109,0.5994,1
02 06 2016,Federal budget to help revive industrial sector: FCCI - FAISALABAD: Faisalabad Chamber of Commerce and Industry (FCCI) President Ch Muhammad Nawaz has said the federal budget w,1,1,0.0,0.819,0.181,0.6249,1
02 06 2016,PIA adds five new destinations through code share with Etihad - KARACHI: Pakistan International Airlines (PIA) has entered into code-sharing agreement with the Etihad Airways of the Un,1,1,0.0,0.822,0.178,0.6597,1
02 06 2016,"Country saved $3.3bn import bill in July-March, FY16 - ISLAMABAD: Due to falling global oil and commodity prices, Pakistan saved US $3.3 billion in term of import bill in firs",1,1,0.048,0.783,0.169,0.6124,1
02 06 2016,4th annual US-Pak Business conference starts in New York - ISLAMABAD: The US and Pakistan will hold the fourth annual US-Pakistan Business Opportunities Conference on June 2-3 in,1,1,0.0,0.909,0.091,0.3818,1
02 06 2016,"GE, Engro launch Strategic Alliance to support digital Industrial growth - ISLAMABAD: GE (NYSE: GE) and Engro Corporation Limited yesterday initiated a strategic alliance, which will make Engro a",1,1,0.063,0.762,0.175,0.5267,1
02 06 2016,"World food markets set for a stable year as prices firm: FAO - ROME: Global food commodity markets are likely to remain stable in the coming year, the United Nations food agency said",1,1,0.0,0.795,0.205,0.7351,1
02 06 2016,"Rabbani refers two bills to Senate bodies for deliberation - ISLAMABAD: Chairman Senate Mian Raza Rabbani on Thursday referred both Credit Bureaus (Amendment) Bill, 2016 and the Sec",1,1,0.0,0.909,0.091,0.3818,1
02 06 2016,"South Korea's Q1 growth slightly higher at 0.5pc: BOK - SEOUL: South Korea's economy grew just 0.5 percent in the first quarter, the Bank of Korea said Thursday -- a shade",1,1,0.0,0.915,0.085,0.3818,1
07 06 2016,"China's May forex reserves fall to lowest since Dec 2011 - BEIJING: China's foreign exchange reserves in May fell to $3.19 trillion, their lowest since December 2011, central",-1,-1,0.172,0.828,0.0,-0.6369,-1
07 06 2016,10 million Pakistani mobile users block advertisements - Ad blockers are some of the most popular means of blocking unwanted advertisement online.The tech savvy Pakistanis are a,-1,-1,0.235,0.667,0.098,-0.5118,-1
08 06 2016,"PML-N endorses fair, transparent accountability: Talal Chaudhry - ISLAMABAD: Member of National Assembly of Pakistan Muslim League Nawaz, Talal Chaudhry Wednesday said that PML-N always",1,1,0.0,0.824,0.176,0.5719,1
08 06 2016,"US Q1 intellectual products revenues stronger than estimated - WASHINGTON: U.S. investment in intellectual products was stronger than previously estimated in the first quarter, but th",1,1,0.0,0.727,0.273,0.7096,1
08 06 2016,"US Fed awards $41.45 bn in reverse repos - NEW YORK: The U.S. Federal Reserve on Wednesday awarded $41.45 billion of one-day, fixed-rate reverse repurchase agreeme",1,1,0.0,0.801,0.199,0.6908,1
08 06 2016,"Ramazan Package attracts huge customers at Utility Sores - ISLAMABAD: Outlets of the Utility Stores Corporation (USC) of twin cities, witnessed a virtual frenzy of consumers at th",1,1,0.076,0.759,0.165,0.4019,1
08 06 2016,"Bye-election in PS-14 Jacobabad on June 22 - ISLAMABAD: The Election Commission of Pakistan (ECP) will hold bye-election in PS-14 Jacobabad-II on June, 22.The ECP ha",1,1,0.0,0.909,0.091,0.34,1
08 06 2016,"OECD lead indicator flags first signs of US growth stabilisation - PARIS: Signs are emerging that a downturn in the United States and China, the world's two biggest economies, may hav",1,1,0.0,0.833,0.167,0.6597,1
08 06 2016,UK industrial output in surprise jump - LONDON: Industrial production across Britain jumped unexpectedly in April thanks to the largest rise in manufacturing ou,1,1,0.0,0.808,0.192,0.6124,1
08 06 2016,Media should promote Quranic teachings during Ramzan: Yousaf - ISLAMABAD: Federal Minister for Religious Affairs and Interfaith Harmony Sardar Muhammad Yousaf has said that all televi,1,1,0.0,0.813,0.187,0.6486,1
08 06 2016,"Bangladesh May exports up 6.5pc y/y on garment sales - DHAKA: Bangladesh's exports in May rose 6.5 percent from a year earlier to $3.03 billion on stronger garment sales,",1,1,0.0,0.909,0.091,0.3818,1
08 06 2016,South Korea needs ‘speedy’ fiscal stimulus along with lower rates: IMF - SEOUL: South Korea should quickly implement additional fiscal stimulus and ease monetary policy further to support an ec,1,1,0.066,0.778,0.156,0.4588,1
08 06 2016,"Japan revises up Q1 growth, cooling stimulus hopes - TOKYO: Japan's economy expanded at a slightly faster pace than first thought, revised figures showed Wednesday, knoc",1,1,0.0,0.803,0.197,0.6597,1
13 06 2016,Fitch warns Japan ratings downgrade possible after tax hike delay - TOKYO: Fitch Ratings warned on Monday that it could downgrade Japan's sovereign rating after Prime Minister Shinzo A,-1,-1,0.195,0.805,0.0,-0.5859,-1
13 06 2016,PEW criticises Textile Sector's demand of devaluation of currency - ISLAMABAD: The Pakistan Economy Watch (PEW) has criticized textile sector for demanding devaluation of local currency to,-1,-1,0.272,0.728,0.0,-0.7351,-1
13 06 2016,"Pesco faces 65 to 90pc losses in Khazana areas - PESHAWAR: Peshawar Electricity Supply Company (PESCO) has clarified that due to power theft in Khazana, a suburban local",-1,-1,0.097,0.903,0.0,-0.4019,-1
13 06 2016,"Closure of Rohri canal to inflect heavy losses to growers, national economy - HYDERABAD: Sindh Chamber of Agriculture (SCA) showing concerns over closure of Rohri canal has said that the canal irrig",-1,-1,0.083,0.917,0.0,-0.4019,-1
13 06 2016,"Fitch cuts outlook on Japan over sales-tax delay - TOKYO: Fitch on Monday cut its outlook for Japan, citing Tokyo's decision to postpone a sales tax hike seen as criti",-1,-1,0.262,0.738,0.0,-0.7579,-1
13 06 2016,"Japan corporate sentiment worsens, capex plans revised up - TOKYO: Sentiment at large Japanese manufacturers worsened for the second consecutive quarter over April-June due to a ri",-1,-1,0.207,0.793,0.0,-0.7184,-1
20 06 2016,"LCCI asks concerned department to resolve tripping, low-voltage issues - LAHORE: Lahore Chamber of Commerce & Industry (LCCI) on Monday urged the Lahore Electric Supply Company (LESCO) to r",1,1,0.0,0.906,0.094,0.3818,1
20 06 2016,"NA approves Rs 115.293 bln demands of grant for Cabinet - ISLAMABAD: The National Assembly on Monday approved 22 demands of grant of Rs 115,293,115,000 for Cabinet, Establishment",1,1,0.0,0.687,0.313,0.8591,1
20 06 2016,SC directs ECP to send electoral record of 3 PS of NA-110 to NADRA - ISLAMABAD: The Supreme Court on Monday directed the Election Commission of Pakistan (ECP) to submit electoral record of,1,1,0.0,0.893,0.107,0.5574,1
20 06 2016,"Germany expects growth to slow after strong first quarter - BERLIN/FRANKFURT: German economic growth is likely to slow after a robust start to the year, expanding at a slower pace",1,1,0.0,0.678,0.322,0.872,1
20 06 2016,India eases foreign investment rules for airlines - NEW DELHI: India eased rules for foreign investment in the country's aviation sector on Monday in a bid to boost air,1,1,0.0,0.769,0.231,0.7351,1
20 06 2016,"Growth in Mexican private spending slows in first quarter - MEXICO CITY: Growth in Mexican private spending slowed in the first quarter compared to the previous three-month period,",1,1,0.0,0.828,0.172,0.6369,1
20 06 2016,"Incoming Philippine minister sees 6.5pc GDP growth this year - DAVAO: The Philippine economy could grow 6.5 percent this year, below the official target of 6.8-7.8 percent, the incomi",1,1,0.0,0.912,0.088,0.3818,1
20 06 2016,China state planner approves $4.44 billion highway projects - BEIJING: China's state planer said on Monday it had approved two highway projects worth a total of 29.22 billion yua,1,1,0.0,0.764,0.236,0.7506,1
20 06 2016,Bids at Croatia's weekly repo auction inch down - ZAGREB: Demand among Croatian banks at a weekly reverse repo auction fell slightly on Monday with the interest rate stea,1,1,0.051,0.847,0.102,0.3612,1
20 06 2016,Canadian wholesale trade up less than expected in April - OTTAWA: The value of Canadian wholesale trade rose far less than expected in April as activity increased in just three s,1,1,0.0,0.857,0.143,0.5423,1
20 06 2016,Catch-up payments to boost EDF earnings by 750mn euros: Moody's - PARIS: Catch-up payments for 2014 power tariffs should boost French state-controlled utility EDF's core earnings by,1,1,0.0,0.816,0.184,0.6597,1
20 06 2016,Germany says to reopen Hermes export guarantees for Iran trade - BERLIN: Germany's Economy Ministry said on Monday it was ready to reopen so-called Hermes export guarantees for trad,1,1,0.0,0.915,0.085,0.3612,1
20 06 2016,Agri field staff engaged in on-field monitoring of cotton crop - MULTAN: The agriculture field staff were engaged in on-field monitoring of cotton crop for farmers guidance under the su,1,1,0.0,0.833,0.167,0.6597,1
20 06 2016,China state planner approves $4.44bn highway projects - BEIJING: China's state planer said on Monday it had approved two highway projects worth a total of 29.22 billion yua,1,1,0.0,0.757,0.243,0.7506,1
20 06 2016,"China says it will keep promoting consumption by high income group - BEIJING: China will continue to encourage consumption by high income residents of urban areas, the country's cabinet",1,1,0.0,0.818,0.182,0.7003,1
20 06 2016,IMF says Japan needs bold reforms to spark economic revival - TOKYO: The International Monetary Fund on Monday said the Japanese government's quest to revitalise its economy face,1,1,0.0,0.847,0.153,0.5423,1
20 06 2016,Japan's flexible exchange rate serves economy well: IMF's Lipton - TOKYO: Japan's flexible exchange rate system serves the economy well and the government should rely on domestic poli,1,1,0.0,0.742,0.258,0.7184,1
20 06 2016,Minister assures minorities to exercise religions' practices freely - ISLAMABAD: Federal Minister for Religious Affairs and Interfaith Harmony Sardar Muhammad Yousaf has said that the govern,1,1,0.0,0.736,0.264,0.7845,1
23 06 2016,"US jobless claims fall to near 43-year low - WASHINGTON: The number of Americans filing for unemployment benefits fell last week to near a 43-year low, suggesting la",-1,-1,0.222,0.656,0.122,-0.4939,-1
23 06 2016,DG ISPR regrets world's failure to recognize Pakistan anti-terror efforts - ISLAMABAD: Pakistan has played an unprecedented role in the war against terrorism for the world peace. Director General,-1,-1,0.339,0.521,0.14,-0.8555,-1
23 06 2016,"Israel jobless rate dips to 4.8pc in May - JERUSALEM: Israel's unemployment rate was 4.8 percent in May, down from 4.9 percent in April, the Central Bureau of",-1,-1,0.1,0.9,0.0,-0.4404,-1
23 06 2016,"Political uncertainty dampens eurozone business activity: survey - BRUSSELS: Political and economic uncertainty dampened eurozone private sector business activity in June, a closely watch",-1,-1,0.194,0.806,0.0,-0.5859,-1
23 06 2016,"Polish May jobless rate falls to 9.1pc - WARSAW: Poland's registered unemployment rate fell to 9.1 percent in May from 9.5 percent in April, the state statis",-1,-1,0.165,0.835,0.0,-0.5766,-1
23 06 2016,French business activity slows as strikes add to demand woes: PMI - PARIS: French business activity unexpectedly slowed in June for the first time in four months as waves of strikes added,-1,-1,0.258,0.742,0.0,-0.8126,-1
27 06 2016,"Indonesian parliamentary panel approves tax amnesty bill - JAKARTA: An Indonesian parliamentary commission on Monday approved a tax amnesty bill, ensuring that the government'",1,1,0.0,0.714,0.286,0.765,1
27 06 2016,"Loan growth in eurozone private sector picks up: ECB - FRANKFURT: Growth of loans to the private sector in the euro area edged up slightly in May, European Central Bank data s",1,1,0.0,0.843,0.157,0.6369,1
27 06 2016,"China May industrial profit growth slows to 3.7pc y/y - BEIJING: Profits of Chinese industrial companies rose 3.7 percent in May from a year earlier, slowing from April's p",1,1,0.0,0.732,0.268,0.8126,1
27 06 2016,"India's relaxation of foreign investment rules credit positive: Moody's - MUMBAI: India's decision to relax foreign direct investment in sectors including defence, aviation, and retail is a",1,1,0.0,0.59,0.41,0.9169,1
28 06 2016,"People, PML-N worker ready to foil every rigging bid in AJK elections: Kirmani - ISLAMABAD: Special Assistant to Prime Minister on Political Affairs, Asif Kirmani on Tuesday said people of Kashmir and",1,1,0.0,0.848,0.152,0.6369,1
28 06 2016,Govt committed to provide best healthcare facilities to people: Minister - FAISALABAD: Punjab Minister for Law Rana Sanaullah Khan on Tuesday said the Punjab government was committed to provide b,1,1,0.0,0.749,0.251,0.8126,1
28 06 2016,CJ advises LHC staff to work with commitment - LAHORE: Lahore High Court (LHC) Chief Justice Syed Mansoor Ali Shah has advised the LHC staff to work with commitment fo,1,1,0.0,0.751,0.249,0.8225,1
28 06 2016,SC directs FBR to resolve tax matter over subsidy to Utility Stores - ISLAMABAD: The Supreme Court on Tuesday directed the Federal Board of Revenue (FBR) to resolve tax matter over subsidy a,1,1,0.0,0.703,0.297,0.8402,1
28 06 2016,SC voids LHC verdict regarding disqualification of a union council chairman - ISLAMABAD: The Supreme Court on Tuesday restored the Chairman Union Council and declared the Lahore High Court (LHC) ver,1,1,0.0,0.774,0.226,0.765,1
28 06 2016,"Pakistan, France reaffirm commitment to enhance cooperation in security, immigration areas - ISLAMABAD: Pakistan and France today reaffirmed their commitment to work closely on matters pertaining to enhancing bila",1,1,0.0,0.734,0.266,0.7717,1
28 06 2016,"US first-quarter GDP growth revised up to 1.1 percent - WASHINGTON: US economic growth slowed in the first quarter but not as sharply as previously estimated, with gains in exp",1,1,0.0,0.795,0.205,0.6908,1
28 06 2016,US fed funds rate hits post-crisis peak - NEW YORK: The US interest rate that the Federal Reserve targets to conduct its monetary policy rose for a third straight,1,1,0.0,0.836,0.164,0.5994,1
28 06 2016,Russia keen to strengthen trade ties with Pakistan - KARACHI: Counsel General of The Russian Federation Oleg N Avdeev has said that his country was looking forward for stren,1,1,0.0,0.839,0.161,0.5859,1
28 06 2016,"US raises first-quarter growth estimate to 1.1pc - WASHINGTON: The US economy grew more strongly than thought in the first quarter, accelerating to a 1.1 percent annual ra",1,1,0.0,0.828,0.172,0.6115,1
28 06 2016,Waiving of taxes on ships' registration to boost shipping business: Minister - ISLAMABAD: Minister for Ports and Shipping Mir Hasil Khan Bizenjo said Tuesday waiving of taxes on registration of ships,1,1,0.0,0.915,0.085,0.4019,1
29 06 2016,Talal hopes opposition will accept ECP decision on references - ISLAMABAD: Pakistan Muslim League Nawaz MNA Talal Chaudhry Wednesday said the opposition parties who have filed referenc,1,1,0.0,0.74,0.26,0.7964,1
29 06 2016,"Reforms to ensure better health facilities in Capital : Tariq - ISLAMABAD: Minister of State for Capital Administration and Development Division (CAAD), Dr Tariq Fazal Chaudhry on Wedn",1,1,0.0,0.814,0.186,0.6705,1
29 06 2016,"US consumer spending rises in May, inflation still benign - WASHINGTON: US consumer spending rose for a second straight month in May on increased demand for automobiles and other g",1,1,0.049,0.747,0.205,0.5859,1
29 06 2016,"PPP, PTI unable to defend references against PM in ECP - ISLAMABAD: Senior leadership of Pakistan Muslim League (N) on Wednesday said that Pakistan Peoples Party (PPP) and Pakis",1,1,0.0,0.909,0.091,0.4019,1
29 06 2016,"UK consumer credit growth highest since 2005, mortgages approvals rise by more than expected in May - LONDON: British consumer credit expanded at the fastest annual pace since 2005 in May and lenders approved more mortgage",1,1,0.0,0.745,0.255,0.8625,1
29 06 2016,"Euro zone sentiment dips as services, consumers less upbeat - BRUSSELS: Euro zone economic sentiment dipped in June as industry gains were outweighed by less optimism among service f",1,1,0.0,0.817,0.183,0.6815,1
29 06 2016,World Bank approves $200 million credit for Balochistan government - WASHINGTON: The World Bank has approved $200 million for a water management project in Balochistan which will benefit so,1,1,0.0,0.674,0.326,0.8779,1
29 06 2016,ECP to include new CNIC holders in Electoral Rolls - ISLAMABAD: The Election Commission of Pakistan (ECP) has approved a plan for Annual Revision of Electoral Rolls for the,1,1,0.0,0.903,0.097,0.4215,1
29 06 2016,"annual house price growth picked up in June, Brexit effect uncertain - Nationwide - LONDON: Annual growth in British house prices picked up to a three-month high in June in the run-up to the Brexit vote,",1,1,0.059,0.802,0.139,0.4588,1
29 06 2016,"Turkish June economic confidence index rises to 83.33 - ISTANBUL: Turkey's index of economic confidence rose 1.3 percent month-on-month in June to 83.33, the Turkish Statis",1,1,0.0,0.777,0.223,0.765,1
29 06 2016,"German consumer morale shrugs off Brexit fears: survey - FRANKFURT: Consumer confidence in Germany is on the rise as households feel that robust domestic demand, rising wages an",1,1,0.13,0.697,0.173,0.34,1
01 07 2016,"Brexit will impact eurozone recovery: ECB board member - FRANKFURT: The uncertainty sparked by the British vote to leave European Union will ""inevitably"" harm economic recovery",-1,-1,0.244,0.756,0.0,-0.7269,-1
01 07 2016,"China manufacturing deteriorates sharply in June: Caixin - BEIJING: Activity in Chinese factories suffered its sharpest deterioration for four months in June, figures showed Frida",-1,-1,0.122,0.878,0.0,-0.4939,-1
01 07 2016,China cement deal collapses amid oversupply woes - BEIJING: A deal for China's largest cement maker to take over a major rival collapsed after failing to gain governme,-1,-1,0.31,0.59,0.1,-0.7269,-1
01 07 2016,"Eurozone unemployment falls to near five-year low - BRUSSELS: Eurozone unemployment fell to a near five-year low in May, official data said on Friday, in a rare positive si",-1,-1,0.289,0.607,0.104,-0.6597,-1
03 07 2016,Kuwait to tap foreign debt markets to finance deficit - KUWAIT CITY: Kuwait said Sunday it plans to tap the international debt market through bond issues to finance its budget,-1,-1,0.228,0.772,0.0,-0.7717,-1
