Date,News,Polarity,Sentiment,neg,neu,pos,compound,Cum
17 11 2016,"President KPCCI welcomes Chinese investors EOI in different sectors of KP - PESHAWAR: President Khyber Pakhtunkhwa Chamber of Commerce and Industry (KPCCI), Haji Muhammad Afzal Thursday welcomed investment offers for Information Technology, Agriculture and other sectors by different Chinese firms in province.",1,1,0.0,0.884,0.116,0.6249,1
17 11 2016,"US consumer prices post largest gain in six months - WASHINGTON: US consumer prices recorded their biggest increase in six months in October on rising gasoline costs and rents, suggesting a pickup in inflation that potentially clears the way for the Federal Reserve to raise interest rates in December.",1,1,0.0,0.811,0.189,0.8402,1
17 11 2016,"US housing starts surge to 9-year high in October - WASHINGTON: US housing starts surged to a more than nine-year high in October as builders ramped up construction of both single and multifamily homes, offering hope that housing will contribute to economic growth in the fourth quarter.",1,1,0.0,0.887,0.113,0.6705,1
17 11 2016,"US-Canada free trade will continue - MONTREAL: Canada expects to keep its 1989 bilateral free trade agreement with the United States if US President-elect Donald Trump withdraws from NAFTA, the Canadian ambassador to the US said Wednesday.",1,1,0.0,0.717,0.283,0.9118,1
17 11 2016,"British retail sales surge in October - LONDON: Retail sales in Britain rebounded sharply last month on strong clothing demand, official data showed Thursday, as shoppers brushed off Brexit jitters.",1,1,0.047,0.849,0.104,0.4215,1
21 11 2016,SSGC busts yet another network of gas thieves & miscreants in Karachi - KARACHI: The Sui Southern Gas Company (SSGC) has tightened the rope against the gas thieves and removed various illegal connections in its franchise area.,-1,-1,0.242,0.758,0.0,-0.8807,-1
21 11 2016,"Japan intends to develop trade relations with Pakistan - SIALKOT: Takashi Harada, Head of Economic & Trade Section Embassy of Japan in Islamabad has stressed upon the need of making collective efforts for development of the SMEs.",-1,-1,0.066,0.934,0.0,-0.34,-1
21 11 2016,"Nigeria says economy shrinks by 2.2pc in Q3 - ABUJA: Nigeria's economy contracted in the third quarter as rebels continued to bomb oil pipelines in the restive south and businesses struggled to access foreign exchange, official data showed Monday.",-1,-1,0.175,0.825,0.0,-0.7506,-1
21 11 2016,"Thailand's economic growth slows in third quarter - BANGKOK: Thailand's economic growth slowed in the third quarter, data showed Monday, with fears of further pain to come in a nation plunged into mourning following the death of its long-serving King Bhumibol Adulyadej.",-1,-1,0.248,0.653,0.1,-0.8271,-1
22 11 2016,US to probe imported Chinese sweeteners amid Celanese complaint - WASHINGTON: The United States on Tuesday said it would investigate imports by three Chinese chemical companies that make high-potency sweeteners amid a complaint by Celanese Corp that the companies were violating US law.,-1,-1,0.166,0.776,0.059,-0.6249,-1
22 11 2016,"IMF cuts Mexico growth outlook amid trade worries - MEXICO CITY: Mexico is facing risks to its growth from trade protectionism, the International Monetary Fund said on Tuesday, as it cut its growth forecast for the coming years for Latin America's No.",-1,-1,0.218,0.632,0.149,-0.3818,-1
22 11 2016,"Brazil external gap widens, foreign investment soars - BRASILIA: Brazil's current account deficit shrank in October from the previous month to $3.",-1,-1,0.119,0.881,0.0,-0.4019,-1
24 11 2016,"Norway more interested in investment than trade in Pakistan - ISLAMABAD: Tore Nedrebo, Ambassador of Norway on Thursday said that his country was more interested in investment than trade in Pakistan as it was an important market of South Asian region.",1,1,0.0,0.826,0.174,0.7774,1
24 11 2016,PIA concludes financing facility of $130mn - KARACHI: The Pakistan international Airlines (PIA) has concluded a financing facility of USD 130 millions lead arranged by United Bank limited and Credit Suisse Singapore office.,1,1,0.054,0.793,0.153,0.5423,1
24 11 2016,"Pak-EU Joint Commission discuss cooperation in counter-terrorism, security - ISLAMABAD: Pakistan and the European Union have agreed to continue cooperation in the field of counter-terrorism, security, defence, disarmament and non-proliferation.",1,1,0.0,0.751,0.249,0.743,1
24 11 2016,Germany 3Q growth confirmed at 0.2 percent - BERLIN: Germany's economic growth in the third quarter this year was just 0.,1,1,0.0,0.776,0.224,0.6369,1
24 11 2016,"Pakistan to never abandon Kashmiri brethren: PM - ISLAMABAD: Prime Minister Muhammad Nawaz Sharif, Thursday terming Kashmir an unfinished agenda of sub-continent's partition said that Pakistan would never abandon Kashmiris in their freedom struggle.",1,1,0.057,0.719,0.224,0.7725,1
24 11 2016,Large scale manufacturing industries grow 2.2pc in Jul-Sep - ISLAMABAD: The country's large scale manufacturing industries (LSMI) sector has witnessed growth of 2.,1,1,0.0,0.89,0.11,0.3818,1
24 11 2016,"FBR approves Audit Policy 2016 - SOHAIL SARFRAZ%D%AISLAMABAD: The new Audit Policy 2016, approved by the Federal Board of Revenue (FBR) here on Wednesday for selection of taxpayers for audit, would also include those cases in parametric selection process which were earlier selected for a",1,1,0.0,0.882,0.118,0.6705,1
05 12 2016,"Argentinian textile sector offers opportunities to Pakistani exporters - KARACHI: Ambassador of Argentine, Ivan Ivanissevich has said that 60 percent of Argentina's textile products were being",1,1,0.0,0.902,0.098,0.3818,1
05 12 2016,"Shanghai Electric agrees to share business plan with GoP - MUSHTAQ GHUMMAN

ISLAMABAD: M/s Shanghai Electric Power (SEP), the new intended buyer of 66.4 per cent shares of K",1,1,0.0,0.795,0.205,0.6369,1
05 12 2016,PM approves financial plan for Basha dam - ISLAMABAD: Prime Minister Nawaz Sharif has accepted the financing plan presented by the Secretary Water and Power for Di,1,1,0.0,0.833,0.167,0.5859,1
09 12 2016,South Korea to review fiscal policy tools for growth - SEOUL: South Korea's finance minister said on Friday his ministry would actively review available fiscal tools to support growth as external uncertainties at home and abroad may put a dent in recovery momentum.,1,1,0.049,0.741,0.21,0.7783,1
09 12 2016,"PR sells 8,500 e-tickets worth Rs10mn to passengers - ISLAMABAD: Pakistan Railways has sold 8,500 e-tickets worth Rs.",1,1,0.0,0.798,0.202,0.4215,1
09 12 2016,"German exports rise less than expected in October - BERLIN: German exports rebounded by less than expected in October, dampening hopes that trade will make a significant contribution to a predicted expansion in Europe's biggest economy in the final quarter of this year.",1,1,0.0,0.892,0.108,0.5574,1
09 12 2016,"China factory-gate inflation hits 5-year high - BEIJING: Chinese producer prices rose at their fastest pace for five years in November, Beijing said Friday, fuelling hopes that the world's factory can export inflation into a lacklustre global economy.",1,1,0.0,0.926,0.074,0.4215,1
10 12 2016,Collective efforts must to eradicate corruption : Qamar - ISLAMABAD: National Accountability Bureau (NAB) Chairman Qamar Zaman Chaudhry on Saturday asked all segments of the society to join NAB in its efforts to eradicate corruption so as to leave a better and prosperous Pakistan for future generations.,1,1,0.029,0.805,0.165,0.7741,1
10 12 2016,"Concerted efforts required for development of railways - KARACHI: Minister for Railways, Khawaja Saad Rafiq Saturday promised that the service structure of the railways' employees would be finalized by the present government during its tenure.",1,1,0.0,0.93,0.07,0.3612,1
10 12 2016,Pak-Turkey ties beneficial for Ummah: President - ISLAMABAD: President Mamnoon Hussain Saturday said Pakistan and Turkey enjoyed friendly and brotherly relations and hoped that this bilateral cooperation would be beneficial for Muslim Ummah and humanity.,1,1,0.0,0.661,0.339,0.9313,1
13 12 2016,FCCI trade delegations aimed at enhancing exports - FAISALABAD: Faisalabad Chamber of Commerce and Industry (FCCI) President Engineer Muhammad Saeed Sheikh Tuesday said that ultimate objective of sending trade delegations was to enhance Pakistani exports and introducing Faisalabad as a safe export destinat,1,1,0.0,0.932,0.068,0.4404,1
13 12 2016,"SBP organizes lecture on state capacities for economic growth - KARACHI: State Bank of Pakistan (SBP) organized 21st Zahid Husain Memorial Lecture on "" State Capacities for Delivering Higher Economic Growth.",1,1,0.0,0.839,0.161,0.6369,1
13 12 2016,Sri Lanka keen to promote trade with Pakistan - ISLAMABAD: High Commissioner of Democratic Socialist Republic of Sri Lanka Major General (r) Jayanath Lokukatagodage Tuesday said Sri Lanka was keen to promote trade with Pakistan as enhanced trade would help in improving living standards of the people of,1,1,0.0,0.723,0.277,0.9287,1
13 12 2016,"China's market economy benefits domestic, foreign firms - SHANGHAI: Although China's market economy status is yet to be recognized by some of the world's major economies, executives of multinationals and China's domestic companies attribute their rapid growth to China's market reform.",1,1,0.0,0.88,0.12,0.6369,1
13 12 2016,"Italy, Pakistan to expand relations in furniture industry - LAHORE: With improving law and order situation in Pakistan, there seems good potential of trade and investment between Italy and Pakistan, according to Pakistan Furniture Council (PFC) press release.",1,1,0.0,0.81,0.19,0.7906,1
13 12 2016,"CPEC to play pivotal role in transforming economy: Ahsan Iqbal - ISLAMABAD: Minister for Planning, Development and Reforms, Prof.",1,1,0.0,0.876,0.124,0.34,1
13 12 2016,"Innovation, technology can lead Pakistan to become export powerhouse: WB report - ISLAMABAD: South Asia could become the fastest growing exporting region of the world if authorities in Pakistan and its South Asian neighbors implement a set of policy actions aimed at improving the business environment, connecting to global value chains",1,1,0.0,0.826,0.174,0.8176,1
13 12 2016,APCNGA to apply for 22kg weight CNG cylinders' import: Paracha - ISLAMABAD: All Pakistan Compressed Natural Gas Association (APCNGA) would apply for import of new lightweight 22kg CNG cylinders and compatible kits with Oil and Gas Regulatory Authority (OGRA) in next month.,1,1,0.0,0.911,0.089,0.4215,1
13 12 2016,"ADB lowers 2016 growth forecast for developing Asia - MANILA: The Asian Development Bank slightly lowered its 2016 growth forecast for developing Asia on Tuesday, reflecting slower-than-expected expansion in India.",1,1,0.082,0.76,0.158,0.5413,1
13 12 2016,"China Nov factory output, retail sales stronger than expected - BEIJING: China's factory output and retail sales grew faster than expected in November, while fixed-asset investment was in-line with forecasts, adding to growing signs of stabilisation in the world's second-biggest economy.",1,1,0.0,0.898,0.102,0.5106,1
15 12 2016,"US 30-year mortgage rates rise to highest in over 2 years - NEW YORK: Interest rates on US 30-year fixed-rate mortgages extended their recent rise with bond yields, reaching levels not seen in more than two years, mortgage finance agency Freddie Mac said on Thursday.",1,1,0.0,0.895,0.105,0.5859,1
15 12 2016,Businessmen hail PM's economic policies - ISLAMABAD: The country's leading businessmen and exporters Thursday lauded the business-friendly policies of Prime Minister Muhammad Nawaz Sharif saying the country had gained significant economic stability in three years.,1,1,0.0,0.845,0.155,0.5719,1
15 12 2016,Colombia keen to enhance trade ties with Pakistan - ISLAMABAD: Ambassador-designate of Colombia to Pakistan Juan Alfredo Pinto Saavedra Thursday said Colombia was interested to enhance trade relations with Pakistan and the best way to achieve this goal was to develop business linkages between the private s,1,1,0.0,0.817,0.183,0.8555,1
15 12 2016,Dar urges business community to support govts economic policies - ISLAMABAD: Minister for Finance Senator Muhammad Ishaq Dar Thursday urged the business community to support the prime minister and his teams economic policies for the socio-economic prosperity of the country.,1,1,0.0,0.873,0.127,0.6597,1
15 12 2016,"Indonesia's November exports surge at best rate in more than 5 years - JAKARTA: Indonesia's exports in November rose at what a government statistician called a ""spectacular"" pace - the fastest in more than five years - thanks to higher commodity earnings.",1,1,0.0,0.827,0.173,0.7964,1
19 12 2016,"Belgium consumer confidence index rises in Dec - BRUSSELS: Belgium's consumer confidence index rose in December as fears of a rise in unemployment subsided and households were slightly more upbeat on their ability to save, the central bank said on Monday.",1,1,0.112,0.65,0.238,0.7506,1
19 12 2016,IMF: nationalising Ukraine's PrivatBank important for stability - KIEV: The International Monetary Fund said on Monday that the Ukrainian authorities' decision to nationalise PrivatBank was an important step in their efforts to safeguard financial stability.,1,1,0.0,0.833,0.167,0.6369,1
19 12 2016,National economy moving in right direction - LAHORE: Economy Experts on Monday said that Pakistan would be among the developed countries of the world as its economic indicators are satisfactory.,1,1,0.0,0.918,0.082,0.3612,1
19 12 2016,"SECP registered 621 companies in November - ISLAMABAD: Securities and Exchange Commission of Pakistan (SECP) registered 621 new companies during the month of November 2016, an increase of 23 percent as compared to the corresponding month of preceding year.",1,1,0.0,0.889,0.111,0.5423,1
19 12 2016,"CET power line set to energize Pakistan's Sindh province - KARACHI: China Electric Power Equipment and Technology Co Ltd or CET, a subsidiary of State Grid Corp of China, said it will participate in the largest direct-current high-voltage transmission project along the China Pakistan Economic Corridor.",1,1,0.0,0.933,0.067,0.4767,1
19 12 2016,Special facilitation centre set up for local and foreign investors - ISLAMABAD: The Pakistan Furniture Council (PFC) has set up a Special Facilitation Center to provide all the necessary information to potential local and foreign investors to boost local furniture industry globally.,1,1,0.0,0.82,0.18,0.7964,1
19 12 2016,"Chandio greets newly elected body of ACP - KARACHI: Advisor to Chief Minister Sindh on Information Moula Bux Chandio extended heartiest congratulations to newly elected president, general secretary and other office bearers of the Arts Council of Pakistan.",1,1,0.0,0.864,0.136,0.6705,1
19 12 2016,"$21bn energy plan a centrepiece of Nawazs economic aspiration: WSJ - ISLAMABAD: Prime Minister Nawaz Sharif is heading to revive the country's economy with a $21 billion electricity plan, which is a centerpiece of his economic aspiration.",1,1,0.0,0.873,0.127,0.5423,1
19 12 2016,"Technical training helpful in utilizing potential of youth: President - ISLAMABAD: President Mamnoon Hussain Monday said acquisition of technical training was necessary for youth to enable them earn livelihood, end their despondency and promote positive thinking.",1,1,0.0,0.742,0.258,0.8689,1
19 12 2016,"German businesses in year-end confidence boost - FRANKFURT AM MAIN: German businesses rounded off 2016 with a stronger-than-forecast increase in confidence, a closely-followed survey showed Monday, despite fears for the future over Brexit and Donald Trump.",1,1,0.0,0.668,0.332,0.9175,1
20 12 2016,"Senate Body rejects Civil Courts (Amendment) Bill - ISLAMABAD: The Senate's Standing Committee on Law and Justice Tuesday rejected the Civil Courts (Amendment) Bill, 2016 introduced by the government asking for right of appeal in civil courts.",-1,-1,0.152,0.769,0.079,-0.4767,-1
20 12 2016,IT Ministry violates mandate by spending USF on other purpose - TAHIR AMIN%D%A%D%AISLAMABAD: Ministry of Information Technology and Telecommunication has violated its mandate by spending Rs500 million of Universal Service Fund (USF) for purpose other than dedicated telecom services in the underserved and un-served are,-1,-1,0.132,0.809,0.059,-0.5719,-1
23 12 2016,"Canada economy weakens in Oct on manufacturing, oil sectors - OTTAWA: Canada's economy unexpectedly contracted at the start of the fourth quarter due to widespread weakness in the manufacturing sector and a decline in oil and gas extraction, data from Statistics Canada showed on Friday.",-1,-1,0.111,0.889,0.0,-0.6249,-1
25 12 2016,"'We will beat this crisis' in 2017, Brazil leader vows - SAO PAULO: ""We will beat this crisis,"" Brazil's unpopular President Michel Temer said in a Christmas broadcast on Saturday, as the country remained mired in recession and uncertainty.",-1,-1,0.229,0.771,0.0,-0.8772,-1
02 01 2017,PM for promotion of literature for greater tolerance in society - ISLAMABAD: Prime Minister Muhammad Nawaz Sharif Monday said promotion of literature in the country can bring greater understanding and inculcate a culture of tolerance among the masses.,1,1,0.0,0.773,0.227,0.8126,1
02 01 2017,KE private share holders' plea - KARACHI: The private share holders of K-Electric (KE) have demanded of the present management of the company to take them into confidence in respect of any act of sale or transfer of majority shares to any foreign investor.,1,1,0.037,0.713,0.25,0.8779,1
02 01 2017,Pakistan inflation eases to 3.70pc in December - ISLAMABAD: Pakistan's annual inflation rate eased to 3.,1,1,0.0,0.743,0.257,0.5423,1
13 01 2017,"LPG production reaches 1.918mmt, imports 0.840mmt, sales 2.559mmt - ISLAMABAD: The Liquefied Petroleum Gas (LPG) sector witnessed multi-fold growth during the past three years as its production crossed 1.",1,1,0.0,0.872,0.128,0.4215,1
16 01 2017,"No space for terrorism, sectarianism in Pakistan: CM - LAHORE: Chief Minister Muhammad Shehbaz Sharif has said that there is no space for terrorism, extremism and sectarianism in Pakistan.",-1,-1,0.362,0.638,0.0,-0.9274,-1
16 01 2017,"Turkey could face double-digit inflation as lira falls - ANKARA: Turkish inflation could reach double digits in the first quarter for the first time in almost five years after the lira's falls, two senior economy officials said on Monday, potentially putting more pressure on the central bank to hike interes",-1,-1,0.049,0.929,0.022,-0.3384,-1
16 01 2017,Morocco trade deficit rose 19.6pc in 2016 - RABAT: Morocco's trade deficit rose 19.,-1,-1,0.329,0.671,0.0,-0.6597,-1
16 01 2017,Senate condemns Modi's statement about Pakistan - ISLAMABAD: The Senate on Monday strongly condemned the statement of Indian Prime Minister Naredra Modi about attributing terrorism to Pakistan and reiterated there will be no compromise on defense and sovereignty of the country.,-1,-1,0.257,0.672,0.071,-0.886,-1
16 01 2017,"OGDCL inject 100mmscfd gas, 400mt LPG, 4,000bpd oil in system - ISLAMABAD: The Oil and Gas Development Company (OGDCL) is all set to inject 100 million cubic standard feet per day (mmscfd) gas in the system, 400 metric tonnes of Liquefied Petroleum Gas (LPG) and 4,000 barrels per day (bpd) of crude oil during the curr",-1,-1,0.064,0.936,0.0,-0.5719,-1
17 01 2017,FDI reaches $1.08bn in 1st half - ISLAMABAD: Foreign Direct Investment (FDI) during the first half of the current fiscal year increased by 10.,1,1,0.0,0.864,0.136,0.3182,1
17 01 2017,"Pakistan among fastest growing e-commerce markets: eBay CEO - ISLAMABAD: Chief Executive Officer of eBay, an American Inc and e-commerce company, has termed Pakistan among the fastest growing e-commerce markets in the world.",1,1,0.0,0.898,0.102,0.34,1
18 01 2017,"Terror attacks significantly diminish in Pakistan: Raheel Sharif - ISLAMABAD: Former Chief of the Army Staff (COAS), General (R) Raheel Sharif on Tuesday said that the number of terror attacks had significantly dropped in the country.",-1,-1,0.287,0.683,0.03,-0.9062,-1
18 01 2017,British unemployment rate at 11-year low - LONDON: Britain's jobless rate has held steady at an 11-year low of 4.,-1,-1,0.307,0.693,0.0,-0.7269,-1
19 01 2017,U.S housing starts surge in December; jobless claims near 43-year low - WASHINGTON: US homebuilding rebounded more than expected in December as a strengthening economy boosts demand for rental housing.,1,1,0.109,0.725,0.166,0.4404,1
19 01 2017,"Pakistan to further strengthen partnership with WB: Dar - ISLAMABAD: Finance Minister, Senator Mohammad Ishaq Dar Thursday said Pakistan looked forward to further strengthen development partnership with the World Bank (WB).",1,1,0.0,0.859,0.141,0.5574,1
19 01 2017,Oil transportation of PSO increased from 4pc to 38 in three years - ISLAMABAD: The oil transportation of Pakistan State Oil (PSO) through Pakistan Railways has increased from four percent to 38 in three years.,1,1,0.0,0.884,0.116,0.4939,1
19 01 2017,"Developing hydropower, support governance: accords worth $720 million signed with WB, AIIB - RECORDER REPORT%D%AISLAMABAD: Finance Minister, Senator Mohammad Ishaq Dar witnessed the signing ceremony of agreements worth $720m with the World Bank and Asian Infrastructure Investment Bank (AIIB) held on Wednesday in his Office to support projects in",1,1,0.0,0.792,0.208,0.8519,1
19 01 2017,"ECC takes decision on financial matters of PIACL, PSM - ZAHEER ABBASI%D%AISLAMABAD: A meeting of the Economic Co-ordination Committee (ECC) of the Cabinet has approved additional guarantees of Rs 10.",1,1,0.0,0.87,0.13,0.4404,1
20 01 2017,"Pakistan, Turkey sixth round talks on FTA to be held in coming week - ISLAMABAD: Pakistan and Turkey's sixth round of the negotiations on Free Trade Agreement (FTA) would be held through digital video meeting in coming week.",1,1,0.0,0.843,0.157,0.7579,1
21 01 2017,"Best efforts being put forth to honour people's confidence: Nisar - ISLAMABAD: Minister for Interior and Narcotics Control, Chaudhry Nisar Ali Khan on Saturday said the government was putting forth the best efforts to honour the confidence, reposed by people.",1,1,0.0,0.596,0.404,0.9732,1
21 01 2017,Dar sees five percent growth rate by fiscal year 2017-end - RECORDER REPORT%D%AKARACHI: Finance Minister Ishaq Dar Friday said with the government's positive measures all major microeconomic indicators are moving in the right direction and the country's economy will post a 5 percent GDP rate by the end of,1,1,0.0,0.876,0.124,0.7351,1
22 01 2017,"Rs 100mn project approved to lay gas pipelines: Ibrar - RAWALPINDI: In a bid to overcome prevailing gas shortage, Sui Northern Gas Pipeline SNGPL Rawalpindi has approved a project of Rs 100mln to lay 10 inch pipeline in cantonment areas.",1,1,0.048,0.817,0.135,0.5574,1
23 01 2017,"New survey in August, biometric payments from 2018: Marvi - AWARAN: Chairperson, Benazir Income Support Programme (BISP) Marvi Memon Monday assured the people of Balochistan that through new survey in August and biometric payment system by 2018, poverty would be managed better in all districts of Pakistan especial",1,1,0.061,0.79,0.149,0.5859,1
23 01 2017,Pakistan to promote country's products in EU market: Khurram - ISLAMABAD: Federal Minister for Commerce Engineer Khurram Dastgir Khan Monday expressed the resolve to meet head on challenges faced by Pakistan in European markets vigorously to promote country's products.,1,1,0.0,0.757,0.243,0.8225,1
23 01 2017,"Sindh CM vows to free Karachi from mafias - KARACHI: Sindh Chief Minister Syed Murad Ali Shah Monday said that he was working hard to make Karachi free from crime, encroachment and all kinds of mafias, so that people could lead a peaceful and prosperous life.",1,1,0.088,0.681,0.231,0.8402,1
23 01 2017,Seven new modern locomotives reach Karachi port - ISLAMABAD: The consignment of seven new modern locomotives out of 55 from United State of America (USA) have reached at Karachi Port.,1,1,0.0,0.831,0.169,0.5106,1
23 01 2017,"Pakistan, Thailand fail to reach deal on TRMs - MUSHTAQ GHUMMAN%D%AISLAMABAD: Pakistan and Thailand have reportedly failed to reach an agreement on Tariff Reduction Modalities (TRMs) for the proposed Free Trade Agreement (PATHFTA), well informed sources told Business Recorder.",1,1,0.134,0.591,0.276,0.6369,1
24 01 2017,"Khurram briefs EU parliamentarians on improvements in Pakistan Trade Regime - ISLAMABAD: Federal Minister for Commerce, Engr.",1,1,0.0,0.867,0.133,0.3182,1
24 01 2017,"Germany raises growth forecast for 2017 exports, imports - BERLIN: Germany expects both exports and imports to grow faster this year than previously forecast, a government source told Reuters on Tuesday, providing an optimistic outlook despite fears of protectionism under US President Donald Trump.",1,1,0.0,0.844,0.156,0.7377,1
24 01 2017,"S&P downgrades Rolls-Royce credit rating after bribery settlement - LONDON: Ratings agency S&P downgraded Rolls-Royce's long-term corporate credit rating on Tuesday, responding to news last week that the aero-engine maker would pay out 671 million pounds ($835 million) to settle a bribery investigation.",1,1,0.031,0.852,0.117,0.5859,1
24 01 2017,"PM, President congratulate nation on first flight test of 'Ababeel' - ISLAMABAD: Prime Minister Muhammad Nawaz and President Mamnoon Hussain congratulated the nation and Pakistan military forces on first flight test of SSM ABABEEL that has a range of 2200 km.",1,1,0.0,0.922,0.078,0.4939,1
24 01 2017,Imran to find nothing on Panama issue: Marvi Memon - HYDERABAD: Chairperson Benazir Income Support Programme (BISP) Marvi Memon has said that PTI Chief Imran Khan would find nothing in Panama case and Prime Minister Muhammad Nawaz Sharif and his family surely come out successfully from this baseless issue.,1,1,0.0,0.836,0.164,0.8316,1
24 01 2017,"President for promotion of Islamic calligraphy to further strengthen unity - ISLAMABAD: President Mamnoon Hussain Tuesday stressed upon promotion and revival of Islamic calligraphy, alluding to its binding impacts upon deepening the bonds of unity and harmony among the Muslim Ummah.",1,1,0.054,0.833,0.113,0.3818,1
24 01 2017,Dastgir calls for promoting positive image of Pakistan in Europe - ISLAMABAD: Federal Minister for Commerce Engr.,1,1,0.0,0.697,0.303,0.7269,1
24 01 2017,Listed companies: SECP suggests amendments to e-voting rules - RECORDER REPORT%D%AISLAMABAD: The Securities and Exchange Commission of Pakistan (SECP) has proposed that a licensed central depository or a share registrar and registered ballotter may be eligible to perform the functions of an intermediary for e-voting,1,1,0.0,0.901,0.099,0.5267,1
25 01 2017,"Russia retail sales down 5.9pc y/y in Dec, worse than f'cast - MOSCOW: Retail sales in Russia fell more than expected in December, data from the Federal Statistics Service showed on Wednesday.",-1,-1,0.094,0.906,0.0,-0.4767,-1
25 01 2017,"SECP raises the alarm about stock market surge - SOHAIL SARFRAZ%D%AISLAMABAD: As the stock market crossed 50,000-point level during the trading activity on Tuesday, Chairman Securities and Exchange Commission of Pakistan (SECP) Zafar Hijazi has warned the investors and general pubic to remain cautious a",-1,-1,0.125,0.828,0.047,-0.4019,-1
27 01 2017,"IMF says Greece debt 'explosive' in long term - WASHINGTON: Greece's government debt remains ""highly unsustainable,"" and will be ""explosive"" in the longer run, requiring a more credible debt relief plan from Europe, the International Monetary Fund said in a report obtained by AFP.",-1,-1,0.157,0.773,0.07,-0.483,-1
31 01 2017,"Small farmers feel left out as PM's package fails to deliver - %DAZAL SHER & ZAHEER ABBASI%D%A%D%AISLAMABAD: The much-publicized September, 14, 2015 Prime Ministers Kissan Package has failed to benefit small farmers as the government has released only Rs 25 billion out of the envisaged Rs 40 billion cash assistance w",-1,-1,0.113,0.832,0.055,-0.4767,-1
31 01 2017,"SERVICES TRADE DEFICIT UP BY 34 PERCENT ON ABSENCE OF CSF INFLOWS - RECORDER REPORT%D%AKARACHI: In the absence of Coalition Support Fund (CSF) inflows, the country's services trade deficit continued to move up and swelled by 34 percent during the first half of this fiscal year (FY17).",-1,-1,0.118,0.83,0.052,-0.5319,-1
02 02 2017,"Foreign investors taking interest in Pakistan: Miftah Ismail - ISLAMABAD: Chairman Board of Investment (BoI), Dr Miftah Ismail Thursday said that foreign investors were keen to invest in various sectors of Pakistan.",1,1,0.0,0.841,0.159,0.6705,1
02 02 2017,"Govt realizes all Rs172,870mn of 5 divestment proceeds in 3 years - ISLAMABAD: No amount is outstanding as the government has realized full proceeds relating to privatization transactions of five public sector entities during the past three years, amounting to Rs172,870.",1,1,0.052,0.853,0.095,0.4215,1
03 02 2017,"Over 10m cotton bales reach ginneries across Pakistan - MULTAN: Seed cotton (Phutti) 1,06,34000 bales reached ginneries across Pakistan till Feb 1, 2017, registering an increase of 10.",1,1,0.0,0.833,0.167,0.4215,1
03 02 2017,"US services sector growth moderates a bit in January - WASHINGTON: Growth in the US services sector moderated slightly in January but stayed elevated with most sectors reporting gains, the Institute for Supply Management reported Friday.",1,1,0.0,0.814,0.186,0.7266,1
04 02 2017,PMs promise of benefits to poorest women being fulfilled: Marvi. - KARACHI: Prime Minister Muhammad Nawaz Sharif's promise of extending benefits to the poorest women is being fulfilled.,1,1,0.169,0.459,0.372,0.7506,1
04 02 2017,"Pakistani Kinnow Week organised in Jeddah - ISLAMABAD: Commercial Section of the Consulate General of Pakistan Jeddah has organised a one-week citrus promotional campaign on February 2-8, at MANUEL Super Market.",1,1,0.0,0.878,0.122,0.5994,1
05 02 2017,"Pakistans rising security, economic profile luring huge foreign investment: Ahsan Iqbal - WASHINGTON: Pakistans remarkable economic turnaround and its historic success against the menace of terrorism in the past three years is luring international businessmen which now see the country as an investment hub with rising opportunities, Minister fo",1,1,0.123,0.647,0.23,0.7003,1
07 02 2017,Pakistan faces trade deficit of $11.751bn - %DAMIR SAEED%D%A%D%AISLAMABAD: The country is faced with a trade deficit of $11.,-1,-1,0.265,0.735,0.0,-0.6597,-1
10 02 2017,Ministry-Nepra war of words intensifying - MUSHTAQ GHUMMAN%D%A%D%AISLAMABAD: The war of words between Ministry of Water and Power and National Electric Power Regulatory Authority (Nepra) is intensifying as the Ministry has sent a very strong rejoinder to the regulator on its letter written on Febr,-1,-1,0.151,0.754,0.095,-0.6003,-1
15 02 2017,"Govt to support exporters in poultry sector: Dastgir - ISLAMABAD: Federal Minister for Commerce Engineer Khurram Dastgir Wednesday said that Pakistan Muslim League Nawaz (PML-N), government would support the exporters in poultry sector.",1,1,0.0,0.847,0.153,0.6597,1
15 02 2017,"EU, Canada secure clearance to kick-start free trade deal - STRASBOURG: The European Union and Canada secured clearance on Wednesday for their contentious free trade deal and the removal of import duties that supporters say will boost growth and jobs on both sides of the Atlantic.",1,1,0.037,0.626,0.337,0.9493,1
15 02 2017,"Dar assures K-Electric of settling its issues with govt entities - ISLAMABAD: Finance Minister, Senator Mohammad Ishaq Dar Wednesday assured the K-Electric of full cooperation and support of his ministry for settlement of its outstanding issues with various federal government entities.",1,1,0.0,0.758,0.242,0.8885,1
15 02 2017,Cutlery worth $6.990mn exported in December - ISLAMABAD: Cutlery goods worth US$6.,1,1,0.0,0.703,0.297,0.4215,1
15 02 2017,LHC orders sealing of sugar mills if SC order not implemented - RECORDER REPORT%D%ALAHORE: The Lahore High Court has ordered for sealing three sugar mills of Sharif family if they are still operating despite restraining order of the Supreme Court.,1,1,0.0,0.913,0.087,0.5574,1
16 02 2017,CPEC: No trade concessions to China: Dastgir - MUSHTAQ GHUMMAN%D%A%D%AISLAMABAD: Commerce Minister Engineer Khurram Dastgir Khan said on Wednesday that Pakistan will not extend trade concessions to China under the game changer China Pakistan Economic Corridor (CPEC).,-1,-1,0.099,0.901,0.0,-0.4055,-1
