,Unnamed: 0,Date,Predicted Price,Original Price,21 SMA,50 SMA,100 SMA,200 SMA,RSI,21-avg volume,Upper BBand,Middle BBand,Lower BBand,52-week high,52-week low,MACD,MACD Signal,MACD Trend,Score,Close,Label,Diff,RSI change,21 SMA change,Pred
864,864,2019-05-10,39.746063,40.0601,40.04893809523809,40.684943999999966,41.017108000000036,42.07500050000003,47.40714823524942,938785.7142857143,40.848734724693365,40.04433500000003,39.239935275306685,45.7772,35.3085,-0.12481647467771495,-0.2333496468177117,Bullish,0.0,40.0601,-1.0,-1.0,-4.306882865417158,0.014985714285721485,-1
865,865,2019-05-13,39.802864,38.963,39.992842857142854,40.628247999999964,41.00668000000003,42.050405000000026,38.13322968342455,897285.7142857143,40.82832921110474,39.956660000000035,39.08499078889531,45.7772,35.3085,-0.2106194907161268,-0.2288036155973948,Bullish,0.0,38.963,-1.0,0.0,-9.27391855182487,-0.05609523809523864,-1
866,866,2019-05-14,37.54394,39.4666,39.9333238095238,40.57918799999996,41.00128800000003,42.030929500000035,43.58844282882666,899714.2857142857,40.76899289135397,39.906305000000025,39.043617108646075,45.7772,35.3085,-0.2352706344417683,-0.23009701936626945,Bearish,0.25,39.4666,1.0,-1.0,5.455213145402105,-0.05951904761905524,1
867,867,2019-05-15,35.9467,40.3029,39.925190476190465,40.544417999999965,41.005390000000034,42.013460500000036,51.27248289223325,716380.9523809523,40.808334455742774,39.929235000000034,39.05013554425728,45.7772,35.3085,-0.18518967144115087,-0.22111554978124576,Bullish,0.0,40.3029,1.0,-1.0,7.6840400634065915,-0.008133333333333326,1
868,868,2019-05-16,39.198209999999996,39.9432,39.92989999999999,40.51219799999996,41.02320500000003,41.994465000000034,48.22951446221138,720500.0,40.80968316578507,39.930585000000036,39.05148683421499,45.7772,35.3085,-0.1725360432048788,-0.2113996484659724,Bullish,-0.2,39.9432,-1.0,1.0,-3.0429684300218725,0.00470952380952383,-1
869,869,2019-05-17,41.12944,39.9162,39.92989999999999,40.499443999999954,41.05414600000004,41.97684900000003,47.99923488561201,715261.9047619047,40.80681158458268,39.92788500000003,39.04895841541739,45.7772,35.3085,-0.16280985534790915,-0.20168168984235973,Bullish,0.15384615384615385,39.9162,0.0,1.0,-0.23027957659936504,0.0,0
870,870,2019-05-20,39.213375,40.2849,39.9448857142857,40.49128199999996,41.10391000000004,41.957659000000035,51.41096642593074,699761.9047619047,40.84070629254147,39.962055000000035,39.0834037074586,45.7772,35.3085,-0.12392227391754318,-0.1861298066573964,Bullish,0.0,40.2849,1.0,-1.0,3.4117315403187263,0.014985714285707274,1
871,871,2019-05-21,39.357506,41.0762,40.01510952380952,40.508339999999954,41.144016000000036,41.942425500000034,57.808886566657655,713880.9523809523,41.018152691109364,40.039840000000034,39.0615273088907,45.7772,35.3085,-0.02891892921947914,-0.15468763116981296,Bullish,0.0,41.0762,1.0,0.0,6.397920140726917,0.07022380952382434,1
872,872,2019-05-22,38.218876,40.5996,40.06649523809523,40.51116799999996,41.16082700000003,41.926634500000034,53.26005631372925,870142.8571428572,41.06361983357263,40.098290000000034,39.13296016642744,45.7772,35.3085,0.007824077928226814,-0.122185289350205,Bullish,0.0,40.5996,-1.0,-1.0,-4.548830252928404,0.051385714285707706,-1
873,873,2019-05-23,36.21518,41.9215,40.18510952380952,40.54095599999996,41.186856000000034,41.91819050000003,62.154994703762,1222904.7619047621,41.43816031301238,40.187315000000034,38.936469686987685,45.7772,35.3085,0.14197288321001622,-0.06935365483816075,Bullish,-0.125,41.9215,1.0,-1.0,8.894938390032749,0.118614285714294,1
874,874,2019-05-24,40.32888,41.7596,40.262185714285714,40.58090199999995,41.20552500000004,41.909053500000034,60.63305604979286,1503857.1428571432,41.68407018744636,40.25790500000004,38.831739812553714,45.7772,35.3085,0.2325421992204184,-0.008974484026444914,Bullish,0.3333333333333333,41.7596,0.0,1.0,-1.521938653969137,0.07707619047619119,0
875,875,2019-05-27,42.551075,41.9844,40.34011904761904,40.62064799999995,41.21635100000003,41.900536000000024,62.02355159460169,1495928.5714285714,41.94586283587018,40.33389000000004,38.7219171641299,45.7772,35.3085,0.3187837750209255,0.05657716778302916,Bullish,0.0,41.9844,1.0,1.0,1.3904955448088288,0.07793333333332697,0
876,876,2019-05-28,40.975433,41.336999999999996,40.38165714285713,40.62910199999996,41.21878900000004,41.888781500000015,55.89990598792343,1477119.0476190476,42.058463559012,40.41302500000004,38.767586440988076,45.7772,35.3085,0.3310746532119708,0.1114766648688175,Bullish,0.0,41.336999999999996,-1.0,-1.0,-6.123645606678259,0.0415380952380886,-1
877,877,2019-05-29,40.971886,42.488,40.51183333333333,40.652661999999964,41.234738000000036,41.88278200000001,62.91100085446303,1472285.7142857143,42.395531610986055,40.54971000000004,38.703888389014026,45.7772,35.3085,0.4287489919290337,0.17493113028086074,Bullish,0.6,42.488,1.0,0.0,7.011094866539601,0.13017619047619888,1
878,878,2019-05-30,39.472404,42.5779,40.646290476190465,40.672085999999965,41.25271700000003,41.87723200000001,63.4004317066952,1520690.4761904762,42.68660514518579,40.70033000000004,38.71405485481427,45.7772,35.3085,0.507559952554324,0.2414568947355533,Bullish,0.0,42.5779,0.0,-1.0,0.489430852232168,0.13445714285713706,0
879,879,2019-05-31,37.466755,42.5779,40.78973809523809,40.66776999999996,41.26617200000003,41.87241950000001,63.4004317066952,1512095.238095238,42.92767537390896,40.84915000000004,38.770624626091106,45.7772,35.3085,0.5635222726732323,0.3058699703230892,Bullish,0.0,42.5779,0.0,-1.0,0.0,0.14344761904762748,0
880,880,2019-06-03,41.645824,42.0204,40.90492380952379,40.66453399999996,41.272574000000034,41.85724700000001,57.90482634275319,1545095.238095238,43.05200917816281,40.94761500000004,38.84322082183727,45.7772,35.3085,0.5564725545592921,0.3559904871703298,Bullish,0.0,42.0204,-1.0,1.0,-5.495605363942012,0.11518571428569402,-1
