Unnamed: 0,Unnamed: 0.1,Date,Open,High,Low,Close,Volume,Predicted Price,21 SMA,50 SMA,100 SMA,200 SMA,14 RSI,Upper BBand,Middle BBand,Lower BBand,MACD,MACD Signal,MACD Trend,52-week high,52-week low,21-avg volume,First Resistance,Second Resistance,Third Resistance,First Support,Second Support,Third Support,Score
0,3723,2015-04-10,48.2255,48.2255,47.4976,47.4976,3163,47.77582,,,,,,,,,,,,,,,47.98286666666666,48.46813333333333,48.71076666666666,47.25496666666666,47.01233333333333,46.52706666666666,0
1,3724,2015-04-13,46.709,46.891000000000005,46.709,46.8667,3163,47.822945,,,,,,,,,,,,,,,46.93546666666667,47.00423333333334,47.11746666666667,46.75346666666667,46.640233333333335,46.571466666666666,1
2,3725,2015-04-14,46.4057,46.4057,46.4057,46.4057,1898,47.576313,,,,,,,,,,,,,,,46.4057,46.4057,46.4057,46.4057,46.4057,46.4057,1
3,3726,2015-04-15,46.4057,46.4057,46.4057,46.4057,633,47.38917,,,,,,,,,,,,,,,46.4057,46.4057,46.4057,46.4057,46.4057,46.4057,0
4,3727,2015-04-16,46.4057,46.4057,46.4057,46.4057,633,47.18534,,,,,,,,,,,,,,,46.4057,46.4057,46.4057,46.4057,46.4057,46.4057,1
5,3728,2015-04-17,46.4057,46.4057,46.4057,46.4057,633,46.991108,,,,,,,,,,,,,,,46.4057,46.4057,46.4057,46.4057,46.4057,46.4057,0
6,3729,2015-04-20,46.8606,46.8606,46.1024,46.1327,7590,46.823566,,,,,,,,,,,,,,,46.62806666666668,47.12343333333334,47.38626666666668,45.86986666666669,45.60703333333335,45.11166666666669,-1
7,3730,2015-04-21,47.3156,47.3156,46.163,46.1691,4428,46.682552,,,,,,,,,,,,,,,46.935466666666656,47.70183333333333,48.08806666666666,45.78286666666665,45.39663333333332,44.63026666666664,0
8,3731,2015-04-22,46.1084,47.1033,46.1084,46.1084,1265,46.624294,,,,,,,,,,,,,,,46.77166666666668,47.43493333333333,47.76656666666667,45.77676666666668,45.44513333333335,44.78186666666669,1
9,3732,2015-04-23,46.1084,47.1033,46.1084,46.1084,1265,46.555786,,,,,,,,,,,,,,,46.77166666666668,47.43493333333333,47.76656666666667,45.77676666666668,45.44513333333335,44.78186666666669,-1
10,3733,2015-04-24,46.163,46.163,46.163,46.163,633,46.51061,,,,,,,,,,,,,,,46.16299999999998,46.16299999999999,46.16299999999998,46.16299999999998,46.16299999999999,46.16299999999998,-1
11,3734,2015-04-27,47.0123,48.1952,47.0123,48.1952,1265,46.470806,,,,,,,,,,,,,,,48.58950000000001,48.9838,49.772400000000005,47.40660000000001,46.61800000000001,46.223700000000015,0
12,3735,2015-04-28,46.7697,46.7697,46.7697,46.7697,633,46.97116,,,,,,,,,,,,,,,46.7697,46.7697,46.7697,46.7697,46.7697,46.7697,-1
13,3736,2015-04-29,47.9222,48.4014,47.9222,48.4014,1898,47.128826,,,,,,,,,,,,,,,48.56113333333334,48.72086666666667,49.04033333333334,48.08193333333333,47.76246666666666,47.602733333333326,1
14,3737,2015-04-30,47.9222,48.4014,47.9222,48.4014,1898,47.64828,,,,,56.84075083257648,,,,,,,,,,48.56113333333334,48.72086666666667,49.04033333333334,48.08193333333333,47.76246666666666,47.602733333333326,0
15,3738,2015-05-01,47.9222,48.4014,47.9222,48.4014,1898,48.01536,,,,,56.84075083257648,,,,,,,,,,48.56113333333334,48.72086666666667,49.04033333333334,48.08193333333333,47.76246666666666,47.602733333333326,-1
16,3739,2015-05-04,49.1354,49.742,49.1354,49.1354,4428,48.52524,,,,,61.76749098214839,,,,,,,,,,49.53980000000001,49.9442,50.14640000000001,48.93320000000001,48.731,48.326600000000006,1
17,3740,2015-05-05,49.1354,49.742,49.1354,49.1354,4428,48.694477,,,,,61.76749098214839,,,,,,,,,,49.53980000000001,49.9442,50.14640000000001,48.93320000000001,48.731,48.326600000000006,0
18,3741,2015-05-06,48.8321,48.8321,48.6562,48.6562,2530,49.14469,,,,,56.85351309110239,,,,,,,,,,48.77346666666666,48.89073333333333,48.94936666666666,48.597566666666665,48.53893333333333,48.42166666666667,1
19,3742,2015-05-07,49.7117,49.7117,48.5288,49.7056,3795,49.197033,,,,,63.6698277248805,49.78919043083268,47.37352,44.95784956916732,,,,,,,50.10193333333334,50.49826666666667,51.28483333333335,48.91903333333334,48.132466666666666,47.736133333333335,0
20,3743,2015-05-08,49.1354,49.1354,49.1354,49.1354,633,49.434048,47.45741904761905,,,,58.282048026109415,49.9904454631836,47.45541,44.9203745368164,,,,,,,49.1354,49.1354,49.1354,49.1354,49.1354,49.1354,1
21,3744,2015-05-11,49.1354,50.3426,48.5349,48.5349,5693,49.565823,47.506814285714285,,,,53.178387264531615,50.10052250544427,47.53882,44.977117494555735,,,,,,2319.5238095238096,49.74003333333332,50.94516666666666,51.54773333333332,47.932333333333325,47.32976666666666,46.12463333333333,0
22,3745,2015-05-12,49.1354,49.1354,49.1294,49.1354,2530,49.45587,47.614847619047616,,,,57.21335368949154,50.27161554727728,47.675305,45.07899445272271,,,,,,2440.0,49.13739999999999,49.1394,49.14339999999999,49.13139999999999,49.1274,49.12539999999999,-1
23,3746,2015-05-13,49.1354,49.1354,49.1294,49.1354,2530,49.38561,47.74483333333333,,,,57.21335368949154,50.41377231116253,47.81179,45.20980768883746,,,,,,2409.8571428571427,49.13739999999999,49.1394,49.14339999999999,49.13139999999999,49.1274,49.12539999999999,1
