Unnamed: 0,Unnamed: 0.1,Date,Open,High,Low,Close,Volume,Predicted Price,21 SMA,50 SMA,100 SMA,200 SMA,14 RSI,Upper BBand,Middle BBand,Lower BBand,MACD,MACD Signal,MACD Trend,52-week high,52-week low,21-avg volume,First Resistance,Second Resistance,Third Resistance,First Support,Second Support,Third Support,Score
0,3523,2015-10-05,30.9685,30.9744,30.4671,30.6323,21744.0,29.427076,,,,,,,,,,,,,,,30.915433333333336,31.198566666666668,31.422733333333337,30.408133333333332,30.183966666666667,29.90083333333333,0
1,3524,2015-10-06,30.9154,30.9154,30.1544,30.6735,8833.0,29.64093,,,,,,,,,,,,,,,31.007800000000007,31.34210000000001,31.76880000000001,30.246800000000004,29.8201,29.4858,0
2,3525,2015-10-07,29.942,30.0895,29.942,30.0895,2718.0,29.825977,,,,,,,,,,,,,,,30.138666666666676,30.187833333333337,30.286166666666677,29.991166666666672,29.892833333333336,29.84366666666667,0
3,3526,2015-10-08,29.6293,29.883000000000006,29.5585,29.6116,22423.0,29.789875,,,,,,,,,,,,,,,29.810233333333333,30.008866666666677,30.13473333333334,29.485733333333325,29.359866666666655,29.16123333333332,1
4,3527,2015-10-09,29.6765,29.9125,29.6175,29.6352,21064.0,29.621021,,,,,,,,,,,,,,,29.825966666666663,30.01673333333333,30.120966666666668,29.530966666666664,29.42673333333333,29.235966666666663,-1
5,3528,2015-10-12,29.4995,29.7945,29.4995,29.5644,108039.0,29.463387,,,,,,,,,,,,,,,29.73943333333333,29.914466666666662,30.03443333333333,29.444433333333336,29.32446666666667,29.149433333333334,-1
6,3529,2015-10-13,29.4995,29.5467,29.3815,29.4582,428078.0,29.288418,,,,,,,,,,,,,,,29.54276666666668,29.62733333333334,29.70796666666668,29.377566666666677,29.29693333333333,29.21236666666667,1
7,3530,2015-10-14,29.2045,29.4995,29.2045,29.4995,15628.0,29.113976,,,,,,,,,,,,,,,29.597833333333337,29.69616666666667,29.89283333333334,29.302833333333336,29.106166666666667,29.00783333333333,-1
8,3531,2015-10-15,29.352,29.352,29.352,29.352,4077.0,29.042292,,,,,,,,,,,,,,,29.352,29.352,29.352,29.352,29.352,29.352,0
9,3532,2015-10-16,29.2045,29.4995,29.1455,29.3933,10872.0,28.98409,,,,,,,,,,,,,,,29.546699999999998,29.7001,29.9007,29.19269999999999,28.992099999999997,28.83869999999999,1
10,3533,2015-10-19,29.4995,29.647,29.4995,29.4995,40090.0,28.95048,,,,,,,,,,,,,,,29.59783333333333,29.696166666666663,29.745333333333328,29.450333333333333,29.40116666666667,29.302833333333336,1
11,3534,2015-10-20,29.4995,29.765,29.4995,29.4995,48923.0,28.957167,,,,,,,,,,,,,,,29.676499999999997,29.8535,29.941999999999997,29.410999999999994,29.3225,29.145499999999995,1
12,3535,2015-10-21,28.9685,29.175,28.3313,29.0157,188898.0,28.968151,,,,,,,,,,,,,,,29.35003333333333,29.684366666666666,30.19373333333333,28.506333333333327,27.996966666666665,27.662633333333325,1
13,3536,2015-10-22,28.3254,28.9095,28.231,28.3018,224911.0,28.841854,,,,,,,,,,,,,,,28.730533333333334,29.159266666666667,29.409033333333333,28.05203333333333,27.802266666666668,27.37353333333333,1
14,3537,2015-10-23,28.3254,28.9095,28.231,28.3018,224911.0,28.571243,,,,,8.936815026253718,,,,,,,,,,28.730533333333334,29.159266666666667,29.409033333333333,28.05203333333333,27.802266666666668,27.37353333333333,0
15,3538,2015-10-26,29.2045,29.7119,28.054,28.1543,38051.0,28.363094,,,,,8.463076721661663,,,,,,,,,,29.226133333333333,30.297966666666667,30.88403333333333,27.56823333333333,26.982166666666664,25.91033333333333,1
16,3539,2015-10-27,28.3254,28.2664,27.7295,27.759,32615.0,28.13137,,,,,7.340085573590245,,,,,,,,,,28.107100000000003,28.4552,28.644,27.570200000000003,27.381400000000003,27.033300000000004,1
