Unnamed: 0,Unnamed: 0.1,Date,Open,High,Low,Close,Volume,Predicted Price,21 SMA,50 SMA,100 SMA,200 SMA,14 RSI,Upper BBand,Middle BBand,Lower BBand,MACD,MACD Signal,MACD Trend,52-week high,52-week low,21-avg volume,First Resistance,Second Resistance,Third Resistance,First Support,Second Support,Third Support,Score
0,3724,2015-04-13,800.0258,800.9187,800.0258,800.9187,100,787.1849,,,,,,,,,,,,,,,801.2163333333332,801.5139666666665,802.1092333333331,800.3234333333332,799.7281666666667,799.4305333333333,-1
1,3725,2015-04-14,800.0258,800.9187,800.0258,800.9187,100,784.1211,,,,,,,,,,,,,,,801.2163333333332,801.5139666666665,802.1092333333331,800.3234333333332,799.7281666666667,799.4305333333333,1
2,3726,2015-04-15,800.0258,800.9187,800.0258,800.9187,100,790.59906,,,,,,,,,,,,,,,801.2163333333332,801.5139666666665,802.1092333333331,800.3234333333332,799.7281666666667,799.4305333333333,-1
3,3727,2015-04-16,800.0258,800.9187,800.0258,800.9187,100,797.31586,,,,,,,,,,,,,,,801.2163333333332,801.5139666666665,802.1092333333331,800.3234333333332,799.7281666666667,799.4305333333333,-1
4,3728,2015-04-17,800.0258,800.9187,800.0258,800.9187,100,797.31586,,,,,,,,,,,,,,,801.2163333333332,801.5139666666665,802.1092333333331,800.3234333333332,799.7281666666667,799.4305333333333,-1
5,3729,2015-04-20,800.0258,800.9187,800.0258,800.9187,100,797.31586,,,,,,,,,,,,,,,801.2163333333332,801.5139666666665,802.1092333333331,800.3234333333332,799.7281666666667,799.4305333333333,0
6,3730,2015-04-21,809.9686,809.9686,769.2439,809.9596,900,797.31586,,,,,,,,,,,,,,,823.5375,837.1154,864.2622,782.8128,755.666,742.0881,0
7,3731,2015-04-22,791.8688,791.8688,770.1489,770.1489,300,798.8652,,,,,,,,,,,,,,,784.6288333333333,799.1087666666666,806.3487333333333,762.9089333333334,755.6689666666667,741.1890333333334,-1
8,3732,2015-04-23,731.6505,733.0442,731.6415,732.0125,1200,793.7028,,,,,,,,,,,,,,,732.8239666666666,733.6354333333334,734.2266666666667,731.4212666666665,730.8300333333332,730.0185666666664,1
9,3733,2015-04-24,724.8993,724.8993,695.4146,707.7044,850,781.2178,,,,,,,,,,,,,,,723.2642666666669,738.8241333333335,752.748966666667,693.7795666666668,679.8547333333333,664.2948666666667,0
10,3734,2015-04-27,696.8445,696.8445,672.3192,672.3463,5350,765.7967,,,,,,,,,,,,,,,688.6874666666669,705.0286333333335,713.2127666666669,664.1621666666668,655.9780333333334,639.6368666666668,-1
11,3735,2015-04-28,639.0155,705.9578,638.7349,705.9578,5850,742.2274,,,,,,,,,,,,,,,728.3654333333335,750.7730666666668,795.5883333333335,661.1425333333335,616.3272666666668,593.9196333333335,-1
12,3736,2015-04-29,687.7946,741.2525,687.7946,740.3294,4000,719.06024,,,,,,,,,,,,,,,758.4564000000003,776.5834000000002,811.9143000000004,704.9985000000001,669.6676,651.5406,1
13,3737,2015-04-30,776.4839,777.3436,776.4839,777.3436,2150,710.5334,,,,,,,,,,,,,,,777.6301666666668,777.9167333333335,778.4898666666669,776.7704666666667,776.1973333333333,775.9107666666666,0
14,3738,2015-05-01,776.4839,777.3436,776.4839,777.3436,2150,714.57806,,,,,45.31592301257892,,,,,,,,,,777.6301666666668,777.9167333333335,778.4898666666669,776.7704666666667,776.1973333333333,775.9107666666666,0
15,3739,2015-05-04,813.1361,813.1361,741.2797,771.2802,2200,725.86847,,,,,44.16981137078652,,,,,,,,,,809.1842999999999,847.0884,881.0406999999999,737.3278999999999,703.3756,665.4714999999999,0
16,3740,2015-05-05,739.3792,746.6191,733.0442,738.4742,950,746.90717,,,,,38.49669964225584,,,,,,,,,,745.7141333333332,752.9540666666666,759.2890333333331,732.1392333333332,725.8042666666666,718.5643333333333,1
17,3741,2015-05-06,769.2439,769.2439,751.1441,751.1441,100,757.1579,,,,,41.61557070890126,,,,,,,,,,763.2106333333334,775.2771666666667,781.3104333333334,745.1108333333333,739.0775666666666,727.0110333333332,1
18,3742,2015-05-07,751.1441,764.6285,751.1441,751.1441,300,761.2845,,,,,41.61557070890126,,,,,,,,,,760.1336999999999,769.1233,773.6180999999999,746.6492999999998,742.1544999999999,733.1648999999998,-1
19,3743,2015-05-08,751.1441,764.6285,751.1441,751.1441,300,757.022,,,,,41.61557070890126,838.4448072210939,763.0922499999999,687.7396927789059,,,,,,,760.1336999999999,769.1233,773.6180999999999,746.6492999999998,742.1544999999999,733.1648999999998,-1
20,3744,2015-05-11,760.194,760.194,723.9943,752.0491,950,750.0191,762.5663857142857,,,,41.87851584277954,834.081376314775,760.64877,687.2161636852251,,,,,,,766.8306333333334,781.6121666666667,803.0303333333334,730.6309333333334,709.2127666666667,694.4312333333334,-1
21,3745,2015-05-12,760.194,789.6515,760.194,778.2939,6100,745.0258,761.4890142857142,,,,49.04540697880018,831.1077913805328,759.51753,687.9272686194671,,,,,,1340.4761904761904,791.8989333333334,805.5039666666668,821.3564333333335,762.4414333333333,746.5889666666666,732.9839333333332,0
