Open,High,Low,Close,Volume
0.4634999999999998,0.4634999999999998,0.4634999999999998,0.4634999999999998,684746.0
0.4870000000000001,0.4870000000000001,0.4870000000000001,0.4870000000000001,-1469292.0
0.5105000000000004,0.5105000000000004,0.5105000000000004,0.5105000000000004,-263363.0
0.5370000000000008,0.5370000000000008,-0.2051999999999996,-0.1363000000000003,75920779.0
-0.7641000000000009,-0.6263000000000005,-0.46030000000000015,-0.5291999999999994,-49576108.0
-0.7264999999999997,-0.5700000000000003,-0.44629999999999903,-0.41029999999999944,9966231.0
-0.0923999999999996,-0.23329999999999984,0.031299999999999883,0.053300000000000125,-25135971.0
0.10959999999999859,-0.009399999999999409,-0.02340000000000053,-0.05799999999999983,-4893018.0
-0.10799999999999876,-0.09550000000000125,-0.01410000000000089,-0.015600000000000946,-1779783.0
-0.043900000000000716,0.38370000000000104,-0.06269999999999953,0.42900000000000027,27866635.0
0.5794000000000015,0.44929999999999914,0.6718000000000011,0.5025999999999993,-5644296.0
0.6027999999999984,0.3915000000000006,0.3678999999999988,0.06109999999999971,2154036.0
-0.16439999999999877,0.17849999999999966,-0.06729999999999947,0.3382000000000005,3437588.0
0.3287999999999993,0.0015999999999998238,-0.10490000000000066,-0.24269999999999925,-4876384.0
-0.26619999999999955,-0.21919999999999895,0.2740000000000009,0.10019999999999918,-15189146.0
0.3003999999999998,0.4192,0.2919999999999998,0.5099999999999998,22072637.0
0.4734999999999996,0.5624000000000002,0.4449000000000005,0.5672000000000015,-19344745.0
0.7975000000000012,0.5957999999999988,0.7227999999999994,0.48139999999999894,30927196.0
0.24629999999999974,0.5052000000000003,0.30189999999999984,0.6196000000000002,-18205351.0
1.0246999999999993,0.6498000000000008,1.0008999999999997,0.6498000000000008,-22984707.0
0.7690000000000001,0.6831999999999994,-0.11749999999999972,0.32099999999999973,44730219.0
-0.5211000000000006,-0.14140000000000086,0.18900000000000006,-0.3130000000000006,-31819861.0
-0.23199999999999932,-0.5639999999999983,-0.5496999999999996,-0.6831999999999994,-2991255.0
-0.8896999999999995,-0.7833000000000006,-0.648200000000001,-0.648200000000001,3437587.0
-0.5560000000000009,-0.24150000000000027,-0.5512999999999995,-0.4687000000000001,543361.0
-0.18270000000000053,-0.6036999999999999,-0.5099999999999998,-0.5607999999999986,-1954435.0
-0.5957999999999988,-0.19860000000000078,0.07469999999999999,0.2112999999999996,740190.0
-0.015900000000000247,0.28279999999999994,-0.1811000000000007,0.5750999999999991,-6686662.0
1.2392000000000003,0.6036999999999999,1.3727,0.6036999999999999,-7609820.0
0.7293000000000003,0.6340000000000003,0.4051000000000009,0.5640999999999998,27165257.0
0.25259999999999927,0.5926000000000009,0.35749999999999993,0.6021000000000019,2264926.0
0.32089999999999996,-0.031800000000000495,-0.13349999999999973,-0.6625000000000014,-14595885.0
-0.7308000000000003,-0.6911000000000005,-0.6291000000000011,-0.6371000000000002,-4396785.0
-0.6181000000000001,-0.009499999999999176,-0.07629999999999981,0.627600000000001,-7507247.0
1.3076000000000008,0.6593,1.0343,0.3733000000000004,21107895.0
-0.28440000000000154,-0.08580000000000076,-0.1302999999999983,-0.04290000000000127,-14288165.0
0.007900000000001128,-0.07150000000000034,0.04609999999999914,-0.08899999999999864,-7853778.0
