Open,High,Low,Close,Volume
0.01959999999999984,-0.0343,-0.009800000000000031,0.01970000000000005,-11235547.0
0.01970000000000005,0.02450000000000019,0.029400000000000093,-0.009800000000000031,-12120975.0
-0.009800000000000031,-0.02450000000000019,-0.014700000000000157,-0.01970000000000005,-17961796.0
-0.01970000000000005,0.0049000000000001265,-0.03929999999999989,-0.03929999999999989,18295587.0
-0.03929999999999989,-0.058900000000000174,-0.029400000000000093,0.00990000000000002,-3349347.0
0.00990000000000002,0.014700000000000157,0.02450000000000019,0.009800000000000031,-14475710.0
0.009800000000000031,0.0,-0.019600000000000062,-0.03930000000000011,-1139152.0
-0.03930000000000011,-0.04420000000000002,-0.05400000000000005,-0.04909999999999992,10823767.0
-0.04909999999999992,-0.009800000000000031,-0.014699999999999935,0.009800000000000031,7715144.0
0.009800000000000031,-0.014700000000000157,0.01959999999999984,0.014799999999999924,-16903232.0
0.014799999999999924,-0.004899999999999904,0.0,0.0,1717827.0
0.0,0.004899999999999904,-0.009799999999999809,-0.01970000000000005,593753.0
-0.01970000000000005,-0.01969999999999983,-0.0049000000000001265,0.0,-5416043.0
0.0,0.02949999999999986,0.0343,0.024599999999999955,2462358.0
0.024599999999999955,0.034399999999999986,0.0050000000000001155,0.04420000000000002,23751664.0
0.04420000000000002,0.014700000000000157,0.0343,-0.014799999999999924,707615.0
-0.014799999999999924,-0.024599999999999955,-0.0343,-0.0391999999999999,-17257299.0
-0.0391999999999999,-0.014700000000000157,-0.014800000000000146,-0.00990000000000002,11482509.0
-0.00990000000000002,-0.014699999999999935,-0.01959999999999984,-0.019600000000000062,-16038079.0
-0.019600000000000062,0.004899999999999904,0.0,0.04909999999999992,-3187131.0
0.04909999999999992,0.034399999999999986,0.034399999999999986,0.019600000000000062,35627756.0
0.019600000000000062,0.014700000000000157,0.024499999999999966,-0.004899999999999904,-14551618.0
-0.004899999999999904,-0.024599999999999955,0.0,0.0,-22658785.0
0.0,0.0,0.0,0.0,0.0
0.0,0.01969999999999983,-0.0049000000000001265,-0.009800000000000031,12629461.0
-0.009800000000000031,0.014700000000000157,0.0,0.03929999999999989,32996423.0
0.03929999999999989,0.034399999999999986,0.03930000000000011,0.0049000000000001265,-16527847.0
0.0049000000000001265,-0.04420000000000002,-0.00990000000000002,-0.014700000000000157,-26685592.0
-0.014700000000000157,0.0343,0.00990000000000002,0.029400000000000093,15546232.0
0.029400000000000093,0.004999999999999893,0.014699999999999935,0.014699999999999935,-11209550.0
0.06379999999999986,0.0391999999999999,0.024499999999999966,0.04909999999999992,22245445.0
-0.004899999999999682,0.024599999999999955,0.03930000000000011,-0.004899999999999682,-1936195.0
0.053999999999999826,0.02450000000000019,-0.0049000000000001265,0.053999999999999826,-6528679.0
0.0,0.07859999999999978,0.07850000000000001,0.07859999999999978,46877860.0
