03DEC2020|HGFA|0806|HBL	Growth	Fund|8.26|8.27|8.22|8.26|24500|8.25|||
03DEC2020|HIFA|0806|HBL	Invest	Fund|3|3.08|3|3.06|5500|3.22|||
03DEC2020|SINDM|0819|Sindh	Modaraba|8.66|8.66|8.30|8.41|8000|8.70|||
03DEC2020|TSMF|0806|Tri-Star	Mutual|3.90|3.94|3.62|3.84|6500|3.96|||
03DEC2020|FANM|0819|AL-Noor	Mod|2.80|2.80|2.80|2.80|2500|2.70|||
03DEC2020|BRR|0819|B.R.R.Guardian|10.69|10.69|10.69|10.69|500|10.20|||
03DEC2020|FECM|0819|Elite	Cap.Mod|3|3|2.91|2.91|1500|2.93|||
03DEC2020|FEM|0819|Equity	Modaraba|3.10|3.10|3.10|3.10|500|3.10|||
03DEC2020|ORIXM|0819|Orix	ModarabaXD|17.31|17.69|17.15|17.50|27500|17.40|||
03DEC2020|FHAM|0819|Habib	Modaraba|9.85|9.95|9.85|9.93|9000|9.99|||
03DEC2020|HMM|0819|Habib	Metro	Mod|8|8|8|8|500|7.51|||
03DEC2020|FIMM|0819|Imrooz	Modaraba|138.75|138.75|138.75|138.75|500|149.99|||
03DEC2020|PIM|0819|Popular	Islamic|5|5.74|5|5.50|6500|5.49|||
03DEC2020|KASBM|0819|KASB	Mod|1.30|1.30|1.10|1.10|7000|1.17|||
03DEC2020|MODAM|0819|Mod.Al-Mali|4.19|4.19|4.14|4.14|3000|4.25|||
03DEC2020|ORM|0819|Orient	RentalXD|7.25|7.25|7.25|7.25|11500|7.01|||
03DEC2020|FNBM|0819|Nat.Bank	Mod.|0.61|0.70|0.60|0.64|384000|0.64|||
03DEC2020|PAKMI|0819|Pak	Mod.|1.68|1.79|1.68|1.70|34000|1.66|||
03DEC2020|FPRM|0819|Paramount	Mod|6|6|6|6|500|5.98|||
03DEC2020|FPJM|0819|Punjab	Mod|2.30|2.30|2.15|2.29|16500|2.21|||
03DEC2020|TRSM|0819|Trust	Modaraba|2.25|2.98|2.25|2.98|1500|2.58|||
03DEC2020|FUDLM|0819|U.D.L.Modaraba|7.41|7.65|7.40|7.58|52000|7.45|||
03DEC2020|GRYL|0815|Grays	Leasing|5.78|5.78|5.35|5.60|70000|5.31|||
03DEC2020|OLPL|0815|Orix	Leasing|25.84|26.20|25.60|25.64|46000|25.70|||
03DEC2020|SLL|0815|SME	Leasing	Ltd|4.20|4.20|3.60|3.70|23500|3.67|||
03DEC2020|SPLC|0815|Saudi	Pak	Leasi|1.32|1.37|1.25|1.27|315000|1.30|||
03DEC2020|MCBAH|0813|MCB-ARIF	Habib|32.48|32.48|31.10|31.10|1500|31.95|||
03DEC2020|AHL|0813|Arif	Habib	Ltd.|54.20|54.50|53.21|54|38500|53.35|||
03DEC2020|AHCL|0809|Arif	Habib	Corp|38.49|38.49|38|38|5500|38|||
03DEC2020|ICIBL|0813|Invest	Bank|1|1|0.95|0.95|46500|0.98|||
03DEC2020|FDIBL|0813|Ist.Dawood	Bank|2.02|2.10|1.95|1.99|134500|2|||
03DEC2020|JSCL|0813|Jah.Sidd.	Co.|26.70|27.45|26.35|27.04|6828000|26.61|||
03DEC2020|BIPLS|0813|BIPL	Securities|10.06|10.50|10.05|10.39|21500|11.05|||
03DEC2020|NEXT|0813|Next	Capital|9|9|8.56|8.62|49500|8.92|||
03DEC2020|AMBL|0813|Apna	Microfin.|23.49|23.49|20.23|21.49|3000|21.87|||
03DEC2020|ESBL|0813|Escorts	Bank|10.01|10.40|9.99|10.07|126000|10.23|||
03DEC2020|PSX|0813|Pak	Stock	Exchange|14.26|14.52|14.08|14.19|576000|14.24|||
03DEC2020|FCSC|0813|Ist.Capital	Sec|1.28|1.30|1.23|1.28|197500|1.23|||
03DEC2020|FCIBL|0813|F.Credit	&	Inv|6.70|6.70|6.65|6.70|5500|6.80|||
03DEC2020|EFGH|0813|EFG	Hermes	Pak|22|22|21.99|21.99|6000|22.49|||
03DEC2020|FNEL|0813|F.	Nat.Equities|14.25|14.25|13.85|13.90|603000|14.10|||
03DEC2020|JSIL|0813|JS	Investments|21|21|20|20.50|10500|21|||
03DEC2020|JSGCL|0813|JS	Global	Cap.|60|60|58|59.32|4500|60|||
03DEC2020|786|0813|786	Invest	Ltd|11.03|11.20|11|11.03|31000|10.96|||
03DEC2020|DEL|0813|Dawood	Equities|5|5|5|5|4500|5.15|||
03DEC2020|PASL|0813|Pervez	Ahmed	Co|0.88|0.88|0.83|0.84|31000|0.86|||
03DEC2020|SIBL|0813|Sec.	Inv.	Bank|7.50|7.50|7.50|7.50|3500|7.50|||
03DEC2020|TSBL|0813|Trust	Brokerage|9.07|9.07|9.07|9.07|500|10|||
03DEC2020|ABL|0807|Allied	Bank	Ltd|84.25|84.25|82.80|82.80|13000|83|||
03DEC2020|SMBL|0807|Summit	Bank|2|2.05|2|2|246000|2.05|||
03DEC2020|AKBL|0807|Askari	Bank|19.15|19.70|19.15|19.55|356500|19.38|||
03DEC2020|BAFL|0807|Bank	Al-FalahXD|35.40|35.49|34.51|34.58|226360|35|||
03DEC2020|BIPL|0807|Bankislami	Pak.|10.79|10.79|10.37|10.42|4234000|10.59|||
03DEC2020|BOK|0807|Bank	Of	Khyber|13.72|13.72|13.71|13.71|1000|13.95|||
03DEC2020|BAHL|0807|Bank	AL-Habib|71|71.09|69.50|69.76|635982|70.02|||
03DEC2020|BOP|0807|B.O.Punjab|9.04|9.16|8.95|9|2444000|9.06|||
03DEC2020|FABL|0807|Faysal	Bank|17.31|18|17.31|17.39|2998000|17.26|||
03DEC2020|HBL|0807|Habib	Bank|130.01|130.98|129.75|129.91|1475106|130.39|||
03DEC2020|MEBL|0807|Meezan	Bank|98|99.03|96|97.27|373004|97.80|||
03DEC2020|NBP|0807|National	Bank|40.48|40.90|40.40|40.57|814000|40.31|||
03DEC2020|HMB|0807|Habib	Metropol.|38.38|38.38|38|38|21000|37.68|||
03DEC2020|MCB|0807|MCB	Bank	Ltd|180.10|185|179.50|182.11|301185|180.49|||
03DEC2020|JSBL|0807|JS	Bank	Ltd|6.43|6.43|6.25|6.25|32500|6.27|||
03DEC2020|SBL|0807|Samba	Bank|8.79|8.79|7.50|7.90|3000|7.99|||
03DEC2020|SILK|0807|Silk	Bank	Ltd|0.94|0.95|0.92|0.93|1136500|0.94|||
03DEC2020|SNBL|0807|Soneri	Bank	Ltd|9.98|10.19|9.90|9.99|548500|9.90|||
03DEC2020|SCBPL|0807|St.Chart.Bank|33.60|34|33.60|33.98|12000|34.19|||
03DEC2020|UBL|0807|United	Bank|122.49|123|122|122.69|1081991|121.87|||
03DEC2020|AICL|0812|Adamjee	Ins.|37.40|37.52|36.91|36.99|388000|37.40|||
03DEC2020|IGIL|0812|IGI	Life	Ins|64.50|64.50|64.49|64.50|7000|65.42|||
03DEC2020|AGIC|0812|Ask.Gen.Insur.|25|25|24.50|24.50|3000|24.50|||
03DEC2020|CYAN|0812|Cyan	Limited|34.50|34.99|33.30|33.63|39000|33.38|||
