24DEC2020|HGFA|0806|HBL	Growth	Fund|8.60|8.60|8.50|8.55|5000|8.65|||
24DEC2020|SINDM|0819|Sindh	Modaraba|8.51|8.80|8.50|8.80|2000|8.47|||
24DEC2020|TSMF|0806|Tri-Star	Mutual|5.50|5.99|5.30|5.89|14500|5.65|||
24DEC2020|FANM|0819|AL-Noor	Mod|3.15|3.30|3.15|3.30|20000|3.15|||
24DEC2020|ARM|0819|Allied	Rent.|10|10.10|10|10.04|4500|10|||
24DEC2020|BRR|0819|B.R.R.GuardianXR|10|10|10|10|500|9.90|||
24DEC2020|FECM|0819|Elite	Cap.Mod|3.09|3.09|3.08|3.09|9000|3|||
24DEC2020|FEM|0819|Equity	Modaraba|3.54|3.60|3.50|3.50|96500|3.53|||
24DEC2020|FFLM|0819|1st.Fid.Leasing|3.50|3.50|3.40|3.50|7500|3.49|||
24DEC2020|ORIXM|0819|Orix	ModarabaXD|17.27|17.80|17.25|17.40|21500|17.55|||
24DEC2020|FHAM|0819|Habib	Modaraba|9.83|9.88|9.83|9.86|3500|9.83|||
24DEC2020|HMM|0819|Habib	Metro	Mod|8.79|9|8.79|8.88|4500|8|||
24DEC2020|FTMM|0819|F.Treet	Manuf|12.52|14.50|12.52|14.50|1500|13.50|||
24DEC2020|FIMM|0819|Imrooz	Modaraba|89|89|89|89|500|95.9260|||
24DEC2020|PIM|0819|Popular	Islamic|5.70|5.97|4.62|5.90|28000|5.50|||
24DEC2020|MODAM|0819|Mod.Al-Mali|4.10|4.15|4.10|4.11|27000|4.25|||
24DEC2020|PAKMI|0819|Pak	Mod.|1.71|1.95|1.71|1.95|1000|1.84|||
24DEC2020|FPRM|0819|Paramount	Mod|5.65|5.65|5.65|5.65|500|5.60|||
24DEC2020|PMI|0819|Prud	Mod.1st|1.25|1.49|1.25|1.45|86500|1.45|||
24DEC2020|FUDLM|0819|U.D.L.Modaraba|10.05|10.90|9.48|10.31|200000|10.48|||
