26NOV2020,HGFA,0806,HBL	Growth	Fund,7.80,8.15,7.80,8.10,27000
26NOV2020,HIFA,0806,HBL	Invest	Fund,3.05,3.05,2.99,3,8000
26NOV2020,SINDM,0819,Sindh	Modaraba,8.45,8.50,8.45,8.47,36000
26NOV2020,TSMF,0806,Tri-Star	Mutual,4,4,4,4,1000
26NOV2020,FANM,0819,AL-Noor	Mod,2.70,2.70,2.70,2.70,500
26NOV2020,BRR,0819,B.R.R.Guardian,10.50,11,10.50,10.88,13000
26NOV2020,FECM,0819,Elite	Cap.Mod,3.06,3.06,3.06,3.06,500
26NOV2020,FEM,0819,Equity	Modaraba,2.77,2.77,2.55,2.77,1500
26NOV2020,FFLM,0819,1st.Fid.Leasing,3.26,3.26,3.25,3.25,1000
26NOV2020,ORIXM,0819,Orix	ModarabaXD,17.50,17.50,17.50,17.50,38000
26NOV2020,FHAM,0819,Habib	Modaraba,9.80,9.90,9.80,9.80,40500
26NOV2020,HMM,0819,Habib	Metro	Mod,8.15,8.15,8.15,8.15,500
26NOV2020,KASBM,0819,KASB	Mod,1,1,0.98,0.98,42000
26NOV2020,MODAM,0819,Mod.Al-Mali,4.06,4.99,4.06,4.31,27500
26NOV2020,PAKMI,0819,Pak	Mod.,1.93,1.93,1.51,1.79,13000
26NOV2020,FPRM,0819,Paramount	Mod,5.15,5.70,5,5.66,41500
26NOV2020,PMI,0819,Prud	Mod.1st,1.21,1.22,1.21,1.22,9000
26NOV2020,FUDLM,0819,U.D.L.Modaraba,7.50,7.50,7.49,7.50,28000
26NOV2020,GRYL,0815,Grays	Leasing,5.48,5.48,5.48,5.48,500
26NOV2020,OLPL,0815,Orix	Leasing,25.40,25.50,25.40,25.50,13500
26NOV2020,PGLC,0815,Pak	Gulf	Leasin,0,14.6667,14.6667,14.6667,0
26NOV2020,SPLC,0815,Saudi	Pak	Leasi,1.34,1.34,1.34,1.34,2500
26NOV2020,MCBAH,0813,MCB-ARIF	Habib,30.62,31.60,30.60,31.20,13000
26NOV2020,AHL,0813,Arif	Habib	Ltd.,51.30,53,51.30,52.97,28500
26NOV2020,AHCL,0809,Arif	Habib	Corp,38.11,39.50,38.11,39.50,1000
26NOV2020,ICIBL,0813,Invest	Bank,0.97,0.98,0.94,0.98,71500
26NOV2020,FDIBL,0813,Ist.Dawood	Bank,1.98,1.98,1.94,1.97,51500
26NOV2020,JSCL,0813,Jah.Sidd.	Co.,23.40,23.95,23.01,23.77,3099000
26NOV2020,BIPLS,0813,BIPL	Securities,10.56,11.90,10.56,11.79,5000
26NOV2020,NEXT,0813,Next	Capital,9.44,9.44,9.44,9.44,500
26NOV2020,ESBL,0813,Escorts	Bank,9.60,10,9.60,9.94,58500
26NOV2020,PSX,0813,Pak	Stock	Exchange,13.05,14.06,13.05,13.90,2242000
26NOV2020,FCSC,0813,Ist.Capital	Sec,1.22,1.29,1.20,1.25,203500
26NOV2020,FCIBL,0813,F.Credit	&	Inv,7.04,7.10,6.79,7,76500
26NOV2020,EFGH,0813,EFG	Hermes	Pak,20.10,22,20,21.40,93000
26NOV2020,FNEL,0813,F.	Nat.Equities,13.50,13.65,13.39,13.56,583000
26NOV2020,JSIL,0813,JS	Investments,19.25,19.75,19.25,19.42,3000
26NOV2020,JSGCL,0813,JS	Global	Cap.,60,60,60,60,500
26NOV2020,786,0813,786	Invest	Ltd,10.95,11.74,10.95,11.49,124000
26NOV2020,DEL,0813,Dawood	Equities,5.20,5.20,5.20,5.20,500
26NOV2020,PASL,0813,Pervez	Ahmed	Co,0.82,0.83,0.79,0.80,83000
