15JAN2021,HIFA,0806,HBL	Invest	Fund,3.35,3.35,3.35,3.35,10500
15JAN2021,SINDM,0819,Sindh	Modaraba,8.55,9.20,8.55,9.20,10000
15JAN2021,TSMF,0806,Tri-Star	Mutual,6.36,6.95,6.35,6.70,95500
15JAN2021,FANM,0819,AL-Noor	Mod,3.50,3.50,3.50,3.50,3500
15JAN2021,ARM,0819,Allied	Rent.,9.65,9.65,9.65,9.65,500
15JAN2021,BRR,0819,B.R.R.Guardian,11.20,11.50,11.20,11.50,14500
15JAN2021,BRRR,0819,BRR	Guardian(R),1.49,1.56,1.30,1.54,45000
15JAN2021,FECM,0819,Elite	Cap.Mod,3.20,3.80,3,3.37,89500
15JAN2021,FEM,0819,Equity	Modaraba,3.45,3.55,3.45,3.50,25500
15JAN2021,FFLM,0819,1st.Fid.Leasing,3.75,3.75,3.75,3.75,500
15JAN2021,ORIXM,0819,Orix	Modaraba,18.13,18.24,18.13,18.24,5500
15JAN2021,FHAM,0819,Habib	Modaraba,9.99,10.09,9.90,10.04,76500
15JAN2021,HMM,0819,Habib	Metro	Mod,8.80,8.80,8.80,8.80,1000
15JAN2021,FIBLM,0819,I.B.L.Modarab,3,3.24,2.72,2.72,5000
15JAN2021,KASBM,0819,KASB	Mod,1.50,1.75,1.50,1.57,35000
15JAN2021,PAKMI,0819,Pak	Mod.,1.80,2.60,1.80,2.41,1633000
15JAN2021,PMI,0819,Prud	Mod.1st,1.49,2.24,1.30,2.14,3757500
15JAN2021,TRSM,0819,Trust	Modaraba,3.14,3.14,3.14,3.14,1500
15JAN2021,FUDLM,0819,U.D.L.Modaraba,13.39,14,13.30,13.30,131500
15JAN2021,GRYL,0815,Grays	Leasing,5.89,5.89,5.40,5.87,7000
15JAN2021,OLPL,0815,Orix	Leasing,27.20,28,26.91,27.14,206000
15JAN2021,PGLC,0815,Pak	Gulf	Leasin,11.50,11.50,9.50,9.52,1500
15JAN2021,SPLC,0815,Saudi	Pak	Leasi,1.39,1.75,1.22,1.58,1014000
15JAN2021,AHL,0813,Arif	Habib	Ltd.,69.20,70,69,69.38,21000
15JAN2021,AHCL,0809,Arif	Habib	Corp,41.44,41.50,40.07,41.14,22000
15JAN2021,ICIBL,0813,Invest	Bank,2.62,2.69,2.52,2.56,764500
15JAN2021,FDIBL,0813,Ist.Dawood	Bank,2.49,2.51,2.40,2.42,247000
15JAN2021,JSCL,0813,Jah.Sidd.	Co.,29.48,30.25,29.10,29.50,7465000
15JAN2021,BIPLS,0813,BIPL	Securities,13.91,16.12,13.90,16.07,20500
