05APR2021,HGFA,0806,HBL	Growth	Fund,8.40,8.40,8.40,8.40,500
05APR2021,HIFA,0806,HBL	Invest	Fund,3.01,3.01,3,3,30000
05APR2021,SINDM,0819,Sindh	Modaraba,0,0,0,9.1529,0
05APR2021,FANM,0819,AL-Noor	Mod,3.20,3.20,3.20,3.20,2000
05APR2021,ARM,0819,Allied	Rent.,8.55,8.55,7.65,7.65,22500
05APR2021,BFMOD,0819,B.F.Modaraba,4.50,4.50,4.01,4.24,3000
05APR2021,BRR,0819,B.R.R.Guardian,10,10,10,10,49000
05APR2021,FECM,0819,Elite	Cap.Mod,3.64,4,3.21,3.97,65500
05APR2021,ORIXM,0819,Orix	Modaraba,17.03,17.03,17.03,17.03,2000
05APR2021,FHAM,0819,Habib	Modaraba,9.16,9.16,8.49,8.52,159500
05APR2021,HMM,0819,Habib	Metro	Mod,6.02,6.05,6.02,6.05,1500
05APR2021,KASBM,0819,KASB	Mod,2.60,2.60,1.73,1.86,1700500
05APR2021,MODAM,0819,Mod.Al-Mali,3.83,4.10,3.83,3.94,8000
05APR2021,PAKMI,0819,Pak	Mod.,2.05,2.64,2.05,2.59,7500
05APR2021,FPRM,0819,Paramount	Mod,4.72,4.72,4.72,4.72,3500
05APR2021,PMI,0819,Prud	Mod.1st,1.89,1.89,1.61,1.63,38500
05APR2021,FUDLM,0819,U.D.L.Modaraba,9.10,9.10,9,9.01,9000
05APR2021,UCAPM,0819,Unicap	Modaraba,4.55,4.55,3.90,3.97,387000
05APR2021,OLPL,0815,Orix	Leasing,23.41,23.41,23.41,23.41,500
05APR2021,PGLC,0815,Pak	Gulf	Leasin,7.36,7.36,7.36,7.36,500
05APR2021,SLL,0815,SME	Leasing	Ltd,3.50,3.50,3.50,3.50,500
05APR2021,SPLC,0815,Saudi	Pak	Leasi,1.30,1.31,1.30,1.31,3000
05APR2021,AHL,0813,Arif	Habib	Ltd.,65,66,65,65,69500
05APR2021,AHCL,0809,Arif	Habib	Corp,36.25,36.31,36.25,36.25,3500
05APR2021,ICIBL,0813,Invest	Bank,2.20,2.25,2.14,2.15,360500
05APR2021,FDIBL,0813,Ist.Dawood	Bank,2.31,2.34,2.23,2.24,322500
05APR2021,JSCL,0813,Jah.Sidd.	Co.,19.05,19.10,17.75,18.02,3340000
