Unnamed: 0,Unnamed: 0.1,Date,Open,High,Low,Close,Volume,Predicted Price,21 SMA,50 SMA,100 SMA,200 SMA,14 RSI,Upper BBand,Middle BBand,Lower BBand,MACD,MACD Signal,MACD Trend,52-week high,52-week low,21-avg volume,First Resistance,Second Resistance,Third Resistance,First Support,Second Support,Third Support,Score
0,3714,2015-03-30,7578.5275,7578.5275,7578.5275,7578.5275,20,7873.025,,,,,,,,,,,,,,,7578.5275,7578.5275,7578.5275,7578.5275,7578.5275,7578.5275,1
1,3715,2015-03-31,7499.6251,7929.2912,7499.6251,7726.0672,140,7818.441,,,,,,,,,,,,,,,7937.030566666667,8147.993933333333,8366.696666666667,7507.364466666668,7288.661733333334,7077.698366666668,-1
2,3716,2015-04-01,8046.4728,8046.4728,7726.0672,7726.0672,20,7785.765,,,,,,,,,,,,,,,7939.670933333334,8153.274666666666,8260.076533333333,7619.265333333335,7512.463466666668,7298.859733333335,-1
3,3717,2015-04-02,7847.264,7847.264,7726.0672,7726.0672,20,7757.1084,,,,,,,,,,,,,,,7806.865066666668,7887.662933333334,7928.061866666668,7685.668266666668,7645.2693333333345,7564.471466666669,1
4,3718,2015-04-03,7847.264,7847.264,7726.0672,7726.0672,20,7719.0356,,,,,,,,,,,,,,,7806.865066666668,7887.662933333334,7928.061866666668,7685.668266666668,7645.2693333333345,7564.471466666669,0
5,3719,2015-04-06,7847.264,7847.264,7726.0672,7726.0672,20,7743.061,,,,,,,,,,,,,,,7806.865066666668,7887.662933333334,7928.061866666668,7685.668266666668,7645.2693333333345,7564.471466666669,0
6,3720,2015-04-07,7847.264,7847.264,7726.0672,7726.0672,20,7767.633,,,,,,,,,,,,,,,7806.865066666668,7887.662933333334,7928.061866666668,7685.668266666668,7645.2693333333345,7564.471466666669,0
7,3721,2015-04-08,7538.6857,7538.6857,7538.6857,7538.6857,40,7767.633,,,,,,,,,,,,,,,7538.685699999998,7538.685699999999,7538.685699999998,7538.685699999998,7538.685699999999,7538.685699999998,1
8,3722,2015-04-09,7915.62,7915.62,7577.7462,7577.7462,40,7719.0015,,,,,,,,,,,,,,,7802.9954,8028.2446,8140.8692,7465.121599999999,7352.496999999999,7127.247799999999,1
9,3723,2015-04-10,7382.4435,7577.7462,7382.4435,7577.7462,40,7685.0737,,,,,,,,,,,,,,,7642.8471,7707.947999999999,7838.149799999999,7447.544400000001,7317.342600000001,7252.241700000001,0
10,3724,2015-04-13,7382.4435,7577.7462,7382.4435,7577.7462,40,7660.325,,,,,,,,,,,,,,,7642.8471,7707.947999999999,7838.149799999999,7447.544400000001,7317.342600000001,7252.241700000001,0
11,3725,2015-04-14,7382.4435,7577.7462,7382.4435,7577.7462,40,7636.8853,,,,,,,,,,,,,,,7642.8471,7707.947999999999,7838.149799999999,7447.544400000001,7317.342600000001,7252.241700000001,1
12,3726,2015-04-15,7382.4435,7577.7462,7382.4435,7577.7462,40,7612.0386,,,,,,,,,,,,,,,7642.8471,7707.947999999999,7838.149799999999,7447.544400000001,7317.342600000001,7252.241700000001,-1
13,3727,2015-04-16,7265.2619,7288.6982,7265.2619,7280.8861,100,7618.5444,,,,,,,,,,,,,,,7291.302233333333,7301.718366666666,7314.738533333332,7267.865933333333,7254.845766666667,7244.429633333334,0
14,3728,2015-04-17,7265.2619,7288.6982,7265.2619,7280.8861,100,7541.5005,,,,,27.81582781514209,,,,,,,,,,7291.302233333333,7301.718366666666,7314.738533333332,7267.865933333333,7254.845766666667,7244.429633333334,-1
15,3729,2015-04-20,7226.2013,7265.2619,7226.2013,7265.2619,60,7471.9644,,,,,27.1352218762318,,,,,,,,,,7278.282099999999,7291.3023,7317.3427,7239.221499999999,7213.181099999999,7200.160899999998,1
16,3730,2015-04-21,7499.6251,7499.6251,7265.2619,7265.2619,40,7413.875,,,,,27.135221876231803,,,,,,,,,,7421.504033333334,7577.746166666667,7655.867233333333,7187.140833333334,7109.019766666667,6952.777633333334,1
17,3731,2015-04-22,7343.383000000001,7343.383000000001,7343.383000000001,7343.383000000001,20,7361.859,,,,,36.18917116640752,,,,,,,,,,7343.383000000001,7343.383000000001,7343.383000000001,7343.383000000001,7343.383000000001,7343.383000000001,-1
18,3732,2015-04-23,7343.383000000001,7343.383000000001,7343.383000000001,7343.383000000001,20,7329.8647,,,,,36.18917116640751,,,,,,,,,,7343.383000000001,7343.383000000001,7343.383000000001,7343.383000000001,7343.383000000001,7343.383000000001,-1
