Open,High,Low,Close,Volume,Date
-0.10629999999999995,0.047799999999999954,0.047799999999999954,0.047799999999999954,0.0,2001-01-03
0.0,0.0,0.0,0.0,0.0,2001-01-04
0.0,0.0,0.0,0.0,0.0,2001-01-05
0.0,0.0,0.0,0.0,0.0,2001-01-08
0.0,0.0,0.0,0.0,0.0,2001-01-09
0.0,0.0,0.0,0.0,0.0,2001-01-10
0.0,0.0,0.0,0.0,0.0,2001-01-11
0.0,0.0,0.0,0.0,0.0,2001-01-12
0.0,0.0,0.0,0.0,0.0,2001-01-15
0.0,0.0,0.0,0.0,0.0,2001-01-16
0.0,0.0,0.0,0.0,0.0,2001-01-17
0.0,0.0,0.0,0.0,0.0,2001-01-18
0.0,0.0,0.0,0.0,0.0,2001-01-19
0.0,0.0,0.0,0.0,0.0,2001-01-22
0.0,0.0,0.0,0.0,0.0,2001-01-23
0.0,0.0,0.0,0.0,0.0,2001-01-24
0.0,0.0,0.0,0.0,0.0,2001-01-25
0.0,0.0,0.0,0.0,0.0,2001-01-26
0.0,0.0,0.0,0.0,0.0,2001-01-29
0.0,0.0,0.0,0.0,0.0,2001-01-30
0.0,0.0,0.0,0.0,0.0,2001-01-31
0.047799999999999954,0.0,0.0,0.0,0.0,2001-02-01
0.0,0.0,0.0,0.0,0.0,2001-02-02
0.0,0.0,0.0,0.0,0.0,2001-02-05
0.0,0.0,0.0,0.0,0.0,2001-02-06
0.0,0.0,0.0,0.0,0.0,2001-02-07
0.0,0.0,0.0,0.0,0.0,2001-02-08
0.0,-0.05049999999999999,-0.05049999999999999,-0.05049999999999999,0.0,2001-02-09
-0.05049999999999999,0.0027000000000000357,0.0027000000000000357,0.0027000000000000357,8545.0,2001-02-12
0.0,0.0,0.0,0.0,0.0,2001-02-13
0.0,0.0,0.0,0.0,0.0,2001-02-14
0.029200000000000004,0.053100000000000036,0.0,0.026499999999999968,8544.0,2001-02-15
0.026600000000000068,0.0,0.053100000000000036,0.026600000000000068,-12817.0,2001-02-16
0.0,0.0,0.0,0.0,0.0,2001-02-19
0.0,0.0026999999999999247,0.0026999999999999247,0.0026999999999999247,0.0,2001-02-20
0.0026999999999999247,-0.016000000000000014,-0.016000000000000014,-0.016000000000000014,0.0,2001-02-21
0.0,0.0,0.0,0.0,0.0,2001-02-22
-0.016000000000000014,0.03990000000000005,0.0,0.03990000000000005,0.0,2001-02-23
0.03990000000000005,0.3853,0.10100000000000009,0.3853,34178.0,2001-02-26
0.3853,-0.04249999999999998,0.28169999999999995,-0.04249999999999998,-34178.0,2001-02-27
-0.04249999999999998,0.05580000000000007,0.029300000000000104,0.05580000000000007,21362.0,2001-02-28
0.0,0.0,0.0,0.0,0.0,2001-03-01
0.0,0.0,0.0,0.0,0.0,2001-03-02
0.0,0.0,0.0,0.0,0.0,2001-03-05
0.0,0.0,0.0,0.0,0.0,2001-03-06
0.0,0.0,0.0,0.0,0.0,2001-03-07
0.0,0.0,0.0,0.0,0.0,2001-03-08
0.0,0.0,0.0,0.0,0.0,2001-03-09
0.0,0.0,0.0,0.0,0.0,2001-03-12
0.05580000000000007,-0.05310000000000015,-0.0798000000000001,-0.05310000000000015,-17089.0,2001-03-13
0.0,0.0,0.0,0.0,0.0,2001-03-14
-0.05310000000000015,0.0,0.0,0.0,0.0,2001-03-15
0.0,0.0,0.0,0.0,0.0,2001-03-16
0.0,0.0,0.0,0.0,0.0,2001-03-19
0.0,0.0,0.0,0.0,0.0,2001-03-20
0.0,0.0,0.0,0.0,0.0,2001-03-21
0.0,0.0,0.0,0.0,0.0,2001-03-22
0.0,0.0,0.0,0.0,0.0,2001-03-23
0.0,0.0,0.0,0.0,0.0,2001-03-26
0.0,0.0,0.0,0.0,0.0,2001-03-27
0.0,0.0,0.0,0.0,0.0,2001-03-28
0.0,0.0,0.0,0.0,0.0,2001-03-29
0.0,0.0,0.0,0.0,0.0,2001-03-30
0.0,0.0,0.0,0.0,0.0,2001-04-02
0.0,0.0,0.0,0.0,0.0,2001-04-03
0.0,0.0,0.0,0.0,0.0,2001-04-04
0.0,0.0,0.0,0.0,0.0,2001-04-05
0.0,0.0,0.0,0.0,0.0,2001-04-06
0.0,0.0,0.0,0.0,0.0,2001-04-09
0.0,0.0,0.0,0.0,0.0,2001-04-10
0.0,0.0,0.0,0.0,0.0,2001-04-11
0.0,0.0,0.0,0.0,0.0,2001-04-12
0.0,0.0,0.0,0.0,0.0,2001-04-13
0.0,-0.02929999999999988,0.023900000000000032,-0.02929999999999988,-8545.0,2001-04-16
0.0,0.0,0.0,0.0,0.0,2001-04-17
0.0,0.0,0.0,0.0,0.0,2001-04-18
-0.02929999999999988,0.0026999999999999247,0.0026999999999999247,0.0026999999999999247,0.0,2001-04-19
0.0,0.0,0.0,0.0,0.0,2001-04-20
0.0,0.0,0.0,0.0,0.0,2001-04-23
0.0026999999999999247,-0.026599999999999957,-0.026599999999999957,-0.026599999999999957,0.0,2001-04-24
0.0,0.0,0.0,0.0,0.0,2001-04-25
0.0,0.0,0.0,0.0,0.0,2001-04-26
0.0,0.0,0.0,0.0,0.0,2001-04-27
0.0,0.0,0.0,0.0,0.0,2001-04-30
0.0,0.0,0.0,0.0,0.0,2001-05-01
0.0,0.0,0.0,0.0,0.0,2001-05-02
0.0,0.0,0.0,0.0,0.0,2001-05-03
-0.026599999999999957,0.053199999999999914,0.053199999999999914,0.053199999999999914,4272.0,2001-05-04
0.0,0.0,0.0,0.0,0.0,2001-05-07
0.0,0.0,0.0,0.0,0.0,2001-05-08
0.0,0.0,0.0,0.0,0.0,2001-05-09
0.0,0.0,0.0,0.0,0.0,2001-05-10
0.0,0.0,0.0,0.0,0.0,2001-05-11
0.0,0.0,0.0,0.0,0.0,2001-05-14
0.0,0.0,0.0,0.0,0.0,2001-05-15
0.053199999999999914,0.10630000000000006,0.10630000000000006,0.10630000000000006,-4272.0,2001-05-16
0.0,0.0,0.0,0.0,0.0,2001-05-17
0.0,0.0,0.0,0.0,0.0,2001-05-18
0.0,0.0,0.0,0.0,0.0,2001-05-21
0.0,0.0,0.0,0.0,0.0,2001-05-22
0.0,0.0,0.0,0.0,0.0,2001-05-23
0.10630000000000006,-0.047900000000000054,-0.047900000000000054,-0.047900000000000054,0.0,2001-05-24
-0.047900000000000054,0.3136000000000001,0.2605000000000002,0.2605000000000002,4272.0,2001-05-25
0.2605000000000002,-0.053099999999999925,0.0,0.0,-4272.0,2001-05-28
0.0,0.0,0.0,0.0,0.0,2001-05-29
0.0,0.0,0.0,0.0,0.0,2001-05-30
0.0,0.0,0.0,0.0,0.0,2001-05-31
0.0,0.0,0.0,0.0,0.0,2001-06-01
0.0,0.0,0.0,0.0,0.0,2001-06-04
0.0,0.0,0.0,0.0,0.0,2001-06-05
0.0,0.026599999999999957,0.026599999999999957,0.026599999999999957,0.0,2001-06-06
0.026599999999999957,0.0,0.0,0.0,72628.0,2001-06-07
0.0,0.0,0.0,0.0,0.0,2001-06-08
0.0,0.0,0.0,0.0,0.0,2001-06-11
0.0,-0.026599999999999957,-0.026599999999999957,-0.026599999999999957,-68356.0,2001-06-12
0.0,0.0,0.0,0.0,0.0,2001-06-13
0.0,0.0,0.0,0.0,0.0,2001-06-14
-0.026599999999999957,0.0,0.0,0.0,-4272.0,2001-06-15
0.0,0.0,0.0,0.0,8545.0,2001-06-18
0.0,0.0,0.0,0.0,0.0,2001-06-19
0.0,0.0,0.0,0.0,0.0,2001-06-20
0.0,0.0,0.0,0.0,0.0,2001-06-21
0.0,0.0,0.0,0.0,0.0,2001-06-22
0.0,0.0,0.0,0.0,0.0,2001-06-25
0.0,0.0,0.0,0.0,8544.0,2001-06-26
0.0,0.0,0.0,0.0,0.0,2001-06-27
0.0,0.0,0.0,0.0,0.0,2001-06-28
0.0,0.20729999999999982,0.20729999999999982,0.20729999999999982,-17089.0,2001-06-29
0.0,0.0,0.0,0.0,0.0,2001-07-02
0.0,0.0,0.0,0.0,0.0,2001-07-03
0.20729999999999982,-0.23119999999999985,-0.23119999999999985,-0.23119999999999985,0.0,2001-07-04
0.0,0.0,0.0,0.0,0.0,2001-07-05
0.0,0.0,0.0,0.0,0.0,2001-07-06
0.0,0.0,0.0,0.0,0.0,2001-07-09
-0.23119999999999985,-0.0027000000000001467,-0.0027000000000001467,-0.0027000000000001467,0.0,2001-07-10
0.0,0.0,0.0,0.0,0.0,2001-07-11
-0.0027000000000001467,0.02660000000000018,0.02660000000000018,0.02660000000000018,0.0,2001-07-12
0.0,0.0,0.0,0.0,0.0,2001-07-13
0.0,0.0,0.0,0.0,0.0,2001-07-16
0.02660000000000018,-0.01330000000000009,-0.01330000000000009,-0.01330000000000009,0.0,2001-07-17
-0.01330000000000009,-0.06640000000000001,-0.06640000000000001,-0.06640000000000001,4272.0,2001-07-18
0.0,0.0,0.0,0.0,0.0,2001-07-19
0.0,0.0,0.0,0.0,0.0,2001-07-20
-0.06640000000000001,0.0797000000000001,0.047800000000000065,0.0797000000000001,128167.0,2001-07-23
0.0,0.0,0.0,0.0,0.0,2001-07-24
0.0,0.0,0.0,0.0,0.0,2001-07-25
0.0,0.0,0.0,0.0,0.0,2001-07-26
0.0,0.0,0.0,0.0,0.0,2001-07-27
0.0,0.0,0.0,0.0,0.0,2001-07-30
0.0797000000000001,-0.0797000000000001,-0.047800000000000065,-0.0797000000000001,-132439.0,2001-07-31
-0.0797000000000001,0.0,0.0,0.0,8545.0,2001-08-01
0.0,0.0,0.0,0.0,12816.0,2001-08-02
0.0,0.0,0.0,0.0,0.0,2001-08-03
0.0,0.0,0.0,0.0,0.0,2001-08-06
0.0,0.0,0.0,0.0,0.0,2001-08-07
0.0,-0.0798000000000001,-0.0798000000000001,-0.0798000000000001,-17089.0,2001-08-08
-0.0798000000000001,-0.026499999999999968,-0.026499999999999968,-0.026499999999999968,8545.0,2001-08-09
0.0,0.0,0.0,0.0,0.0,2001-08-10
0.0,0.0,0.0,0.0,0.0,2001-08-13
0.0,0.0,0.0,0.0,0.0,2001-08-14
0.0,0.0,0.0,0.0,0.0,2001-08-15
-0.026499999999999968,0.0797000000000001,0.0797000000000001,0.0797000000000001,-12817.0,2001-08-16
0.0,0.0,0.0,0.0,0.0,2001-08-17
0.0,0.0,0.0,0.0,0.0,2001-08-20
0.0797000000000001,-0.0797000000000001,-0.0797000000000001,-0.0797000000000001,0.0,2001-08-21
-0.0797000000000001,0.0797000000000001,0.0797000000000001,0.0797000000000001,0.0,2001-08-22
0.0,0.0,0.0,0.0,0.0,2001-08-23
0.0797000000000001,0.0,0.0,0.0,25634.0,2001-08-24
0.0,0.1594,0.10630000000000006,0.1594,-8545.0,2001-08-27
0.0,0.0,0.0,0.0,0.0,2001-08-28
0.0,0.0,0.0,0.0,0.0,2001-08-29
0.0,0.0,0.0,0.0,0.0,2001-08-30
0.1594,0.10630000000000006,0.1594,0.10630000000000006,-17089.0,2001-08-31
0.0,0.0,0.0,0.0,0.0,2001-09-03
0.0,0.0,0.0,0.0,0.0,2001-09-04
0.0,0.0,0.0,0.0,0.0,2001-09-05
0.0,0.0,0.0,0.0,0.0,2001-09-06
0.0,0.0,0.0,0.0,0.0,2001-09-07
0.0,0.0,0.0,0.0,0.0,2001-09-10
0.0,0.0,0.0,0.0,0.0,2001-09-11
0.0,0.0,0.0,0.0,0.0,2001-09-12
0.10630000000000006,-0.10630000000000006,-0.2391000000000001,-0.10630000000000006,21361.0,2001-09-13
0.0,0.0,0.0,0.0,0.0,2001-09-14
0.0,0.0,0.0,0.0,0.0,2001-09-17
0.0,0.0,0.0,0.0,0.0,2001-09-18
0.0,0.0,0.0,0.0,0.0,2001-09-19
0.0,0.0,0.0,0.0,0.0,2001-09-20
0.0,0.0,0.0,0.0,0.0,2001-09-21
0.0,0.0,0.0,0.0,0.0,2001-09-24
0.0,0.0,0.0,0.0,0.0,2001-09-25
0.0,0.0,0.0,0.0,0.0,2001-09-26
0.0,0.0,0.0,0.0,0.0,2001-09-27
0.0,0.0,0.0,0.0,0.0,2001-09-28
0.0,0.0,0.0,0.0,0.0,2001-10-01
0.0,0.0,0.0,0.0,0.0,2001-10-02
0.0,0.0,0.0,0.0,0.0,2001-10-03
0.0,0.0,0.0,0.0,0.0,2001-10-04
0.0,0.0,0.0,0.0,0.0,2001-10-05
0.0,0.0,0.0,0.0,0.0,2001-10-08
0.0,0.0,0.0,0.0,0.0,2001-10-09
0.0,0.0,0.0,0.0,0.0,2001-10-10
0.0,0.0,0.0,0.0,0.0,2001-10-11
0.0,0.0,0.0,0.0,0.0,2001-10-12
0.0,0.0,0.0,0.0,0.0,2001-10-15
0.0,0.0,0.0,0.0,0.0,2001-10-16
0.0,0.0,0.0,0.0,0.0,2001-10-17
0.0,0.0,0.0,0.0,0.0,2001-10-18
0.0,0.0,0.0,0.0,0.0,2001-10-19
0.0,0.0,0.0,0.0,0.0,2001-10-22
0.0,0.0,0.0,0.0,0.0,2001-10-23
-0.10630000000000006,0.0,0.13280000000000003,0.0,-17089.0,2001-10-24
0.0,0.0,0.0,0.0,0.0,2001-10-25
0.0,0.0,0.0,0.0,0.0,2001-10-26
0.0,0.0,0.0,0.0,0.0,2001-10-29
0.0,0.39870000000000005,0.39870000000000005,0.39870000000000005,-4272.0,2001-10-30
0.39870000000000005,0.13290000000000002,0.12749999999999972,0.12749999999999972,17089.0,2001-10-31
0.12749999999999972,0.005300000000000082,-0.034499999999999975,-0.034499999999999975,-4272.0,2001-11-01
-0.034499999999999975,-0.005300000000000082,0.01330000000000009,0.01330000000000009,0.0,2001-11-02
0.01330000000000009,-0.02400000000000002,0.0,0.0,4272.0,2001-11-05
0.0,0.02400000000000002,-0.026599999999999735,-0.01330000000000009,4272.0,2001-11-06
0.0,0.0,0.0,0.0,0.0,2001-11-07
-0.01330000000000009,-0.01330000000000009,0.039899999999999824,0.02660000000000018,-21361.0,2001-11-08
0.0,0.0,0.0,0.0,0.0,2001-11-09
0.02660000000000018,0.01330000000000009,0.01330000000000009,0.01330000000000009,8545.0,2001-11-12
0.0,0.0,0.0,0.0,0.0,2001-11-13
0.01330000000000009,0.026499999999999968,0.026499999999999968,0.026499999999999968,29905.0,2001-11-14
0.026499999999999968,0.021300000000000097,0.021300000000000097,0.021300000000000097,-29905.0,2001-11-15
0.0,0.0,0.0,0.0,0.0,2001-11-16
0.0,0.0,0.0,0.0,0.0,2001-11-19
0.0,0.0,0.0,0.0,0.0,2001-11-20
0.0,0.0,0.0,0.0,0.0,2001-11-21
0.021300000000000097,0.006399999999999739,0.006399999999999739,0.006399999999999739,-4273.0,2001-11-22
0.0,0.0,0.0,0.0,0.0,2001-11-23
0.0,0.0,0.0,0.0,0.0,2001-11-26
0.006399999999999739,0.1283000000000003,0.12179999999999991,0.1283000000000003,64084.0,2001-11-27
0.1283000000000003,0.0,0.006500000000000394,0.0,-51267.0,2001-11-28
0.0,0.0,0.0,0.0,21361.0,2001-11-29
0.0,0.0,0.0,0.0,0.0,2001-11-30
0.06409999999999982,0.0,0.0,0.0,-12816.0,2001-12-03
0.0,0.0,0.0,0.0,0.0,2001-12-04
0.0,0.0,0.0,0.0,0.0,2001-12-05
0.0,0.0,0.0,0.0,0.0,2001-12-06
0.0,0.0,0.0,0.0,0.0,2001-12-07
0.0,0.0,0.0,0.0,0.0,2001-12-10
0.0,0.0,0.0,0.0,0.0,2001-12-11
0.0,0.0,0.0,0.0,0.0,2001-12-12
0.0,0.0,0.0,0.0,0.0,2001-12-13
0.0,0.0,0.0,0.0,0.0,2001-12-14
0.0,0.0,0.0,0.0,0.0,2001-12-17
0.0,0.0,0.0,0.0,0.0,2001-12-18
0.0,0.0,0.0,0.0,0.0,2001-12-19
0.0,0.0,0.0,0.0,0.0,2001-12-20
0.0,0.0,0.0,0.0,0.0,2001-12-21
0.0,0.0,0.0,0.0,0.0,2001-12-24
0.0,0.0,0.0,0.0,0.0,2001-12-25
-0.19240000000000013,0.0,0.0,0.0,-25634.0,2001-12-26
0.0,0.0,0.0,0.0,0.0,2001-12-27
0.0,0.0,0.0,0.0,0.0,2001-12-28
0.0,0.0,0.0,0.0,0.0,2001-12-31
0.1283000000000003,-0.06420000000000003,-0.06420000000000003,-0.06420000000000003,0.0,2002-01-01
-0.06420000000000003,0.06420000000000003,0.0,0.06420000000000003,4272.0,2002-01-02
0.06420000000000003,0.0,0.06420000000000003,0.0,0.0,2002-01-03
0.0,0.0,0.0,0.0,0.0,2002-01-04
0.0,0.0,0.0,0.0,0.0,2002-01-07
0.0,0.0,0.0,0.0,0.0,2002-01-08
0.0,0.0,0.0,0.0,0.0,2002-01-09
0.0,0.0,0.0,0.0,0.0,2002-01-10
0.0,0.0,0.0,0.0,0.0,2002-01-11
0.0,0.0,0.0,0.0,0.0,2002-01-14
0.06409999999999982,0.12819999999999965,0.06409999999999982,0.12819999999999965,0.0,2002-01-15
0.0,0.0,0.0,0.0,0.0,2002-01-16
0.19240000000000013,0.1283000000000003,0.19240000000000013,0.1283000000000003,-4272.0,2002-01-17
0.0,0.0,0.0,0.0,0.0,2002-01-18
0.0,0.0,0.0,0.0,72628.0,2002-01-21
0.0,0.0,0.0,0.0,0.0,2002-01-22
0.0,0.0,0.0,0.0,0.0,2002-01-23
0.0,0.0,0.0,0.0,0.0,2002-01-24
0.0,0.0,0.0,0.0,0.0,2002-01-25
0.0,0.0,0.0,0.0,0.0,2002-01-28
0.0,0.0,0.0,0.0,-72628.0,2002-01-29
0.0,0.0,0.0,0.0,4272.0,2002-01-30
0.0,0.0,0.0,0.0,0.0,2002-01-31
0.0,0.0,0.0,0.0,0.0,2002-02-01
0.0,0.0,0.0,0.0,0.0,2002-02-04
0.0,0.0,0.0,0.0,0.0,2002-02-05
0.0,0.0,0.0,0.0,0.0,2002-02-06
0.0,0.0,0.0,0.0,0.0,2002-02-07
0.0,0.0,0.0,0.0,0.0,2002-02-08
0.0,0.0,0.0,0.0,0.0,2002-02-11
0.0,0.0,0.0,0.0,0.0,2002-02-12
0.0,0.0,0.0,0.0,-4272.0,2002-02-13
0.0,0.0,0.0,0.0,0.0,2002-02-14
0.0,0.0,0.0,0.0,0.0,2002-02-15
0.0,0.0,0.0,0.0,0.0,2002-02-18
0.0,0.0,0.0,0.0,0.0,2002-02-19
0.0,0.0,0.0,0.0,0.0,2002-02-20
0.0,0.0,0.0,0.0,0.0,2002-02-21
0.0,0.0,0.0,0.0,0.0,2002-02-22
0.0,0.0,0.0,0.0,0.0,2002-02-25
0.0,0.12819999999999965,0.12819999999999965,0.12819999999999965,0.0,2002-02-26
0.0,0.0,0.0,0.0,0.0,2002-02-27
0.0,0.0,0.0,0.0,0.0,2002-02-28
0.0,0.0,0.0,0.0,0.0,2002-03-01
0.0,0.0,0.0,0.0,0.0,2002-03-04
0.12819999999999965,0.06410000000000027,0.06410000000000027,0.06410000000000027,4272.0,2002-03-05
