Date,Open,High,Low,Close,Volume
2011-06-01,11.5561,12.378,11.7205,12.1972,9459909.0
2011-06-02,12.1972,12.2876,12.0,12.115,673060.0
2011-06-03,12.115,12.2465,11.6383,11.8356,145084.0
2011-06-06,11.8356,11.8356,11.3095,11.6547,16730.0
2011-06-07,11.6547,11.8191,11.5315,11.6712,336466.0
2011-06-08,11.6712,11.7452,11.5561,11.7123,107350.0
2011-06-09,11.7123,11.7534,11.5808,11.6547,338734.0
2011-06-10,11.6547,11.663,11.5561,11.5561,47074.0
2011-06-13,11.5561,11.5561,11.2849,11.4575,557487.0
2011-06-14,11.4575,11.5068,11.3424,11.3424,72052.0
2011-06-15,11.3424,11.3178,11.2602,11.3178,111035.0
2011-06-16,11.3178,11.4657,10.8986,11.0958,65003.0
2011-06-17,11.0958,11.4246,11.2684,11.2684,17506.0
2011-06-20,11.2684,11.3342,11.0958,11.2684,33952.0
2011-06-21,11.2684,11.3671,11.1452,11.178,11924.0
2011-06-22,11.178,11.3589,11.3342,11.3424,20603.0
2011-06-23,11.3424,11.3342,11.1041,11.2191,12411.0
2011-06-24,11.2191,11.3589,11.0958,11.3506,6200.0
2011-06-27,11.3506,11.4246,11.3342,11.3424,125034.0
2011-06-28,11.3424,11.3835,11.1945,11.2027,12400.0
2011-06-29,11.2027,11.326,11.1863,11.1945,5000.0
2011-06-30,11.1945,11.326,11.1863,11.1863,11700.0
2011-07-01,11.1863,11.3424,11.3424,11.3424,1600.0
2011-07-04,11.3424,11.3753,11.1863,11.2684,17800.0
2011-07-05,11.2684,11.4082,11.3013,11.3424,90938.0
2011-07-06,11.3424,11.3424,11.2602,11.3013,8270.0
2011-07-07,11.3013,11.4246,11.2274,11.3013,14700.0
2011-07-08,11.3013,11.4246,11.3013,11.3013,461.0
2011-07-11,11.3013,11.3013,11.3013,11.3013,5000.0
2011-07-12,11.3013,11.3753,11.1123,11.3671,23319.0
2011-07-13,11.3671,11.4164,11.3013,11.3835,14238.0
2011-07-14,11.3835,11.3835,11.3671,11.3835,3.0
2011-07-15,11.3835,11.4164,11.2191,11.3835,25202.0
2011-07-18,11.3835,11.3835,11.178,11.1945,3508.0
2011-07-19,11.1945,11.4082,11.1205,11.178,6191.0
2011-07-20,11.178,11.3424,11.178,11.178,5003.0
