,Unnamed: 0,Date,Open,High,Low,Close,Volume,Predicted Price,21 SMA,50 SMA,100 SMA,200 SMA,14 RSI,Upper BBand,Middle BBand,Lower BBand,MACD,MACD Signal,MACD Trend,52-week high,52-week low,21-avg volume,First Resistance,Second Resistance,Third Resistance,First Support,Second Support,Third Support
0,2604,2017-01-02,18.0617,18.0617,18.0617,18.0617,575.0,18.69514,,,,,,,,,,,NaN,NaN,NaN,NaN,18.0617,18.0617,18.0617,18.0617,18.0617,18.0617
1,2605,2017-01-03,18.5998,18.961,18.5998,18.961,6330.0,18.502518,,,,,,,,,,,NaN,NaN,NaN,NaN,19.0814,19.2018,19.4426,18.7202,18.4794,18.358999999999998
2,2606,2017-01-04,18.5998,18.961,18.5998,18.961,6330.0,18.575907,,,,,,,,,,,NaN,NaN,NaN,NaN,19.0814,19.2018,19.4426,18.7202,18.4794,18.358999999999998
3,2607,2017-01-05,18.0848,18.961,18.0848,18.961,575.0,18.714622,,,,,,,,,,,NaN,NaN,NaN,NaN,19.253066666666662,19.54513333333333,20.12926666666666,18.376866666666665,17.792733333333334,17.500666666666667
4,2608,2017-01-06,19.2146,19.253,18.2231,19.253,4604.0,18.808813,,,,,,,,,,,NaN,NaN,NaN,NaN,19.596300000000003,19.939600000000002,20.626200000000004,18.5664,17.8798,17.5365
5,2609,2017-01-09,19.2146,19.253,18.2231,19.253,4604.0,18.974945,,,,,,,,,,,NaN,NaN,NaN,NaN,19.596300000000003,19.939600000000002,20.626200000000004,18.5664,17.8798,17.5365
6,2610,2017-01-10,18.7919,19.5989,18.7919,19.5989,7481.0,19.140846,,,,,,,,,,,NaN,NaN,NaN,NaN,19.8679,20.1369,20.6749,19.060899999999997,18.522899999999996,18.253899999999994
7,2611,2017-01-11,18.7919,19.5989,18.7919,19.5989,7481.0,19.293633,,,,,,,,,,,NaN,NaN,NaN,NaN,19.8679,20.1369,20.6749,19.060899999999997,18.522899999999996,18.253899999999994
8,2612,2017-01-12,19.9063,20.575,19.9832,20.575,4028.0,19.43282,,,,,,,,,,,NaN,NaN,NaN,NaN,20.77226666666667,20.969533333333334,21.36406666666667,20.18046666666667,19.785933333333336,19.588666666666672
9,2613,2017-01-13,21.5204,21.5204,20.7518,20.7518,7481.0,19.80119,,,,,,,,,,,NaN,NaN,NaN,NaN,21.2642,21.7766,22.032799999999998,20.4956,20.2394,19.727
10,2614,2017-01-16,21.5127,21.7817,21.6433,21.6433,3453.0,20.1807,,,,,,,,,,,NaN,NaN,NaN,NaN,21.73556666666666,21.82783333333333,21.87396666666666,21.59716666666666,21.55103333333333,21.45876666666666
11,2615,2017-01-17,21.8278,22.6656,20.5981,22.5964,14963.0,20.706326,,,,,,,,,,,NaN,NaN,NaN,NaN,23.308633333333336,24.02086666666667,25.37613333333334,21.241133333333334,19.885866666666665,19.17363333333333
12,2616,2017-01-18,21.8278,22.6656,20.5981,22.5964,14963.0,21.404844,,,,,,,,,,,NaN,NaN,NaN,NaN,23.308633333333336,24.02086666666667,25.37613333333334,21.241133333333334,19.885866666666665,19.17363333333333
13,2617,2017-01-19,22.5964,22.5964,22.5964,22.5964,575.0,21.963232,,,,,,,,,,,NaN,NaN,NaN,NaN,22.5964,22.5964,22.5964,22.5964,22.5964,22.5964
14,2618,2017-01-20,21.5204,22.6348,21.4666,22.6348,5755.0,22.276863,,,,,100.0,,,,,,NaN,NaN,NaN,NaN,23.0242,23.4136,24.1924,21.856,21.0772,20.687800000000003
15,2619,2017-01-23,21.505,21.505,21.505,21.505,1151.0,22.487272,,,,,78.98535224366428,,,,,,NaN,NaN,NaN,NaN,21.505,21.505,21.505,21.505,21.505,21.505
16,2620,2017-01-24,20.4444,20.4444,20.4367,20.4367,1151.0,22.267155,,,,,65.06247388695829,,,,,,NaN,NaN,NaN,NaN,20.44183333333334,20.446966666666672,20.449533333333342,20.434133333333335,20.431566666666665,20.426433333333332
17,2621,2017-01-25,19.4375,19.4375,19.4375,19.4375,2302.0,21.658678,,,,,55.25229989173969,,,,,,NaN,NaN,NaN,NaN,19.4375,19.4375,19.4375,19.4375,19.4375,19.4375
18,2622,2017-01-26,19.4375,19.4375,19.4375,19.4375,2302.0,20.869799,,,,,55.252299891739696,,,,,,NaN,NaN,NaN,NaN,19.4375,19.4375,19.4375,19.4375,19.4375,19.4375
19,2623,2017-01-27,20.4059,20.4059,19.9832,19.9832,7481.0,20.219852,,,,,59.15328397950277,23.168553830786397,20.342125,17.5156961692136,,,NaN,NaN,NaN,NaN,20.264999999999997,20.546799999999998,20.687699999999996,19.842299999999998,19.7014,19.4196
20,2624,2017-01-30,19.2838,19.2838,19.2838,19.2838,575.0,19.920073,20.29172857142857,,,,52.800059123131824,23.078619200920148,20.40323,17.727840799079853,,,NaN,NaN,NaN,NaN,19.2838,19.2838,19.2838,19.2838,19.2838,19.2838
21,2625,2017-01-31,20.2368,20.2445,20.2445,20.2445,6330.0,19.653942,20.39567142857143,,,,59.27098107069823,23.06168085693975,20.467405,17.87312914306025,,,NaN,NaN,NaN,4960.0,20.2445,20.2445,20.2445,20.2445,20.2445,20.2445
22,2626,2017-02-01,19.6681,21.0977,19.6681,21.0977,3453.0,19.7356,20.497419047619047,,,,63.992343147922305,23.08625423276243,20.574239999999996,18.062225767237564,,,NaN,NaN,NaN,5234.047619047619,21.574233333333336,22.050766666666668,23.003833333333336,20.144633333333335,19.191566666666667,18.715033333333334
