,Unnamed: 0,Date,Open,High,Low,Close,Volume,Predicted Price,21 SMA,50 SMA,100 SMA,200 SMA,14 RSI,Upper BBand,Middle BBand,Lower BBand,MACD,MACD Signal,MACD Trend,52-week high,52-week low,21-avg volume,First Resistance,Second Resistance,Third Resistance,First Support,Second Support,Third Support
0,3752,2015-05-21,210.1538,211.7299,208.4777,209.3366,24200,210.83424,,,,,,,,,,,NaN,NaN,NaN,NaN,211.21843333333337,213.10026666666667,214.47063333333335,207.96623333333338,206.5958666666667,204.7140333333334
1,3753,2015-05-22,211.3964,211.4381,207.6521,208.6278,21300,209.90514,,,,,,,,,,,NaN,NaN,NaN,NaN,210.82656666666665,213.02533333333332,214.61256666666665,207.04056666666665,205.45333333333332,203.25456666666665
2,3754,2015-05-25,212.6472,212.6472,208.4777,209.1865,28500,209.00333,,,,,,,,,,,NaN,NaN,NaN,NaN,211.72990000000001,214.2733,215.8994,207.56040000000002,205.9343,203.39090000000002
3,3755,2015-05-26,209.3116,209.9787,208.8946,208.903,12500,208.99911,,,,,,,,,,,NaN,NaN,NaN,NaN,209.62293333333335,210.34286666666668,210.70703333333336,208.53883333333334,208.17466666666667,207.45473333333334
4,3756,2015-05-27,208.8946,211.805,208.8946,209.5284,22800,208.72801,,,,,,,,,,,NaN,NaN,NaN,NaN,211.2574,212.9864,214.1678,208.34699999999998,207.16559999999998,205.43659999999997
5,3757,2015-05-28,209.5284,210.2289,208.5611,209.8703,6000,208.33801,,,,,,,,,,,NaN,NaN,NaN,NaN,210.54576666666668,211.22123333333334,212.21356666666668,208.87796666666668,207.88563333333335,207.21016666666668
6,3758,2015-05-29,209.7285,214.2734,209.4367,211.0211,93900,208.34229,,,,,,,,,,,NaN,NaN,NaN,NaN,213.71743333333328,216.41376666666665,218.55413333333328,208.88073333333327,206.74036666666663,204.04403333333326
7,3759,2015-06-01,214.315,214.315,210.6041,211.2546,59300,208.9048,,,,,,,,,,,NaN,NaN,NaN,NaN,213.51170000000005,215.76880000000003,217.22260000000006,209.80080000000004,208.347,206.08990000000003
8,3760,2015-06-02,212.814,215.0656,210.9794,213.5062,107700,209.24623,,,,,,,,,,,NaN,NaN,NaN,NaN,215.38806666666665,217.2699333333333,219.47426666666664,211.30186666666665,209.09753333333333,207.21566666666666
9,3761,2015-06-03,214.315,216.3164,212.2303,212.6722,65000,210.19235,,,,,,,,,,,NaN,NaN,NaN,NaN,215.24896666666672,217.82573333333335,219.3350666666667,211.16286666666673,209.65353333333337,207.07676666666674
10,3762,2015-06-04,211.8217,213.1059,211.2379,212.1469,55400,210.74083,,,,,,,,,,,NaN,NaN,NaN,NaN,213.08923333333328,214.03156666666663,214.95723333333328,211.2212333333333,210.29556666666664,209.3532333333333
11,3763,2015-06-05,211.313,212.5638,210.9794,211.3213,17600,211.24625,,,,,,,,,,,NaN,NaN,NaN,NaN,212.26359999999994,213.20589999999996,213.84799999999993,210.67919999999995,210.03709999999998,209.09479999999996
12,3764,2015-06-08,206.8099,221.8202,204.3165,219.8939,306800,211.05171,,,,,,,,,,,NaN,NaN,NaN,NaN,226.3705666666667,232.84723333333335,243.8742666666667,208.86686666666668,197.83983333333333,191.36316666666667
13,3765,2015-06-09,220.1524,223.4881,218.4846,220.4693,198000,213.06757,,,,,,,,,,,NaN,NaN,NaN,NaN,223.14339999999999,225.8175,228.1469,218.13989999999998,215.8105,213.13639999999998
14,3766,2015-06-10,222.6458,223.6965,219.3185,220.0273,264300,214.57246,,,,,79.8138222219743,,,,,,NaN,NaN,NaN,NaN,222.70969999999997,225.39209999999997,227.08769999999996,218.33169999999998,216.6361,213.9537
15,3767,2015-06-11,220.1441,222.0287,218.4929,219.5854,176500,216.137,,,,,77.75010041171934,,,,,,NaN,NaN,NaN,NaN,221.57843333333332,223.57146666666665,225.11423333333332,218.04263333333333,216.49986666666666,214.50683333333333
16,3768,2015-06-12,220.1524,222.6542,219.3185,221.7785,156300,216.53033,,,,,80.45159165292412,,,,,,NaN,NaN,NaN,NaN,223.18230000000003,224.58610000000002,226.51800000000003,219.84660000000002,217.9147,216.51090000000002
17,3769,2015-06-15,221.8119,223.4881,219.11,222.8626,302300,219.2284,,,,,81.6384026474183,,,,,,NaN,NaN,NaN,NaN,224.53046666666665,226.19833333333332,228.90856666666664,220.15236666666667,217.44213333333335,215.77426666666668
18,3770,2015-06-16,221.8202,225.1475,213.4811,215.9078,439400,219.94424,,,,,57.514502961925686,,,,,,NaN,NaN,NaN,NaN,222.8765,229.8452,234.5429,211.21009999999998,206.51239999999999,199.54369999999997
19,3771,2015-06-17,215.9829,216.8168,212.6556,213.0892,56700,219.0353,,,,,50.94425558785232,223.57226037917525,214.04944500000002,204.5266296208248,,,NaN,NaN,NaN,NaN,215.7188,218.3484,219.88,211.55759999999998,210.02599999999998,207.39639999999997
20,3772,2015-06-18,215.4658,215.8995,213.7313,214.4151,35300,217.26541,214.06685714285717,,,,53.627889193593425,223.57756323932645,214.30337,205.02917676067355,,,NaN,NaN,NaN,NaN,215.6326333333333,216.85016666666664,217.8008333333333,213.46443333333332,212.51376666666667,211.29623333333333
21,3773,2015-06-19,213.4895,213.5228,212.6472,212.8557,6600,216.20786,214.23443333333339,,,,50.15284473119726,223.44833313244987,214.51476499999998,205.5811968675501,,,NaN,NaN,NaN,116657.14285714286,213.36993333333334,213.88416666666666,214.24553333333333,212.49433333333334,212.13296666666668,211.61873333333335
22,3774,2015-06-22,211.8133,212.6472,209.8369,210.5374,12800,215.23416,214.3253666666667,,,,45.438803881489356,223.37299797965224,214.58231,205.79162202034777,,,NaN,NaN,NaN,115819.04761904762,212.17743333333334,213.81746666666666,214.98773333333332,209.36713333333336,208.1968666666667,206.55683333333337
23,3775,2015-06-23,210.1372,212.2303,209.3366,209.8203,45700,212.6109,214.35554761904768,,,,44.05927780344929,223.30874043063403,214.628175,205.94760956936597,,,NaN,NaN,NaN,115414.28571428571,211.5882,213.3561,214.4819,208.6945,207.5687,205.8008
24,3776,2015-06-24,212.5472,212.6055,210.2289,210.9627,39000,211.01544,214.45362857142862,,,,46.82878661046955,223.23319208158478,214.69989,206.16658791841525,,,NaN,NaN,NaN,116233.33333333333,212.3025,213.6423,214.6791,209.9259,208.8891,207.54930000000002
