,Unnamed: 0,Date,Open,High,Low,Close,Volume,Predicted Price,21 SMA,50 SMA,100 SMA,200 SMA,14 RSI,Upper BBand,Middle BBand,Lower BBand,MACD,MACD Signal,MACD Trend,52-week high,52-week low,21-avg volume,First Resistance,Second Resistance,Third Resistance,First Support,Second Support,Third Support
0,3730,2015-05-22,29.3291,29.3674,28.5251,29.0917,39000,29.13394,,,,,,,,,,,NaN,NaN,NaN,NaN,29.464366666666667,29.837033333333334,30.30666666666667,28.622066666666665,28.15243333333333,27.779766666666664
1,3731,2015-05-25,29.3291,29.4746,29.0994,29.0994,7000,29.150145,,,,,,,,,,,NaN,NaN,NaN,NaN,29.349533333333337,29.599666666666668,29.724733333333337,28.974333333333337,28.84926666666667,28.599133333333338
2,3732,2015-05-26,28.4868,28.5787,28.4868,28.4868,3500,29.237743,,,,,,,,,,,NaN,NaN,NaN,NaN,28.548066666666667,28.609333333333336,28.63996666666667,28.456166666666665,28.42553333333333,28.364266666666662
3,3733,2015-05-27,29.0611,29.9111,29.0611,29.9111,99500,29.055674,,,,,,,,,,,NaN,NaN,NaN,NaN,30.19443333333334,30.47776666666667,31.04443333333334,29.34443333333334,28.77776666666667,28.494433333333337
4,3734,2015-05-28,30.2481,30.4395,29.4823,29.6891,20000,29.419214,,,,,,,,,,,NaN,NaN,NaN,NaN,30.258300000000002,30.8275,31.215500000000002,29.3011,28.9131,28.3439
5,3735,2015-05-29,29.3368,29.8652,29.0994,29.1224,9000,29.762571,,,,,,,,,,,NaN,NaN,NaN,NaN,29.625266666666672,30.128133333333338,30.391066666666674,28.85946666666667,28.596533333333333,28.093666666666667
6,3736,2015-06-01,29.8499,30.5773,29.8575,30.5773,67000,29.626524,,,,,,,,,,,NaN,NaN,NaN,NaN,30.817233333333334,31.057166666666667,31.537033333333333,30.097433333333335,29.61756666666667,29.377633333333335
7,3737,2015-06-02,31.3814,32.1012,30.2557,32.1012,83500,30.031595,,,,,,,,,,,NaN,NaN,NaN,NaN,32.71636666666667,33.33153333333333,34.56186666666667,30.87086666666667,29.640533333333337,29.025366666666674
8,3738,2015-06-03,32.913000000000004,33.3035,32.5454,32.9359,23000,31.146448,,,,,,,,,,,NaN,NaN,NaN,NaN,33.31113333333333,33.686366666666665,34.06923333333333,32.55303333333333,32.17016666666667,31.794933333333333
9,3739,2015-06-04,32.8823,32.9283,32.5454,32.5454,20000,32.198246,,,,,,,,,,,NaN,NaN,NaN,NaN,32.80066666666667,33.055933333333336,33.18356666666667,32.41776666666667,32.29013333333334,32.03486666666667
10,3740,2015-06-05,32.1702,33.4643,31.8179,32.4382,24500,32.563633,,,,,,,,,,,NaN,NaN,NaN,NaN,33.329033333333335,34.21986666666667,34.975433333333335,31.682633333333335,30.92706666666667,30.036233333333335
11,3741,2015-06-08,30.9373,34.054,30.9373,34.054,72000,32.653484,,,,,,,,,,,NaN,NaN,NaN,NaN,35.09289999999999,36.1318,38.209599999999995,31.97619999999999,29.898399999999995,28.85949999999999
12,3742,2015-06-09,35.417,35.754,34.6896,35.754,118000,33.35797,,,,,,,,,,,NaN,NaN,NaN,NaN,36.1088,36.4636,37.1732,35.0444,34.3348,33.980000000000004
13,3743,2015-06-10,36.0679,37.14,35.9914,36.0833,107500,34.640694,,,,,,,,,,,NaN,NaN,NaN,NaN,36.8184,37.5535,37.967,35.669799999999995,35.256299999999996,34.52119999999999
14,3744,2015-06-11,36.7418,36.7571,35.4936,36.2288,108500,35.564587,,,,,82.63390366800488,,,,,,NaN,NaN,NaN,NaN,36.82606666666666,37.42333333333333,38.08956666666666,35.56256666666666,34.89633333333333,34.29906666666666
15,3745,2015-06-12,35.9914,36.7571,35.7999,35.8688,21500,36.016617,,,,,79.80451954295049,,,,,,NaN,NaN,NaN,NaN,36.48396666666667,37.099133333333334,37.44116666666667,35.52676666666667,35.184733333333334,34.56956666666667
16,3746,2015-06-15,36.1445,36.604,35.7999,35.9607,17000,36.12848,,,,,79.99284828364246,,,,,,NaN,NaN,NaN,NaN,36.44316666666666,36.92563333333333,37.24726666666666,35.639066666666665,35.317433333333334,34.834966666666666
17,3747,2015-06-16,35.6468,35.9914,35.6085,35.9914,14500,36.175323,,,,,80.0597443655404,,,,,,NaN,NaN,NaN,NaN,36.11903333333333,36.24666666666666,36.50193333333333,35.73613333333333,35.480866666666664,35.35323333333333
18,3748,2015-06-17,35.3022,37.7909,35.3022,37.7909,77500,36.194817,,,,,83.53492437342464,,,,,,NaN,NaN,NaN,NaN,38.62046666666667,39.45003333333334,41.109166666666674,36.13176666666667,34.472633333333334,33.64306666666667
19,3749,2015-06-18,38.2504,38.2887,37.14,37.5306,14500,36.969204,,,,,81.32697949608772,39.25291944208033,33.06305,26.873180557919667,,,NaN,NaN,NaN,NaN,38.1662,38.8018,39.3149,37.017500000000005,36.504400000000004,35.86880000000001
