,Unnamed: 0,Unnamed: 0.1,Date,Open,High,Low,Close,Volume,Predicted Price,21 SMA,50 SMA,100 SMA,200 SMA,RSI,Upper BBand,Middle BBand,Lower BBand,MACD,MACD Signal,MACD Trend,52-week high,52-week low,21-avg volume,First Resistance,Second Resistance,Third Resistance,First Support,Second Support,Third Support,Score,Label,Diff,RSI change,21 SMA change,Pred
1015,1115,4867,2019-08-29,55.049,56.9515,53.8247,54.2387,551,54.35677,49.741671428571564,56.91206399999981,73.45759699999994,106.31721450000023,53.553603983126536,57.64739681402143,49.94179999999994,42.236203185978454,-0.0465267853798323,-1.529724282404827,Bullish,153.7255,43.2994,147822.2380952381,56.185233333333336,58.13176666666667,59.31203333333334,53.05843333333333,51.87816666666666,49.93163333333333,0,0.0,0.0,-2.550057326050073,0.5074999999999932,-1
1016,1116,4868,2019-08-30,54.2211,55.4894,51.9663,52.4067,147950,54.208709999999996,50.05917619047633,56.37355199999981,72.78952199999995,105.82513350000023,48.81973246825001,57.84182674718333,50.239944999999935,42.638063252816536,-0.0666287852896019,-1.2371051829817818,Bullish,153.7255,43.2994,146119.90476190473,54.60863333333334,56.810566666666666,58.13173333333334,51.08553333333333,49.76436666666666,47.56243333333333,0,-1.0,0.0,-4.733871514876526,0.3175047619047646,-1
1017,1117,4869,2019-09-02,54.0802,55.0226,53.7367,55.005,55550,53.440914,50.46685238095253,55.96627799999981,72.09290999999995,105.33443350000023,54.90777819201487,58.33925103960912,50.660519999999934,42.98178896039078,0.1256528818499163,-0.9645535700154422,Bullish,153.7255,43.2994,151855.61904761905,55.4395,55.873999999999995,56.72539999999999,54.1536,53.3022,52.8677,1,1.0,0.0,6.088045723764857,0.4076761904762023,1
1018,1118,4870,2019-09-03,55.8858,55.9298,54.3884,54.3884,36300,52.96386700000001,50.83803809523825,55.58753999999981,71.41047799999996,104.84944500000023,53.287825750436326,58.715824854136365,50.98816999999993,43.26051514586352,0.2256815055991126,-0.7265065548925312,Bullish,153.7255,43.2994,151436.57142857142,55.41599999999999,56.4436,56.95739999999999,53.874599999999994,53.36079999999999,52.333199999999984,1,0.0,0.0,-1.6199524415785405,0.37118571428571556,-1
1019,1119,4871,2019-09-04,55.0931,55.9298,54.6086,55.6568,42350,53.1482,51.21048571428586,55.29141999999982,70.75191599999995,104.38210550000022,56.153586100821094,59.239566295236784,51.34840999999993,43.4572537047631,0.4026625469342519,-0.5006727345271746,Bullish,153.7255,43.2994,151358.0,56.1882,56.7196,57.5094,54.867,54.07720000000001,53.54580000000001,1,1.0,0.0,2.865760350384768,0.3724476190476125,1
1020,1120,4872,2019-09-05,53.7279,57.1629,53.7279,54.7231,74250,53.365030000000004,51.50910952380967,54.976625999999825,70.10859099999995,103.90983800000024,53.54923880495142,59.46706285921685,51.750484999999955,44.03390714078304,0.4622509690978589,-0.3080879938021679,Bullish,153.7255,43.2994,152667.52380952382,56.68136666666667,58.63963333333334,60.11636666666667,53.24636666666667,51.76963333333333,49.81136666666666,0,0.0,0.0,-2.6043472958696725,0.29862380952381073,-1
1021,1121,4873,2019-09-06,54.6086,54.6086,53.7367,54.0714,9350,53.471169999999994,51.86100476190493,54.63752399999982,69.51820199999995,103.42915650000026,51.74531784022909,59.55880097098117,52.10544499999993,44.652089029018704,0.4516817731394553,-0.1561340404138432,Bullish,153.7255,43.2994,154946.09523809527,54.5411,55.0108,55.413000000000004,53.6692,53.266999999999996,52.79729999999999,-1,0.0,0.0,-1.8039209647223302,0.3518952380952598,-1
1022,1122,4874,2019-09-09,54.6086,54.6086,53.7367,54.0714,9350,53.833687,52.19906190476207,54.28256799999982,68.98435899999993,102.98599200000028,51.74531784022909,59.570361665842626,52.46040499999993,45.350448334157235,0.4382536934211671,-0.0372564936468411,Bullish,153.7255,43.2994,141143.7142857143,54.5411,55.0108,55.413000000000004,53.6692,53.266999999999996,52.79729999999999,1,0.0,0.0,0.0,0.3380571428571386,0
1023,1123,4875,2019-09-10,54.6086,54.6086,53.7367,54.0714,9350,53.544167,52.53711904761922,53.92391399999981,68.50424399999993,102.54200450000026,51.7453178402291,59.48938024851129,52.815364999999936,46.14134975148858,0.42273877405873606,0.0547425598942742,Bullish,153.7255,43.2994,123884.19047619047,54.5411,55.0108,55.413000000000004,53.6692,53.266999999999996,52.79729999999999,0,0.0,0.0,7.105427357601002e-15,0.3380571428571528,0
1024,1124,4876,2019-09-11,54.6086,55.3925,53.2875,53.3315,20350,53.459198,52.83994285714303,53.562439999999796,68.06103299999994,102.09384100000028,49.38620240293753,59.24584471954586,53.13332999999992,47.020815280453995,0.3467423127456186,0.1131425104645431,Bullish,153.7255,43.2994,106624.66666666669,54.72016666666665,56.10883333333332,56.825166666666654,52.61516666666665,51.89883333333333,50.51016666666666,-1,0.0,0.0,-2.359115437291571,0.30282380952380805,-1
1025,1125,4877,2019-09-12,53.7279,55.9739,53.7279,55.4718,83600,53.09321,53.244685714285886,53.2615639999998,67.66520799999994,101.69168700000027,55.680652552643224,59.0485001613576,53.558309999999906,48.068119838642225,0.4539856286655919,0.1813111341047529,Bullish,153.7255,43.2994,89888.95238095238,56.38783333333333,57.30386666666666,58.63383333333333,54.14183333333333,52.81186666666666,51.89583333333332,0,1.0,0.0,6.294450149705696,0.40474285714285685,1
1026,1126,4878,2019-09-13,54.7408,57.1629,54.6967,55.9915,1481,53.10337,53.674176190476366,52.989753999999806,67.23793999999994,101.26756750000023,57.07652737352219,58.28558810208788,54.07576999999992,49.865951897911955,0.5742920940881859,0.2599073261014395,Bullish,153.7255,43.2994,76165.14285714286,57.20403333333334,58.41656666666667,59.67023333333334,54.73783333333333,53.48416666666667,52.27163333333333,1,0.0,0.0,1.3958748208789657,0.4294904761904803,1
1027,1127,4879,2019-09-16,55.6656,56.3702,55.3837,55.5951,168300,53.48936,54.148119047619225,52.757577999999796,66.78019599999995,100.83067850000023,55.63712114203646,57.619271635158434,54.46022999999993,51.3011883648414,0.6303830046718346,0.3340024618155185,Bullish,153.7255,43.2994,58530.90476190476,56.18229999999999,56.7695,57.16879999999999,55.19579999999999,54.7965,54.20929999999999,1,0.0,0.0,-1.4394062314857266,0.473942857142859,-1
1028,1128,4880,2019-09-17,55.9298,56.2821,55.2692,55.4718,58300,53.963776,54.508400000000194,52.527339999999796,66.35539399999995,100.40985250000027,55.171051078380955,57.2250629855561,54.724464999999924,52.22386701444375,0.6573091254462398,0.3986637945416628,Bullish,153.7255,43.2994,63559.47619047619,56.07953333333333,56.68726666666666,57.09243333333333,55.06663333333333,54.66146666666666,54.053733333333334,-1,0.0,0.0,-0.46607006365550774,0.36028095238096824,0
1029,1129,4881,2019-09-18,55.7008,55.7096,55.4718,55.4806,12100,54.186836,54.760471428571606,52.3118999999998,65.93067999999994,100.00406000000022,55.19989603294917,57.150703701023176,54.880364999999934,52.61002629897668,0.6716163810336369,0.4532543118400576,Bullish,153.7255,43.2994,61149.952380952374,55.6362,55.7918,55.873999999999995,55.3984,55.3162,55.1606,1,0.0,0.0,0.02884495456821412,0.25207142857141207,0
1030,1130,4882,2019-09-19,55.4894,57.6914,55.4894,57.2598,95700,54.51744,54.993671428571616,52.140323999999794,65.52560699999994,99.60976300000023,60.705109537353174,57.49098488186954,54.994424999999936,52.49786511813033,0.8171025057128389,0.5260239506146138,Bullish,153.7255,43.2994,55702.33333333334,58.13766666666668,59.01553333333334,60.33966666666667,55.93566666666668,54.61153333333334,53.73366666666668,1,1.0,0.0,5.505213504404004,0.23320000000001073,1
1031,1131,4883,2019-09-20,56.5904,58.8804,56.4583,57.9556,45650,54.762190000000004,55.13543333333353,52.01507599999979,65.15224199999993,99.19342800000022,62.6386871589115,57.55401986710636,55.00587499999993,52.4577301328935,0.9772810648693308,0.6162753734655573,Bullish,153.7255,43.2994,52035.66666666666,59.07123333333333,60.18686666666667,61.49333333333333,56.64913333333333,55.34266666666666,54.22703333333333,1,0.0,0.0,1.933577621558328,0.14176190476191408,1
