,Unnamed: 0,Unnamed: 0.1,Date,Open,High,Low,Close,Volume,Predicted Price,21 SMA,50 SMA,100 SMA,200 SMA,RSI,Upper BBand,Middle BBand,Lower BBand,MACD,MACD Signal,MACD Trend,52-week high,52-week low,21-avg volume,First Resistance,Second Resistance,Third Resistance,First Support,Second Support,Third Support,Score,Label,Diff,RSI change,21 SMA change,Pred
1015,1115,4867,2019-08-29,16.1975,16.4713,16.1519,16.4165,43500,16.158123,15.661747619047597,16.670039999999982,17.691254000000026,18.801896500000023,55.61827313061157,16.86373660017091,15.610774999999974,14.357813399829034,-0.2047940903935075,-0.4281579834407008,Bullish,22.5066,14.4272,220309.76190476192,16.541233333333327,16.665966666666662,16.860633333333325,16.22183333333333,16.027166666666666,15.902433333333333,-1,-1.0,1.0,-4.035082272971508,-0.035199999999999676,-1
1016,1116,4868,2019-08-30,15.9694,16.2431,15.7139,16.2158,8000,16.344212,15.639585714285689,16.63901399999998,17.669080000000022,18.775051500000025,52.39049036682443,16.79425279630559,15.591614999999974,14.388977203694356,-0.1581762148896395,-0.3741616297304885,Bullish,22.5066,14.4272,218024.04761904766,16.4013,16.586799999999997,16.9305,15.872100000000005,15.528400000000005,15.342900000000006,1,-1.0,1.0,-3.2277827637871397,-0.022161904761908602,-1
1017,1117,4869,2019-09-02,16.015,16.4257,15.9694,16.0059,268000,16.374943,15.611342857142837,16.604701999999982,17.643438000000025,18.745287000000022,49.176155491130885,16.716987395177085,15.567889999999974,14.418792604822865,-0.1365938199519707,-0.326648067774785,Bullish,22.5066,14.4272,214976.42857142852,16.297933333333333,16.589966666666665,16.75423333333333,15.841633333333334,15.677366666666668,15.385333333333335,-1,-1.0,0.0,-3.2143348756935453,-0.028242857142851463,-1
1018,1118,4870,2019-09-03,15.5679,16.6447,15.5679,16.1793,166000,16.303995,15.59700476190474,16.582253999999985,17.619347000000023,18.715346000000025,51.80670577690909,16.685174153506242,15.558764999999974,14.432355846493705,-0.1042954328076231,-0.2821775407813526,Bullish,22.5066,14.4272,225452.61904761905,16.693366666666662,17.207433333333334,17.770166666666665,15.616566666666666,15.053833333333333,14.539766666666665,-1,1.0,-1.0,2.630550285778206,-0.014338095238096926,1
1019,1119,4871,2019-09-04,16.1975,16.6082,15.9694,16.526,21000,16.293224,15.604823809523788,16.566557999999983,17.607940000000024,18.688443000000024,56.639144628836725,16.753966900294667,15.577469999999973,14.40097309970528,-0.050144896636894004,-0.2357710119524609,Bullish,22.5066,14.4272,232285.9523809524,16.766333333333336,17.006666666666668,17.405133333333335,16.127533333333336,15.729066666666668,15.488733333333334,-1,1.0,0.0,4.832438851927634,0.007819047619047836,1
1020,1120,4872,2019-09-05,16.7907,16.7907,16.4257,16.4257,2000,16.381718,15.617861904761885,16.55104599999998,17.597538000000025,18.660169000000025,54.923337573430125,16.857594698389384,15.627204999999973,14.396815301610566,-0.0151489506725113,-0.1916465996964709,Bullish,22.5066,14.4272,231714.52380952387,16.66903333333333,16.912366666666667,17.034033333333333,16.30403333333333,16.182366666666667,15.939033333333327,0,-1.0,1.0,-1.7158070554066,0.013038095238096403,0
1021,1121,4873,2019-09-06,16.4257,16.745,16.4257,16.5352,555,16.44063,15.670442857142836,16.536627999999983,17.582117000000025,18.63279050000002,56.47359021258666,16.964590367059678,15.699294999999974,14.433999632940269,0.0211772058599564,-0.1490818385851854,Bullish,22.5066,14.4272,230166.9047619048,16.71156666666667,16.887933333333336,17.030866666666668,16.392266666666668,16.249333333333333,16.072966666666666,0,1.0,0.0,1.5502526391565326,0.05258095238095173,1
1022,1122,4874,2019-09-09,16.4257,16.745,16.4257,16.5352,555,16.519417,15.739099999999974,16.516369999999988,17.566513000000025,18.60675950000002,56.47359021258666,17.054549127110278,15.771384999999974,14.488220872889668,0.0493965341305759,-0.1093861640420331,Bullish,22.5066,14.4272,221312.38095238086,16.71156666666667,16.887933333333336,17.030866666666668,16.392266666666668,16.249333333333333,16.072966666666666,-1,0.0,1.0,0.0,0.06865714285713764,0
1023,1123,4875,2019-09-10,16.4257,16.745,16.4257,16.5352,555,16.574272,15.80775714285712,16.499215999999983,17.550453000000026,18.578250000000025,56.47359021258664,17.128182065249796,15.843474999999973,14.558767934750154,0.0709427709906869,-0.0733203770354891,Bullish,22.5066,14.4272,211267.38095238086,16.71156666666667,16.887933333333336,17.030866666666668,16.392266666666668,16.249333333333333,16.072966666666666,0,0.0,0.0,-1.4210854715202004e-14,0.06865714285714652,0
1024,1124,4876,2019-09-11,16.5169,17.0644,16.4713,16.8454,4,16.614838,15.891185714285694,16.48005199999999,17.530833000000026,18.55333550000002,61.19546954064784,17.237989474440802,15.931074999999973,14.624160525559144,0.1117605603142415,-0.036304189565543,Bullish,22.5066,14.4272,201222.38095238086,17.116100000000007,17.3868,17.709200000000006,16.523000000000003,16.2006,15.929900000000005,-1,1.0,0.0,4.721879328061199,0.0834285714285734,1
1025,1125,4877,2019-09-12,16.8819,17.1466,16.6538,16.8728,489,16.721807000000002,15.975919047619026,16.46490399999999,17.510027000000026,18.531949500000017,61.59181986698854,17.329011047650926,16.020044999999975,14.711078952349027,0.1446524401510522,-0.0001128636222239,Bullish,22.5066,14.4272,191151.1428571429,17.12833333333334,17.38386666666667,17.62113333333334,16.635533333333342,16.398266666666668,16.142733333333346,0,0.0,1.0,0.3963503263406949,0.08473333333333244,0
1026,1126,4878,2019-09-13,16.5717,17.7488,16.4257,17.0918,118500,16.824133,16.071080952380928,16.45267599999999,17.490407000000026,18.50900600000002,64.69568480166063,17.32147528227309,16.153274999999972,14.98507471772686,0.1862440560898512,0.037158520320191,Bullish,22.5066,14.4272,181103.0,17.751833333333327,18.411866666666665,19.074933333333327,16.42873333333333,15.765666666666664,15.10563333333333,1,1.0,1.0,3.103864934672096,0.0951619047619019,1
