,Date,Open,High,Low,Close,Volume,Predicted Price
3610,2015-01-22,404.5274,414.6085,404.5274,413.0132,4688,407.44562
3611,2015-01-23,404.5064,416.7131,404.5064,416.3048,21387,408.33463
3612,2015-01-26,416.7131,416.7131,410.3993,415.4966,21973,410.20648
3613,2015-01-27,414.6085,420.9223,414.6085,417.1424,5664,411.91595
3614,2015-01-28,420.9223,426.3943,420.9223,421.7642,1953,413.46976
3615,2015-01-29,416.7131,416.7131,412.5039,414.6085,781,415.16647
3616,2015-01-30,416.7131,416.7131,412.5039,414.6085,781,415.1438
3617,2015-02-02,412.5039,412.5039,408.2947,408.2947,684,414.7317
3618,2015-02-03,410.3993,410.3993,406.19,406.19,195,412.78052
3619,2015-02-04,399.8762,404.0854,399.2448,399.9394,6445,410.1166
3620,2015-02-05,399.8762,404.0854,399.2448,399.9394,6445,405.9241
3621,2015-02-06,410.3993,410.3993,410.3993,410.3993,98,402.89105
3622,2015-02-09,407.8737,416.2922,395.667,397.78,8398,402.8165
3623,2015-02-10,391.4578,392.7205,390.0098,392.7205,1172,400.7793
3624,2015-02-11,395.2461,395.667,395.667,395.667,977,398.2185
3625,2015-02-12,395.667,395.667,395.667,395.667,195,397.00208
3626,2015-02-13,395.667,395.667,395.667,395.667,98,395.5522
3627,2015-02-16,395.667,395.667,395.667,395.667,98,393.656
3628,2015-02-17,397.7716,397.7716,378.8301,391.3862,2246,393.56815
3629,2015-02-18,380.0929,395.2461,380.0929,384.5125,1563,392.93552
3630,2015-02-19,387.6695,393.5624,387.6695,387.6695,781,390.3614
3631,2015-02-20,394.8251,394.8251,389.3952,389.3952,488,388.63522
3632,2015-02-23,395.667,395.667,387.6695,387.6695,1758,387.47708
3633,2015-02-24,391.4578,391.4578,387.6695,387.6695,977,386.31696
3634,2015-02-25,386.4067,386.4067,386.4067,386.4067,195,386.0241
3635,2015-02-26,383.0393,383.0604,383.0393,383.0604,391,386.0758
3636,2015-02-27,391.4536,391.4536,375.8836,376.8644,586,384.9035
